"Status","Year","Parent_department","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Office of Rail and Road","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","White","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Operational Delivery","270","270","21870","20810"
"New entrant CS","2021","Scottish Government","Unknown","Other","50","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Unknown","650","630","35400","30650"
"New entrant CS","2021","Scottish Government","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Operational Delivery","120","120","22070","20760"
"New entrant CS","2021","Scottish Government","White","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","White","Unknown","810","790","30400","26160"
"New entrant CS","2021","The National Archives","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Asian","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
