"Status","Year","Region_ITL1","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","London","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Property","White","30","30","[c]","[c]"
"New entrant CS","2021","London","Psychology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Psychology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Psychology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Psychology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Psychology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Science and Engineering","White","130","120","37230","36330"
"New entrant CS","2021","London","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Security","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","London","Security","White","40","40","[c]","[c]"
"New entrant CS","2021","London","Social Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Social Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Social Research","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Social Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Social Research","White","70","70","34560","32540"
"New entrant CS","2021","London","Statistics","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Statistics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Statistics","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Statistics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Statistics","Unknown","60","60","33680","32540"
"New entrant CS","2021","London","Statistics","White","100","90","37450","32540"
"New entrant CS","2021","London","Tax","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Tax","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Tax","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Tax","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Tax","Unknown","60","60","32470","36160"
"New entrant CS","2021","London","Tax","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Asian","880","860","31780","31060"
"New entrant CS","2021","London","Unknown","Black","890","880","30310","31060"
"New entrant CS","2021","London","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Mixed","290","280","31650","31060"
"New entrant CS","2021","London","Unknown","Other ethnicity","90","90","31690","31060"
"New entrant CS","2021","London","Unknown","Undeclared","100","100","32620","31060"
"New entrant CS","2021","London","Unknown","Unknown","1150","1140","39050","31060"
"New entrant CS","2021","London","Unknown","White","1270","1250","33790","31060"
"New entrant CS","2021","London","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Veterinarian","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Veterinarian","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Digital, Data and Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","International Trade","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","International Trade","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Medicine","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Medicine","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Medicine","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Medicine","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Medicine","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Operational Delivery","Unknown","230","220","22620","21430"
"New entrant CS","2021","North East (England)","Operational Delivery","White","370","360","23380","22350"
"New entrant CS","2021","North East (England)","Other","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Other","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Planning","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Planning","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Planning","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Planning","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Planning","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Policy","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Policy","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Policy","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Policy","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Policy","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Project Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Psychology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Psychology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Psychology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Psychology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Psychology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Science and Engineering","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Statistics","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Statistics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Statistics","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Statistics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Statistics","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tax","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tax","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tax","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tax","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Tax","Unknown","480","470","22390","20140"
"New entrant CS","2021","North East (England)","Tax","White","300","300","23530","25560"
"New entrant CS","2021","North East (England)","Unknown","Asian","60","60","26880","21010"
"New entrant CS","2021","North East (England)","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Unknown","250","240","25100","21010"
"New entrant CS","2021","North East (England)","Unknown","White","1150","1140","23940","21010"
"New entrant CS","2021","North West (England)","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Commercial","White","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Digital, Data and Technology","Unknown","70","60","41910","37910"
"New entrant CS","2021","North West (England)","Digital, Data and Technology","White","80","80","39420","35900"
"New entrant CS","2021","North West (England)","Economics","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Economics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Economics","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Economics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Economics","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Human Resources","White","80","80","29840","24960"
"New entrant CS","2021","North West (England)","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","International Trade","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","International Trade","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Legal","White","50","50","[c]","[c]"
"New entrant CS","2021","North West (England)","Medicine","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Medicine","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Medicine","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Medicine","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Medicine","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Operational Delivery","Asian","60","50","23050","20880"
"New entrant CS","2021","North West (England)","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
