"Status","Year","Responsibility_level","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","EO","Undeclared","No function","200","190","26370","26370"
"New entrant CS","2021","EO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Undeclared","Unknown","530","520","28550","27570"
"New entrant CS","2021","EO","Unknown","Analysis","60","60","26200","26050"
"New entrant CS","2021","EO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Communications","450","450","25720","25560"
"New entrant CS","2021","EO","Unknown","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Digital, Data & Technology","170","170","26320","25560"
"New entrant CS","2021","EO","Unknown","Finance","40","40","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Human Resources","60","60","25610","26510"
"New entrant CS","2021","EO","Unknown","Legal","50","50","[c]","[c]"
"New entrant CS","2021","EO","Unknown","No function","860","850","25700","25560"
"New entrant CS","2021","EO","Unknown","Project Delivery","140","140","20470","17930"
"New entrant CS","2021","EO","Unknown","Property","60","60","25610","24500"
"New entrant CS","2021","EO","Unknown","Security","40","40","[c]","[c]"
"New entrant CS","2021","EO","Unknown","Unknown","2040","1980","27860","27570"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Analysis","50","50","59360","56590"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Communications","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Digital, Data & Technology","270","260","56550","54700"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Finance","60","60","58360","57800"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Human Resources","70","70","58000","55500"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Legal","310","290","53180","50520"
"New entrant CS","2021","G6/G7","Heterosexual / straight","No function","690","670","57070","53420"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Project Delivery","180","170","55940","54120"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Property","60","50","55350","53500"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Heterosexual / straight","Unknown","370","350","59260","56530"
"New entrant CS","2021","G6/G7","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","No function","60","60","57740","53380"
"New entrant CS","2021","G6/G7","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","No function","90","80","59080","57000"
"New entrant CS","2021","G6/G7","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Analysis","60","60","57660","53360"
"New entrant CS","2021","G6/G7","Unknown","Commercial","70","70","75560","82350"
"New entrant CS","2021","G6/G7","Unknown","Communications","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Digital, Data & Technology","170","170","58480","56000"
"New entrant CS","2021","G6/G7","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Legal","80","70","55080","55000"
"New entrant CS","2021","G6/G7","Unknown","No function","320","310","56440","53400"
"New entrant CS","2021","G6/G7","Unknown","Project Delivery","70","70","56230","53500"
"New entrant CS","2021","G6/G7","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Unknown","360","350","59550","57430"
"New entrant CS","2021","SCS","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","No function","100","80","93180","87000"
"New entrant CS","2021","SCS","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Commercial","160","160","81760","71000"
"New entrant CS","2021","SCS","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","No function","60","50","102000","90000"
"New entrant CS","2021","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Analysis","480","470","33540","32540"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Commercial","170","170","37370","36500"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Communications","180","180","34930","32650"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Digital, Data & Technology","410","400","36570","36420"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Finance","210","210","36630","36500"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Human Resources","200","200","34170","34010"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Legal","240","240","36300","38000"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","No function","2800","2670","34720","33570"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Project Delivery","650","650","36080","35000"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Property","180","180","34670","33300"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Security","60","60","35320","34080"
"New entrant CS","2021","SEO/HEO","Heterosexual / straight","Unknown","960","950","35970","35310"
"New entrant CS","2021","SEO/HEO","LGBO","Analysis","70","70","33130","32540"
"New entrant CS","2021","SEO/HEO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","No function","330","320","33710","33210"
"New entrant CS","2021","SEO/HEO","LGBO","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","LGBO","Unknown","100","100","34360","32650"
"New entrant CS","2021","SEO/HEO","Undeclared","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","No function","370","340","34650","33570"
"New entrant CS","2021","SEO/HEO","Undeclared","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Unknown","60","60","35260","34670"
"New entrant CS","2021","SEO/HEO","Unknown","Analysis","190","190","33750","32540"
"New entrant CS","2021","SEO/HEO","Unknown","Commercial","80","80","36970","37420"
"New entrant CS","2021","SEO/HEO","Unknown","Communications","160","150","34380","31810"
"New entrant CS","2021","SEO/HEO","Unknown","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Digital, Data & Technology","360","360","36220","35900"
"New entrant CS","2021","SEO/HEO","Unknown","Finance","140","140","35470","33500"
"New entrant CS","2021","SEO/HEO","Unknown","Human Resources","70","60","34120","32790"
"New entrant CS","2021","SEO/HEO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Legal","90","90","31470","30850"
"New entrant CS","2021","SEO/HEO","Unknown","No function","1600","1570","32180","31370"
"New entrant CS","2021","SEO/HEO","Unknown","Project Delivery","170","160","36230","36030"
"New entrant CS","2021","SEO/HEO","Unknown","Property","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Security","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","730","710","36070","35050"
"New entrant CS","2021","Unknown","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","No function","920","850","23140","22920"
"New entrant CS","2021","Unknown","Heterosexual / straight","Project Delivery","100","100","39100","39000"
"New entrant CS","2021","Unknown","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","No function","80","80","22920","22920"
"New entrant CS","2021","Unknown","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","No function","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","No function","390","340","22450","22920"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Analysis","120","120","21770","21260"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Communications","80","70","21470","21250"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Counter Fraud","400","380","22350","21260"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Debt","590","570","21300","21250"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Digital, Data & Technology","170","170","20690","21170"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Finance","110","100","21270","21250"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Grants Management","140","130","21240","21300"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Human Resources","210","190","21300","21170"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Legal","260","260","21400","21250"
"New entrant CS","2022","AA/AO","Heterosexual / straight","No function","9440","9160","22180","21260"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Project Delivery","80","80","21470","21260"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Property","120","110","21500","21750"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Security","240","240","25020","24470"
"New entrant CS","2022","AA/AO","Heterosexual / straight","Unknown","1270","1240","21660","21170"
"New entrant CS","2022","AA/AO","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Debt","60","60","21300","21250"
"New entrant CS","2022","AA/AO","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Legal","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","No function","1090","1070","22010","21260"
"New entrant CS","2022","AA/AO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","LGBO","Unknown","140","130","21830","21260"
"New entrant CS","2022","AA/AO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","No function","550","520","21950","21260"
"New entrant CS","2022","AA/AO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","Unknown","80","80","21810","21260"
"New entrant CS","2022","AA/AO","Unknown","Analysis","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Communications","70","70","21380","21250"
"New entrant CS","2022","AA/AO","Unknown","Counter Fraud","80","80","21680","21250"
"New entrant CS","2022","AA/AO","Unknown","Debt","300","290","21250","21250"
"New entrant CS","2022","AA/AO","Unknown","Digital, Data & Technology","60","60","20910","21170"
"New entrant CS","2022","AA/AO","Unknown","Finance","50","50","21090","21250"
"New entrant CS","2022","AA/AO","Unknown","Grants Management","310","290","21220","21300"
"New entrant CS","2022","AA/AO","Unknown","Human Resources","70","60","21290","21170"
"New entrant CS","2022","AA/AO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","No function","5420","5240","22160","21260"
"New entrant CS","2022","AA/AO","Unknown","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Property","180","180","21660","21750"
"New entrant CS","2022","AA/AO","Unknown","Security","220","220","24920","23540"
"New entrant CS","2022","AA/AO","Unknown","Unknown","1730","1670","21790","21260"
"New entrant CS","2022","EO","Heterosexual / straight","Analysis","150","150","26820","26350"
"New entrant CS","2022","EO","Heterosexual / straight","Commercial","130","130","25960","26300"
"New entrant CS","2022","EO","Heterosexual / straight","Communications","400","390","26660","26590"
"New entrant CS","2022","EO","Heterosexual / straight","Counter Fraud","560","550","27670","27570"
"New entrant CS","2022","EO","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Heterosexual / straight","Digital, Data & Technology","350","350","26390","26350"
"New entrant CS","2022","EO","Heterosexual / straight","Finance","200","200","25430","25120"
"New entrant CS","2022","EO","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Heterosexual / straight","Human Resources","250","230","26310","26750"
"New entrant CS","2022","EO","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Heterosexual / straight","Legal","230","230","27100","26950"
"New entrant CS","2022","EO","Heterosexual / straight","No function","5560","5430","27680","27570"
"New entrant CS","2022","EO","Heterosexual / straight","Project Delivery","310","310","23830","24750"
"New entrant CS","2022","EO","Heterosexual / straight","Property","140","140","25220","25000"
"New entrant CS","2022","EO","Heterosexual / straight","Security","90","90","27820","26350"
"New entrant CS","2022","EO","Heterosexual / straight","Unknown","1200","1160","27300","27230"
"New entrant CS","2022","EO","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Communications","50","40","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","No function","610","600","27360","27570"
"New entrant CS","2022","EO","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","LGBO","Unknown","150","150","26960","27230"
"New entrant CS","2022","EO","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Communications","70","50","27060","27270"
"New entrant CS","2022","EO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Finance","50","30","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Human Resources","40","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","No function","420","380","27450","27570"
"New entrant CS","2022","EO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","Unknown","80","80","27070","27230"
"New entrant CS","2022","EO","Unknown","Analysis","80","80","26960","26670"
"New entrant CS","2022","EO","Unknown","Commercial","50","50","25320","26350"
