"Status","Year","Organisation","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Veterinary Medicines Directorate","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Female","Unknown","120","110","27570","20500"
"New entrant CS","2021","Welsh Government (excl. agencies)","Male","Unknown","80","70","27750","23600"
"New entrant CS","2021","Welsh Revenue Authority","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Female","No function","270","260","26350","24920"
"New entrant CS","2022","Animal and Plant Health Agency","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Male","No function","190","180","26310","24920"
"New entrant CS","2022","Animal and Plant Health Agency","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","Commercial","120","120","61270","65000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","Digital, Data & Technology","130","120","42200","37300"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","Human Resources","100","90","29720","23850"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","No function","480","480","30510","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Female","Security","60","60","30270","32000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","Commercial","120","120","74560","70910"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","Digital, Data & Technology","120","120","44190","40600"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","Human Resources","50","50","32240","27500"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","No function","330","330","31860","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Male","Security","100","100","30970","27500"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","No function","40","30","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Female","No function","50","50","[c]","[c]"
"New entrant CS","2022","Companies House","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Male","No function","30","30","[c]","[c]"
"New entrant CS","2022","Companies House","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Female","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Female","Legal","60","60","37290","41750"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Female","No function","210","210","23120","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Male","No function","100","100","23000","21050"
"New entrant CS","2022","Crown Prosecution Service","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Female","Legal","440","430","30230","24590"
"New entrant CS","2022","Crown Prosecution Service","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Male","Legal","170","170","34490","26970"
"New entrant CS","2022","Crown Prosecution Service","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Female","Project Delivery","260","250","29380","26100"
"New entrant CS","2022","Defence Equipment and Support","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Male","Finance","30","30","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Male","Project Delivery","520","520","32450","32000"
"New entrant CS","2022","Defence Equipment and Support","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Female","No function","120","120","29620","29230"
"New entrant CS","2022","Defence Science and Technology Laboratory","Female","Project Delivery","50","50","27010","23580"
"New entrant CS","2022","Defence Science and Technology Laboratory","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Male","Analysis","50","50","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Male","No function","280","270","30540","27010"
"New entrant CS","2022","Defence Science and Technology Laboratory","Male","Project Delivery","50","50","33030","29230"
"New entrant CS","2022","Defence Science and Technology Laboratory","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","No function","320","320","37830","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","No function","270","260","37560","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","No function","180","180","34760","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","No function","140","140","36060","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","Commercial","50","50","31560","29860"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Female","Digital, Data & Technology","80","80","36760","36500"
