"Status","Year","Region_ITL3","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Central Valleys","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Operational Delivery","Grants Management","30","30","[c]","[c]"
"New entrant CS","2022","Cheshire East","Operational Delivery","No function","110","110","24840","23140"
"New entrant CS","2022","Cheshire East","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Operational Delivery","No function","60","60","25230","24800"
"New entrant CS","2022","Cheshire West and Chester","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Operational Delivery","No function","200","190","24020","23140"
"New entrant CS","2022","Chorley and West Lancashire","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Digital, Data and Technology","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Operational Delivery","No function","370","370","23730","21250"
"New entrant CS","2022","City of Edinburgh","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Tax","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Tax","Debt","30","30","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Tax","No function","140","140","27180","26590"
"New entrant CS","2022","City of Edinburgh","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Unknown","Unknown","1260","1220","35040","31540"
"New entrant CS","2022","Clackmannanshire and Fife","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Operational Delivery","No function","100","90","23860","21640"
"New entrant CS","2022","Clackmannanshire and Fife","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Operational Delivery","No function","40","40","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Operational Delivery","No function","170","170","24210","21260"
"New entrant CS","2022","Cornwall and Isles of Scilly","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Digital, Data and Technology","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Coventry","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Finance","Finance","50","50","32950","29360"
"New entrant CS","2022","Coventry","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Operational Delivery","No function","100","90","27630","24800"
"New entrant CS","2022","Coventry","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Other","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Policy","No function","80","80","31850","29360"
"New entrant CS","2022","Coventry","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Coventry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Digital, Data and Technology","Unknown","130","130","46830","41950"
"New entrant CS","2022","Croydon","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Operational Delivery","No function","190","180","29980","28310"
"New entrant CS","2022","Croydon","Operational Delivery","Unknown","140","130","29150","28650"
"New entrant CS","2022","Croydon","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Project Delivery","Unknown","60","60","36850","35050"
"New entrant CS","2022","Croydon","Property","Property","30","30","[c]","[c]"
"New entrant CS","2022","Croydon","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Tax","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Tax","No function","90","90","34250","30750"
"New entrant CS","2022","Croydon","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","No function","30","30","[c]","[c]"
"New entrant CS","2022","Croydon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Operational Delivery","No function","70","70","27700","26130"
"New entrant CS","2022","Darlington","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Policy","No function","80","70","34930","29360"
"New entrant CS","2022","Darlington","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Property","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Statistics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Tax","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Darlington","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Operational Delivery","No function","190","170","24900","23170"
"New entrant CS","2022","Derby","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derby","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derry City and Strabane","Operational Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Digital, Data and Technology","Digital, Data & Technology","110","110","24720","24290"
"New entrant CS","2022","Devon CC","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Operational Delivery","No function","300","290","24340","23140"
"New entrant CS","2022","Devon CC","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Science and Engineering","Digital, Data & Technology","40","30","[c]","[c]"
"New entrant CS","2022","Devon CC","Science and Engineering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon CC","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Digital, Data and Technology","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Operational Delivery","No function","170","160","23880","23140"
"New entrant CS","2022","Dorset","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Other","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Policy","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Operational Delivery","No function","60","60","24840","23170"
"New entrant CS","2022","Dudley","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dudley","Other","Debt","40","40","[c]","[c]"
"New entrant CS","2022","Dudley","Other","No function","[c]","[c]","[c]","[c]"
