"Status","Year","Region_ITL3","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Anglesey","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Wight","Counter Fraud","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Isle of Wight","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Wight","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Wight","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Wight","No function","AA/AO","60","50","[c]","[c]"
"New entrant CS","2022","Isle of Wight","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Wight","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Wight","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Isle of Wight","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","No function","AA/AO","110","110","29160","30520"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","No function","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent Thames Gateway","No function","AA/AO","130","130","25640","28140"
"New entrant CS","2022","Kent Thames Gateway","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent Thames Gateway","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent Thames Gateway","No function","Unknown","60","50","28020","25480"
"New entrant CS","2022","Kent Thames Gateway","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kent Thames Gateway","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","No function","AA/AO","110","110","21890","21260"
"New entrant CS","2022","Kingston upon Hull, City of","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","No function","Unknown","80","80","28240","26080"
"New entrant CS","2022","Kingston upon Hull, City of","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Kingston upon Hull, City of","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","No function","AA/AO","80","80","26950","25740"
"New entrant CS","2022","Lambeth","No function","EO","200","200","30230","31060"
"New entrant CS","2022","Lambeth","No function","G6/G7","60","50","58850","54500"
"New entrant CS","2022","Lambeth","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","No function","SEO/HEO","240","230","36970","36330"
"New entrant CS","2022","Lambeth","No function","Unknown","110","100","45630","36580"
"New entrant CS","2022","Lambeth","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lambeth","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","No function","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lancaster and Wyre","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Commercial","SEO/HEO","50","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Communications","EO","90","90","26480","26590"
"New entrant CS","2022","Leeds","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Counter Fraud","EO","50","50","26660","26590"
"New entrant CS","2022","Leeds","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Debt","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Digital, Data & Technology","EO","30","30","[c]","[c]"
"New entrant CS","2022","Leeds","Digital, Data & Technology","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Digital, Data & Technology","SEO/HEO","70","60","36280","37000"
"New entrant CS","2022","Leeds","Finance","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Leeds","Finance","EO","50","40","[c]","[c]"
"New entrant CS","2022","Leeds","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Finance","SEO/HEO","60","50","34480","33220"
"New entrant CS","2022","Leeds","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Human Resources","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Leeds","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","No function","AA/AO","430","430","21830","21260"
"New entrant CS","2022","Leeds","No function","EO","260","250","26720","27570"
"New entrant CS","2022","Leeds","No function","G6/G7","80","80","54440","49860"
"New entrant CS","2022","Leeds","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","No function","SEO/HEO","300","280","33150","33080"
"New entrant CS","2022","Leeds","No function","Unknown","150","140","27590","24800"
"New entrant CS","2022","Leeds","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Unknown","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Leeds","Unknown","EO","80","80","25920","24880"
"New entrant CS","2022","Leeds","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leeds","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","No function","AA/AO","220","220","21510","21260"
"New entrant CS","2022","Leicester","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","No function","Unknown","140","130","27810","24800"
"New entrant CS","2022","Leicester","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicester","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","No function","AA/AO","210","200","22160","20970"
"New entrant CS","2022","Leicestershire CC and Rutland","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Leicestershire CC and Rutland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","No function","EO","60","60","29920","31060"
"New entrant CS","2022","Lewisham and Southwark","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","No function","Unknown","160","150","34670","33700"
"New entrant CS","2022","Lewisham and Southwark","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lewisham and Southwark","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","No function","AA/AO","140","140","22310","23140"
"New entrant CS","2022","Lincolnshire CC","No function","EO","60","60","27090","27570"
"New entrant CS","2022","Lincolnshire CC","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","No function","Unknown","100","90","28760","26310"
"New entrant CS","2022","Lincolnshire CC","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Unknown","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lincolnshire CC","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Lisburn and Castlereagh","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Analysis","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Debt","AA/AO","120","120","21250","21250"
"New entrant CS","2022","Liverpool","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","No function","AA/AO","520","510","21200","21250"
"New entrant CS","2022","Liverpool","No function","EO","260","260","26880","26590"
"New entrant CS","2022","Liverpool","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","No function","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","No function","SEO/HEO","130","120","32990","33080"
"New entrant CS","2022","Liverpool","No function","Unknown","180","170","26530","24800"
"New entrant CS","2022","Liverpool","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Liverpool","Project Delivery","EO","[c]","[c]","[c]","[c]"
