"Status","Year","Region_ITL1","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Northern Ireland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Operational Delivery","150","150","24360","21250"
"New entrant CS","2022","Northern Ireland","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Tax","70","70","25420","26590"
"New entrant CS","2022","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Operational Delivery","160","160","23690","21260"
"New entrant CS","2022","Scotland","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared disabled","Unknown","240","230","29330","27230"
"New entrant CS","2022","Scotland","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Counter Fraud","90","90","23560","21260"
"New entrant CS","2022","Scotland","Declared non-disabled","Digital, Data and Technology","60","60","39230","35540"
"New entrant CS","2022","Scotland","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Human Resources","40","30","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Legal","90","90","38590","41750"
"New entrant CS","2022","Scotland","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Operational Delivery","1400","1380","24360","21260"
"New entrant CS","2022","Scotland","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Other","180","180","27280","23450"
"New entrant CS","2022","Scotland","Declared non-disabled","Policy","40","30","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Security","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Declared non-disabled","Tax","220","210","26550","26590"
"New entrant CS","2022","Scotland","Declared non-disabled","Unknown","1700","1660","31730","27230"
"New entrant CS","2022","Scotland","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Undeclared","Unknown","70","70","30120","27230"
"New entrant CS","2022","Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Operational Delivery","800","770","23570","21640"
"New entrant CS","2022","Scotland","Unknown","Other","100","100","25880","21640"
"New entrant CS","2022","Scotland","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Security","70","70","25190","23540"
"New entrant CS","2022","Scotland","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Unknown","Tax","90","80","25730","26590"
"New entrant CS","2022","Scotland","Unknown","Unknown","1720","1660","31750","27230"
"New entrant CS","2022","South East (England)","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Operational Delivery","300","280","27030","25960"
"New entrant CS","2022","South East (England)","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Counter Fraud","60","60","26000","24250"
"New entrant CS","2022","South East (England)","Declared non-disabled","Digital, Data and Technology","70","60","37550","36050"
"New entrant CS","2022","South East (England)","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Finance","50","50","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Operational Delivery","1870","1780","26730","26130"
"New entrant CS","2022","South East (England)","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Other","130","130","25810","23170"
"New entrant CS","2022","South East (England)","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Policy","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Project Delivery","70","70","34690","33000"
"New entrant CS","2022","South East (England)","Declared non-disabled","Property","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Science and Engineering","210","200","31810","27960"
"New entrant CS","2022","South East (England)","Declared non-disabled","Security","60","60","26170","25000"
"New entrant CS","2022","South East (England)","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Declared non-disabled","Unknown","60","60","34830","27570"
"New entrant CS","2022","South East (England)","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Operational Delivery","110","100","26490","24530"
"New entrant CS","2022","South East (England)","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Finance","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Operational Delivery","1440","1320","26090","24880"
"New entrant CS","2022","South East (England)","Unknown","Other","80","70","26070","21170"
"New entrant CS","2022","South East (England)","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Property","40","30","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Security","60","60","25870","25540"
"New entrant CS","2022","South East (England)","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","Unknown","Unknown","90","80","38720","28000"
"New entrant CS","2022","South East (England)","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Digital, Data and Technology","40","30","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Operational Delivery","230","210","26810","23170"
"New entrant CS","2022","South West (England)","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Other","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Science and Engineering","50","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Commercial","110","110","29850","26670"
"New entrant CS","2022","South West (England)","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Digital, Data and Technology","230","220","30180","26740"
"New entrant CS","2022","South West (England)","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Finance","90","90","31510","25000"
"New entrant CS","2022","South West (England)","Declared non-disabled","Geography","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Human Resources","90","80","32740","28000"
"New entrant CS","2022","South West (England)","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Operational Delivery","1280","1220","25720","23170"
"New entrant CS","2022","South West (England)","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Other","290","280","28720","26000"
"New entrant CS","2022","South West (England)","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Policy","160","150","36160","35900"
"New entrant CS","2022","South West (England)","Declared non-disabled","Project Delivery","230","230","33330","29360"
"New entrant CS","2022","South West (England)","Declared non-disabled","Property","50","50","[c]","[c]"
"New entrant CS","2022","South West (England)","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
