"Status","Year","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North Yorkshire","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Unknown","140","130","25800","27570"
"New entrant CS","2021","North Yorkshire","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Operational Delivery","140","140","23640","20140"
"New entrant CS","2021","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Tax","130","120","21830","20140"
"New entrant CS","2021","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Operational Delivery","240","230","24720","22920"
"New entrant CS","2021","Northumberland and Tyne and Wear","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Tax","800","790","22840","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","Unknown","1320","1310","24500","21010"
"New entrant CS","2021","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Operational Delivery","230","230","26210","26810"
"New entrant CS","2021","Outer London - East and North East","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","Unknown","690","670","29930","31060"
"New entrant CS","2021","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Digital, Data and Technology","90","90","50600","46710"
"New entrant CS","2021","Outer London - South","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Operational Delivery","250","250","26630","25060"
"New entrant CS","2021","Outer London - South","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Other","110","110","37400","30600"
"New entrant CS","2021","Outer London - South","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Outer London - South","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Tax","80","80","30790","29570"
"New entrant CS","2021","Outer London - South","Unknown","390","380","30970","31060"
"New entrant CS","2021","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Operational Delivery","460","440","28220","28040"
"New entrant CS","2021","Outer London - West and North West","Other","50","50","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Science and Engineering","80","80","32490","32330"
"New entrant CS","2021","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Unknown","720","720","30420","31060"
"New entrant CS","2021","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Operational Delivery","540","510","21730","21590"
"New entrant CS","2021","Shropshire and Staffordshire","Other","50","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","320","310","27020","27570"
"New entrant CS","2021","Shropshire and Staffordshire","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Digital, Data and Technology","70","70","45670","46000"
"New entrant CS","2021","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Operational Delivery","330","320","23130","21430"
"New entrant CS","2021","South Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Policy","50","50","33500","29360"
"New entrant CS","2021","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Unknown","480","460","25390","27570"
"New entrant CS","2021","Southern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Operational Delivery","130","120","20610","20140"
"New entrant CS","2021","Southern Scotland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Tax","100","100","20140","20140"
"New entrant CS","2021","Southern Scotland","Unknown","210","210","27110","27570"
"New entrant CS","2021","Southern Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Operational Delivery","470","460","24880","24370"
"New entrant CS","2021","Surrey, East and West Sussex","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Science and Engineering","50","50","28350","24370"
"New entrant CS","2021","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Unknown","730","700","26550","27570"
"New entrant CS","2021","Surrey, East and West Sussex","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Operational Delivery","380","370","22090","22350"
"New entrant CS","2021","Tees Valley and Durham","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Unknown","240","230","22640","21010"
"New entrant CS","2021","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","850","840","32060","27570"
"New entrant CS","2021","West Central Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Operational Delivery","250","240","23790","20810"
"New entrant CS","2021","West Central Scotland","Other","160","160","25520","23450"
"New entrant CS","2021","West Central Scotland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Security","60","60","22670","23540"
"New entrant CS","2021","West Central Scotland","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Unknown","890","870","27510","26160"
"New entrant CS","2021","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Digital, Data and Technology","80","80","39260","36500"
"New entrant CS","2021","West Midlands","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Finance","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Legal","60","60","40090","38000"
"New entrant CS","2021","West Midlands","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Operational Delivery","720","690","27090","22920"
"New entrant CS","2021","West Midlands","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Policy","60","60","35150","30730"
"New entrant CS","2021","West Midlands","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","West Midlands","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Science and Engineering","40","30","[c]","[c]"
"New entrant CS","2021","West Midlands","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Tax","200","200","21500","20140"
"New entrant CS","2021","West Midlands","Unknown","620","610","26780","27570"
"New entrant CS","2021","West Midlands","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Digital, Data and Technology","60","60","33760","26130"
"New entrant CS","2021","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Operational Delivery","510","470","21600","21590"
"New entrant CS","2021","West Wales and The Valleys","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Unknown","350","350","24170","21010"
"New entrant CS","2021","West Wales and The Valleys","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Finance","50","50","34270","28970"
"New entrant CS","2021","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Legal","40","40","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Operational Delivery","550","530","24510","22850"
"New entrant CS","2021","West Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Policy","190","190","38330","32790"
"New entrant CS","2021","West Yorkshire","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Tax","350","340","22150","20140"
"New entrant CS","2021","West Yorkshire","Unknown","1050","1040","27360","27570"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Operational Delivery","590","570","27890","28140"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","50","50","28540","26350"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","830","800","27430","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Other","80","80","25970","23170"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Security","80","80","26430","25540"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
