"Status","Year","Sexual_orientation","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Unknown","200","190","36940","29370"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Declared disabled","160","160","25960","27570"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Declared non-disabled","1220","1190","26200","25560"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Undeclared","50","50","27320","27570"
"New entrant CS","2021","Heterosexual / straight","East Midlands (England)","Unknown","140","140","30370","24250"
"New entrant CS","2021","Heterosexual / straight","East of England","Declared disabled","200","200","26410","27570"
"New entrant CS","2021","Heterosexual / straight","East of England","Declared non-disabled","1670","1620","27200","27570"
"New entrant CS","2021","Heterosexual / straight","East of England","Undeclared","60","60","28270","27710"
"New entrant CS","2021","Heterosexual / straight","East of England","Unknown","160","160","30400","26970"
"New entrant CS","2021","Heterosexual / straight","London","Declared disabled","660","640","33170","31060"
"New entrant CS","2021","Heterosexual / straight","London","Declared non-disabled","6510","6370","34920","31060"
"New entrant CS","2021","Heterosexual / straight","London","Undeclared","300","290","35480","31060"
"New entrant CS","2021","Heterosexual / straight","London","Unknown","1120","1100","37890","32940"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Declared disabled","190","190","24700","21010"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Declared non-disabled","1540","1510","24460","21010"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Undeclared","60","50","24920","21010"
"New entrant CS","2021","Heterosexual / straight","North East (England)","Unknown","140","130","29020","25000"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Declared disabled","340","330","25710","24830"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Declared non-disabled","2690","2640","26440","23560"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Undeclared","90","90","24900","22090"
"New entrant CS","2021","Heterosexual / straight","North West (England)","Unknown","480","480","31890","28840"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Declared non-disabled","100","100","24530","20140"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Declared disabled","210","200","26140","26160"
"New entrant CS","2021","Heterosexual / straight","Scotland","Declared non-disabled","1790","1760","27130","25560"
"New entrant CS","2021","Heterosexual / straight","Scotland","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Scotland","Unknown","140","130","30370","26830"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Declared disabled","300","290","27290","27570"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Declared non-disabled","2850","2770","27890","27570"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Undeclared","120","120","28290","27570"
"New entrant CS","2021","Heterosexual / straight","South East (England)","Unknown","390","380","30860","27760"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Declared disabled","260","250","27530","27570"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Declared non-disabled","2650","2540","28880","27570"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Undeclared","90","80","29940","27570"
"New entrant CS","2021","Heterosexual / straight","South West (England)","Unknown","320","310","30600","27130"
"New entrant CS","2021","Heterosexual / straight","Unknown","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Declared non-disabled","240","240","29990","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Declared disabled","120","120","26350","23050"
"New entrant CS","2021","Heterosexual / straight","Wales","Declared non-disabled","1250","1210","25780","22850"
"New entrant CS","2021","Heterosexual / straight","Wales","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Wales","Unknown","230","230","29190","24560"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Declared disabled","200","200","27120","27570"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Declared non-disabled","1650","1590","27120","25880"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Undeclared","70","60","27940","27570"
"New entrant CS","2021","Heterosexual / straight","West Midlands (England)","Unknown","270","270","32990","29360"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Declared disabled","260","250","27440","27570"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Declared non-disabled","1920","1870","27470","27570"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Undeclared","90","90","27040","27570"
"New entrant CS","2021","Heterosexual / straight","Yorkshire and The Humber","Unknown","280","280","31380","28970"
"New entrant CS","2021","LGBO","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Declared non-disabled","80","80","26760","27570"
"New entrant CS","2021","LGBO","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Declared non-disabled","110","110","26140","27570"
"New entrant CS","2021","LGBO","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","London","Declared disabled","170","170","33410","31060"
"New entrant CS","2021","LGBO","London","Declared non-disabled","620","600","34650","31060"
"New entrant CS","2021","LGBO","London","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","London","Unknown","110","110","36490","32790"
"New entrant CS","2021","LGBO","North East (England)","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","North East (England)","Declared non-disabled","120","120","24180","21010"
"New entrant CS","2021","LGBO","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","North West (England)","Declared disabled","70","70","24720","22920"
"New entrant CS","2021","LGBO","North West (England)","Declared non-disabled","260","260","25270","25560"
"New entrant CS","2021","LGBO","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","North West (England)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland","Declared disabled","60","60","26550","26160"
"New entrant CS","2021","LGBO","Scotland","Declared non-disabled","180","180","26210","24900"
"New entrant CS","2021","LGBO","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","South East (England)","Declared disabled","70","70","26930","27570"
"New entrant CS","2021","LGBO","South East (England)","Declared non-disabled","260","250","26790","27570"
"New entrant CS","2021","LGBO","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","South West (England)","Declared disabled","60","60","24830","26240"
"New entrant CS","2021","LGBO","South West (England)","Declared non-disabled","200","190","27020","27500"
"New entrant CS","2021","LGBO","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Wales","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Wales","Declared non-disabled","130","130","25260","22850"
"New entrant CS","2021","LGBO","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","West Midlands (England)","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","West Midlands (England)","Declared non-disabled","130","120","25810","24120"
"New entrant CS","2021","LGBO","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Yorkshire and The Humber","Declared disabled","60","60","25830","27570"
"New entrant CS","2021","LGBO","Yorkshire and The Humber","Declared non-disabled","180","180","25890","26370"
"New entrant CS","2021","LGBO","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Yorkshire and The Humber","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Midlands (England)","Declared non-disabled","60","60","26480","27570"
"New entrant CS","2021","Undeclared","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Declared non-disabled","50","50","28440","27570"
"New entrant CS","2021","Undeclared","East of England","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Declared disabled","90","90","31130","31060"
"New entrant CS","2021","Undeclared","London","Declared non-disabled","490","470","36060","32320"
"New entrant CS","2021","Undeclared","London","Undeclared","200","190","39630","32330"
"New entrant CS","2021","Undeclared","London","Unknown","110","110","35600","32710"
"New entrant CS","2021","Undeclared","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North East (England)","Declared non-disabled","70","70","25250","21010"
"New entrant CS","2021","Undeclared","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Declared non-disabled","120","110","27720","24000"
"New entrant CS","2021","Undeclared","North West (England)","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Declared non-disabled","120","120","28240","23450"
"New entrant CS","2021","Undeclared","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Unknown","80","70","24200","20850"
"New entrant CS","2021","Undeclared","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Declared non-disabled","160","150","27760","27570"
"New entrant CS","2021","Undeclared","South East (England)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Declared non-disabled","150","140","29080","27570"
"New entrant CS","2021","Undeclared","South West (England)","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales","Declared non-disabled","60","50","27580","26850"
"New entrant CS","2021","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Declared non-disabled","70","60","26290","24590"
"New entrant CS","2021","Undeclared","West Midlands (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Declared non-disabled","80","80","28820","27570"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Unknown","660","630","24950","22850"
"New entrant CS","2021","Unknown","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Unknown","630","610","25840","24500"
"New entrant CS","2021","Unknown","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Declared non-disabled","100","90","37970","33570"
"New entrant CS","2021","Unknown","London","Undeclared","160","160","39380","34710"
"New entrant CS","2021","Unknown","London","Unknown","4410","4360","36360","31060"
"New entrant CS","2021","Unknown","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Unknown","1020","1000","23840","21010"
"New entrant CS","2021","Unknown","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Unknown","1770","1730","25860","22850"
"New entrant CS","2021","Unknown","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","Unknown","190","180","23010","20140"
"New entrant CS","2021","Unknown","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Declared non-disabled","130","130","27640","25140"
"New entrant CS","2021","Unknown","Scotland","Unknown","1660","1610","28110","22330"
"New entrant CS","2021","Unknown","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Unknown","1280","1220","27060","24880"
"New entrant CS","2021","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Declared non-disabled","170","170","33240","30930"
"New entrant CS","2021","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Unknown","930","890","28140","25460"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","540","530","36840","28000"
"New entrant CS","2021","Unknown","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Unknown","980","940","24860","21590"
"New entrant CS","2021","Unknown","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Unknown","890","860","26570","22350"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Unknown","1490","1450","27530","23440"
"New entrant CS","2022","Heterosexual / straight","East Midlands (England)","Declared disabled","280","270","26430","25480"
"New entrant CS","2022","Heterosexual / straight","East Midlands (England)","Declared non-disabled","1770","1710","26570","23390"
"New entrant CS","2022","Heterosexual / straight","East Midlands (England)","Undeclared","80","80","26080","24620"
"New entrant CS","2022","Heterosexual / straight","East Midlands (England)","Unknown","140","130","30560","27570"
"New entrant CS","2022","Heterosexual / straight","East of England","Declared disabled","210","200","27170","26130"
"New entrant CS","2022","Heterosexual / straight","East of England","Declared non-disabled","1640","1580","27860","26130"
"New entrant CS","2022","Heterosexual / straight","East of England","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","East of England","Unknown","130","120","29620","25520"
"New entrant CS","2022","Heterosexual / straight","London","Declared disabled","680","660","34950","31060"
"New entrant CS","2022","Heterosexual / straight","London","Declared non-disabled","5700","5570","36660","32330"
"New entrant CS","2022","Heterosexual / straight","London","Undeclared","250","240","35110","32350"
"New entrant CS","2022","Heterosexual / straight","London","Unknown","830","810","37600","32790"
"New entrant CS","2022","Heterosexual / straight","North East (England)","Declared disabled","230","230","26380","24000"
"New entrant CS","2022","Heterosexual / straight","North East (England)","Declared non-disabled","2050","2000","26640","23170"
"New entrant CS","2022","Heterosexual / straight","North East (England)","Undeclared","90","90","26110","23970"
"New entrant CS","2022","Heterosexual / straight","North East (England)","Unknown","160","160","29650","25000"
"New entrant CS","2022","Heterosexual / straight","North West (England)","Declared disabled","510","490","27400","24900"
"New entrant CS","2022","Heterosexual / straight","North West (England)","Declared non-disabled","3890","3790","27160","24800"
"New entrant CS","2022","Heterosexual / straight","North West (England)","Undeclared","140","140","27780","25020"
"New entrant CS","2022","Heterosexual / straight","North West (England)","Unknown","450","440","30910","28840"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland","Declared non-disabled","220","210","29350","26590"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scotland","Declared disabled","320","310","27480","27230"
"New entrant CS","2022","Heterosexual / straight","Scotland","Declared non-disabled","3310","3250","29050","27230"
"New entrant CS","2022","Heterosexual / straight","Scotland","Undeclared","80","80","28260","27230"
"New entrant CS","2022","Heterosexual / straight","Scotland","Unknown","340","330","31060","27230"
"New entrant CS","2022","Heterosexual / straight","South East (England)","Declared disabled","310","290","28380","26350"
"New entrant CS","2022","Heterosexual / straight","South East (England)","Declared non-disabled","2460","2350","28730","26350"
"New entrant CS","2022","Heterosexual / straight","South East (England)","Undeclared","110","110","28170","26310"
"New entrant CS","2022","Heterosexual / straight","South East (England)","Unknown","350","320","29360","25770"
"New entrant CS","2022","Heterosexual / straight","South West (England)","Declared disabled","330","320","29760","26350"
"New entrant CS","2022","Heterosexual / straight","South West (England)","Declared non-disabled","2660","2570","29840","26430"
"New entrant CS","2022","Heterosexual / straight","South West (England)","Undeclared","70","70","28160","26130"
"New entrant CS","2022","Heterosexual / straight","South West (England)","Unknown","320","300","33220","28840"
"New entrant CS","2022","Heterosexual / straight","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Declared non-disabled","220","210","32090","29290"
"New entrant CS","2022","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wales","Declared disabled","210","200","26780","23160"
"New entrant CS","2022","Heterosexual / straight","Wales","Declared non-disabled","2130","2070","27860","24090"
"New entrant CS","2022","Heterosexual / straight","Wales","Undeclared","80","80","27510","24530"
"New entrant CS","2022","Heterosexual / straight","Wales","Unknown","210","210","29960","25000"
"New entrant CS","2022","Heterosexual / straight","West Midlands (England)","Declared disabled","330","310","27990","26590"
"New entrant CS","2022","Heterosexual / straight","West Midlands (England)","Declared non-disabled","2480","2390","28280","26390"
"New entrant CS","2022","Heterosexual / straight","West Midlands (England)","Undeclared","80","70","28320","27570"
"New entrant CS","2022","Heterosexual / straight","West Midlands (England)","Unknown","270","260","30820","28200"
"New entrant CS","2022","Heterosexual / straight","Yorkshire and The Humber","Declared disabled","330","320","29520","26590"
"New entrant CS","2022","Heterosexual / straight","Yorkshire and The Humber","Declared non-disabled","2480","2400","28760","26590"
"New entrant CS","2022","Heterosexual / straight","Yorkshire and The Humber","Undeclared","80","70","29350","27570"
"New entrant CS","2022","Heterosexual / straight","Yorkshire and The Humber","Unknown","370","350","30710","27570"
"New entrant CS","2022","LGBO","East Midlands (England)","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","LGBO","East Midlands (England)","Declared non-disabled","130","120","25010","23170"
"New entrant CS","2022","LGBO","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East of England","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","East of England","Declared non-disabled","110","110","27160","24800"
"New entrant CS","2022","LGBO","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","London","Declared disabled","190","180","33920","32560"
"New entrant CS","2022","LGBO","London","Declared non-disabled","570","560","37220","33210"
"New entrant CS","2022","LGBO","London","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","London","Unknown","100","100","35700","32790"
"New entrant CS","2022","LGBO","North East (England)","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","North East (England)","Declared non-disabled","200","200","25130","21840"
"New entrant CS","2022","LGBO","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North West (England)","Declared disabled","120","110","26480","25000"
"New entrant CS","2022","LGBO","North West (England)","Declared non-disabled","370","370","26680","23390"
"New entrant CS","2022","LGBO","North West (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","North West (England)","Unknown","50","50","27860","25000"
"New entrant CS","2022","LGBO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scotland","Declared disabled","120","120","26450","24400"
"New entrant CS","2022","LGBO","Scotland","Declared non-disabled","360","360","28080","27230"
"New entrant CS","2022","LGBO","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Scotland","Unknown","50","50","30090","27230"
"New entrant CS","2022","LGBO","South East (England)","Declared disabled","70","70","27500","26140"
"New entrant CS","2022","LGBO","South East (England)","Declared non-disabled","210","200","28430","26140"
"New entrant CS","2022","LGBO","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South West (England)","Declared disabled","70","70","26550","23740"
"New entrant CS","2022","LGBO","South West (England)","Declared non-disabled","230","230","27760","24960"
"New entrant CS","2022","LGBO","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Wales","Declared disabled","50","50","25780","23170"
"New entrant CS","2022","LGBO","Wales","Declared non-disabled","200","190","26600","23140"
"New entrant CS","2022","LGBO","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands (England)","Declared disabled","60","60","26550","24830"
"New entrant CS","2022","LGBO","West Midlands (England)","Declared non-disabled","160","160","27130","24430"
"New entrant CS","2022","LGBO","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
