"Status","Year","Profession_of_post","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Commercial","Unknown","20-29","150","130","30580","27850"
"New entrant CS","2022","Commercial","Unknown","30-39","120","100","35410","35000"
"New entrant CS","2022","Commercial","Unknown","40-49","70","50","42170","33300"
"New entrant CS","2022","Commercial","Unknown","50-59","30","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","20-29","120","120","31470","30730"
"New entrant CS","2022","Communications","Declared non-disabled","30-39","80","80","38530","37710"
"New entrant CS","2022","Communications","Declared non-disabled","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","20-29","180","170","31370","30480"
"New entrant CS","2022","Communications","Unknown","30-39","60","50","39360","37520"
"New entrant CS","2022","Communications","Unknown","40-49","40","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","20-29","170","170","25570","25110"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","30-39","150","150","26150","27570"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","40-49","110","100","26520","27570"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","50-59","80","80","26940","27570"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","30-39","60","50","35900","33640"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","20-29","470","470","30440","29180"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","30-39","420","410","39150","37000"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","40-49","310","310","43190","40670"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","50-59","190","190","44070","41000"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","20-29","410","400","32040","30670"
"New entrant CS","2022","Digital, Data and Technology","Unknown","30-39","350","340","40320","37000"
"New entrant CS","2022","Digital, Data and Technology","Unknown","40-49","220","210","46680","42100"
"New entrant CS","2022","Digital, Data and Technology","Unknown","50-59","110","100","47880","41950"
"New entrant CS","2022","Digital, Data and Technology","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","20-29","180","180","30590","30710"
"New entrant CS","2022","Economics","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","20-29","110","110","30450","30710"
"New entrant CS","2022","Economics","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","20-29","190","190","29510","26350"
"New entrant CS","2022","Finance","Declared non-disabled","30-39","160","150","37430","34870"
"New entrant CS","2022","Finance","Declared non-disabled","40-49","110","110","38540","36050"
"New entrant CS","2022","Finance","Declared non-disabled","50-59","90","90","39270","36500"
"New entrant CS","2022","Finance","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","20-29","230","210","29500","28810"
"New entrant CS","2022","Finance","Unknown","30-39","150","130","37020","36500"
"New entrant CS","2022","Finance","Unknown","40-49","100","80","40280","38320"
"New entrant CS","2022","Finance","Unknown","50-59","60","50","44730","41750"
"New entrant CS","2022","Finance","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","20-29","200","190","26590","25570"
"New entrant CS","2022","Human Resources","Declared non-disabled","30-39","160","150","34530","30590"
"New entrant CS","2022","Human Resources","Declared non-disabled","40-49","140","130","37680","34000"
"New entrant CS","2022","Human Resources","Declared non-disabled","50-59","80","80","39730","34260"
"New entrant CS","2022","Human Resources","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","20-29","180","170","28670","26970"
"New entrant CS","2022","Human Resources","Unknown","30-39","100","100","36170","30450"
"New entrant CS","2022","Human Resources","Unknown","40-49","70","60","42370","33680"
"New entrant CS","2022","Human Resources","Unknown","50-59","50","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","40-49","60","60","59660","51360"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","50-59","60","60","60360","67460"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","20-29","60","60","29220","28700"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","20-29","60","60","30700","31800"
"New entrant CS","2022","International Trade","Declared non-disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","20-29","70","70","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","20-29","60","60","29440","27780"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","30-39","50","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","40-49","40","30","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","20-29","230","230","34550","30450"
"New entrant CS","2022","Legal","Declared non-disabled","30-39","230","220","47030","48080"
"New entrant CS","2022","Legal","Declared non-disabled","40-49","130","120","50730","50500"
"New entrant CS","2022","Legal","Declared non-disabled","50-59","50","40","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","20-29","90","90","33210","30750"
"New entrant CS","2022","Legal","Unknown","30-39","70","70","39730","34260"
"New entrant CS","2022","Legal","Unknown","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","30-39","60","50","49840","39030"
"New entrant CS","2022","Medicine","Declared non-disabled","40-49","50","40","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","50-59","[c]","[c]","[c]","[c]"
