"Status","Year","Sex","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Heterosexual / straight","780","750","29010","24560"
"Leaver Dept.","2021","Female","Operational Delivery","LGBO","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Undeclared","80","70","28650","22820"
"Leaver Dept.","2021","Female","Operational Delivery","Unknown","240","220","28030","23480"
"Leaver Dept.","2021","Female","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Heterosexual / straight","130","130","35180","28360"
"Leaver Dept.","2021","Female","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Heterosexual / straight","510","500","45790","40640"
"Leaver Dept.","2021","Female","Policy","LGBO","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Undeclared","80","70","46400","42170"
"Leaver Dept.","2021","Female","Policy","Unknown","310","300","41960","37320"
"Leaver Dept.","2021","Female","Project Delivery","Heterosexual / straight","160","150","40930","33300"
"Leaver Dept.","2021","Female","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Heterosexual / straight","1170","1110","34840","31990"
"Leaver Dept.","2021","Female","Unknown","LGBO","90","80","34660","32000"
"Leaver Dept.","2021","Female","Unknown","Undeclared","130","130","37940","32000"
"Leaver Dept.","2021","Female","Unknown","Unknown","1650","1380","34360","32000"
"Leaver Dept.","2021","Male","Commercial","Heterosexual / straight","60","60","36200","33390"
"Leaver Dept.","2021","Male","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Heterosexual / straight","60","60","40970","33540"
"Leaver Dept.","2021","Male","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Heterosexual / straight","70","70","47710","43300"
"Leaver Dept.","2021","Male","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Heterosexual / straight","80","70","39940","36030"
"Leaver Dept.","2021","Male","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Heterosexual / straight","520","510","29500","25120"
"Leaver Dept.","2021","Male","Operational Delivery","LGBO","60","60","27880","24180"
"Leaver Dept.","2021","Male","Operational Delivery","Undeclared","70","60","31250","27100"
"Leaver Dept.","2021","Male","Operational Delivery","Unknown","190","190","28410","24130"
"Leaver Dept.","2021","Male","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Heterosexual / straight","80","80","37500","32540"
"Leaver Dept.","2021","Male","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Heterosexual / straight","360","350","45250","39600"
"Leaver Dept.","2021","Male","Policy","LGBO","70","70","46120","44090"
"Leaver Dept.","2021","Male","Policy","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Unknown","250","250","40950","36520"
"Leaver Dept.","2021","Male","Project Delivery","Heterosexual / straight","130","130","42640","40440"
"Leaver Dept.","2021","Male","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Heterosexual / straight","60","50","35740","32860"
"Leaver Dept.","2021","Male","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Heterosexual / straight","800","780","37140","32000"
"Leaver Dept.","2021","Male","Unknown","LGBO","120","110","37870","32000"
"Leaver Dept.","2021","Male","Unknown","Undeclared","100","100","35300","32000"
"Leaver Dept.","2021","Male","Unknown","Unknown","1420","1220","35730","32000"
"Leaver Dept.","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Heterosexual / straight","170","140","38530","36780"
"Leaver Dept.","2022","Female","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Undeclared","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Heterosexual / straight","140","120","40190","36810"
"Leaver Dept.","2022","Female","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data and Technology","Heterosexual / straight","190","170","40540","37000"
"Leaver Dept.","2022","Female","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data and Technology","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Heterosexual / straight","200","180","39540","35330"
"Leaver Dept.","2022","Female","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Undeclared","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Heterosexual / straight","350","330","39090","33280"
"Leaver Dept.","2022","Female","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Knowledge and Information Management","Heterosexual / straight","130","120","44580","41840"
"Leaver Dept.","2022","Female","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Knowledge and Information Management","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medicine","Heterosexual / straight","170","150","76400","83130"
"Leaver Dept.","2022","Female","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medicine","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medicine","Unknown","50","50","108400","110420"
"Leaver Dept.","2022","Female","Operational Delivery","Heterosexual / straight","3910","3640","32010","27570"
"Leaver Dept.","2022","Female","Operational Delivery","LGBO","240","230","31410","27570"
"Leaver Dept.","2022","Female","Operational Delivery","Undeclared","470","410","34490","29290"
"Leaver Dept.","2022","Female","Operational Delivery","Unknown","820","760","34200","27570"
"Leaver Dept.","2022","Female","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other","Heterosexual / straight","320","310","29720","27570"
"Leaver Dept.","2022","Female","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other","Unknown","80","80","32230","27570"
"Leaver Dept.","2022","Female","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Policy","Heterosexual / straight","780","700","44560","40050"
"Leaver Dept.","2022","Female","Policy","LGBO","100","80","43710","40050"
"Leaver Dept.","2022","Female","Policy","Undeclared","250","80","45010","41970"
"Leaver Dept.","2022","Female","Policy","Unknown","160","150","44670","40050"
"Leaver Dept.","2022","Female","Project Delivery","Heterosexual / straight","200","190","39200","36740"
"Leaver Dept.","2022","Female","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Science and Engineering","Heterosexual / straight","1020","930","38200","36330"
"Leaver Dept.","2022","Female","Science and Engineering","LGBO","50","50","34830","32560"
"Leaver Dept.","2022","Female","Science and Engineering","Undeclared","170","140","39690","39720"
"Leaver Dept.","2022","Female","Science and Engineering","Unknown","260","240","43370","40560"
"Leaver Dept.","2022","Female","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Heterosexual / straight","730","700","44380","38410"
"Leaver Dept.","2022","Female","Unknown","LGBO","60","60","38970","34880"
"Leaver Dept.","2022","Female","Unknown","Undeclared","150","60","42010","35070"
"Leaver Dept.","2022","Female","Unknown","Unknown","1450","1250","37500","32000"
"Leaver Dept.","2022","Female","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Heterosexual / straight","120","110","41330","38080"
"Leaver Dept.","2022","Male","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Undeclared","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Heterosexual / straight","90","80","45300","37710"
