"Status","Year","Sex","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Declared non-disabled","Scottish Government","170","160","38970","34150"
"Leaver CS","2021","Male","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","United Kingdom Statistics Authority","50","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Welsh Government","60","50","47690","37410"
"Leaver CS","2021","Male","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Department for Transport","60","50","35820","30780"
"Leaver CS","2021","Male","Undeclared","Department for Work and Pensions","60","50","28200","27570"
"Leaver CS","2021","Male","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","HM Revenue and Customs","160","150","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Home Office","40","30","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Ministry of Defence","150","150","34730","33450"
"Leaver CS","2021","Male","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Ministry of Justice","360","310","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Attorney General's Departments","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Cabinet Office","100","100","47270","33470"
"Leaver CS","2021","Male","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Department for Business, Energy and Industrial Strategy","100","100","38260","31500"
"Leaver CS","2021","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Department for Environment, Food and Rural Affairs","240","230","35950","29300"
"Leaver CS","2021","Male","Unknown","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Department for Transport","70","70","29900","26260"
"Leaver CS","2021","Male","Unknown","Department for Work and Pensions","290","290","27250","27570"
"Leaver CS","2021","Male","Unknown","Department of Health and Social Care","90","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","HM Land Registry","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","HM Revenue and Customs","780","720","26560","24500"
"Leaver CS","2021","Male","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Home Office","70","60","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Ministry of Defence","530","510","31990","29880"
"Leaver CS","2021","Male","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Ministry of Justice","640","620","25290","21030"
"Leaver CS","2021","Male","Unknown","National Crime Agency","70","70","44190","40710"
"Leaver CS","2021","Male","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Scottish Government","290","270","35240","33650"
"Leaver CS","2021","Male","Unknown","United Kingdom Statistics Authority","100","90","27110","19520"
"Leaver CS","2021","Male","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department of Health and Social Care","90","80","45260","40020"
"Leaver CS","2021","Unknown","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Attorney General's Departments","40","30","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Department for Transport","50","40","29650","26780"
"Leaver CS","2022","Female","Declared disabled","Department for Work and Pensions","860","690","26840","27570"
"Leaver CS","2022","Female","Declared disabled","Department of Health and Social Care","120","100","37550","32940"
"Leaver CS","2022","Female","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","HM Revenue and Customs","250","200","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Home Office","120","100","29850","26160"
"Leaver CS","2022","Female","Declared disabled","Ministry of Defence","200","170","30420","26670"
"Leaver CS","2022","Female","Declared disabled","Ministry of Justice","570","510","25750","21300"
"Leaver CS","2022","Female","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Scottish Government","50","50","33320","27580"
"Leaver CS","2022","Female","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared non-disabled","Attorney General's Departments","260","220","44300","50500"
"Leaver CS","2022","Female","Declared non-disabled","Cabinet Office","170","160","45940","40600"
"Leaver CS","2022","Female","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared non-disabled","Competition and Markets Authority","50","40","[c]","[c]"
"Leaver CS","2022","Female","Declared non-disabled","Department for Business, Energy and Industrial Strategy","210","190","36840","33640"
"Leaver CS","2022","Female","Declared non-disabled","Department for Digital, Culture, Media and Sport","60","50","40110","34310"
"Leaver CS","2022","Female","Declared non-disabled","Department for Education","100","90","46450","40680"
"Leaver CS","2022","Female","Declared non-disabled","Department for Environment, Food and Rural Affairs","360","330","27390","24920"
"Leaver CS","2022","Female","Declared non-disabled","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2022","Female","Declared non-disabled","Department for Levelling Up, Housing and Communities","70","70","44130","39990"
"Leaver CS","2022","Female","Declared non-disabled","Department for Transport","320","260","29350","21840"
"Leaver CS","2022","Female","Declared non-disabled","Department for Work and Pensions","3840","3220","26970","27570"
"Leaver CS","2022","Female","Declared non-disabled","Department of Health and Social Care","1250","1100","40550","36690"
"Leaver CS","2022","Female","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared non-disabled","Foreign, Commonwealth and Development Office","100","50","45880","40000"
"Leaver CS","2022","Female","Declared non-disabled","HM Land Registry","130","100","33530","30600"
"Leaver CS","2022","Female","Declared non-disabled","HM Revenue and Customs","1500","1190","29220","22080"
"Leaver CS","2022","Female","Declared non-disabled","HM Treasury","80","80","[c]","[c]"
"Leaver CS","2022","Female","Declared non-disabled","Home Office","700","580","30710","25630"
"Leaver CS","2022","Female","Declared non-disabled","Ministry of Defence","1180","1080","30310","26670"
"Leaver CS","2022","Female","Declared non-disabled","Ministry of Justice","2960","2640","26820","21190"
"Leaver CS","2022","Female","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","110","100","52240","51360"
"Leaver CS","2022","Female","Declared non-disabled","Office of Gas and Electricity Markets","100","90","41340","36080"
