"Status","Year","Region_ITL3","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Wandsworth","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wandsworth","No function","Female","70","70","27290","30220"
"New entrant CS","2021","Wandsworth","No function","Male","70","70","28160","30220"
"New entrant CS","2021","Wandsworth","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wandsworth","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wandsworth","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wandsworth","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","No function","Female","130","130","27520","28840"
"New entrant CS","2021","Warrington","No function","Male","130","130","30950","28840"
"New entrant CS","2021","Warrington","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warrington","Unknown","Female","80","80","27480","27570"
"New entrant CS","2021","Warrington","Unknown","Male","50","50","27550","27570"
"New entrant CS","2021","Warwickshire","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Warwickshire","Unknown","Female","30","30","[c]","[c]"
"New entrant CS","2021","Warwickshire","Unknown","Male","30","30","[c]","[c]"
"New entrant CS","2021","West Cumbria","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Cumbria","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Essex","No function","Female","30","30","[c]","[c]"
"New entrant CS","2021","West Essex","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Essex","Unknown","Female","30","30","[c]","[c]"
"New entrant CS","2021","West Essex","Unknown","Male","30","30","[c]","[c]"
"New entrant CS","2021","West Kent","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Kent","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Kent","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Kent","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Kent","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Kent","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Kent","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Kent","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Lothian","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Lothian","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Lothian","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Lothian","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Lothian","Unknown","Female","40","30","[c]","[c]"
"New entrant CS","2021","West Lothian","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Northamptonshire","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Northamptonshire","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Northamptonshire","No function","Female","70","60","20060","18880"
"New entrant CS","2021","West Northamptonshire","No function","Male","50","50","[c]","[c]"
"New entrant CS","2021","West Northamptonshire","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Northamptonshire","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Northamptonshire","Unknown","Female","30","30","[c]","[c]"
"New entrant CS","2021","West Northamptonshire","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","No function","Female","120","110","25280","24370"
"New entrant CS","2021","West Surrey","No function","Male","80","80","26920","27850"
"New entrant CS","2021","West Surrey","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Surrey","Unknown","Female","80","80","29830","29290"
"New entrant CS","2021","West Surrey","Unknown","Male","60","60","29070","29290"
"New entrant CS","2021","West Sussex (North East)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (North East)","Unknown","Female","100","100","26810","27570"
"New entrant CS","2021","West Sussex (North East)","Unknown","Male","50","50","26140","25960"
"New entrant CS","2021","West Sussex (South West)","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (South West)","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (South West)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (South West)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (South West)","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (South West)","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Sussex (South West)","Unknown","Female","50","50","26920","27570"
"New entrant CS","2021","West Sussex (South West)","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2021","Westminster","Analysis","Female","280","280","36050","32540"
"New entrant CS","2021","Westminster","Analysis","Male","290","290","35450","32750"
"New entrant CS","2021","Westminster","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Commercial","Female","130","120","56640","53620"
"New entrant CS","2021","Westminster","Commercial","Male","130","130","67110","68000"
"New entrant CS","2021","Westminster","Communications","Female","200","200","36230","33210"
"New entrant CS","2021","Westminster","Communications","Male","120","120","40000","36660"
"New entrant CS","2021","Westminster","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Digital, Data & Technology","Female","140","130","44370","42230"
"New entrant CS","2021","Westminster","Digital, Data & Technology","Male","180","180","47600","42460"
"New entrant CS","2021","Westminster","Finance","Female","120","120","37420","32790"
"New entrant CS","2021","Westminster","Finance","Male","100","100","42100","33570"
"New entrant CS","2021","Westminster","Human Resources","Female","160","150","36320","30850"
"New entrant CS","2021","Westminster","Human Resources","Male","80","80","34760","31320"
"New entrant CS","2021","Westminster","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Legal","Female","310","300","39290","40000"
"New entrant CS","2021","Westminster","Legal","Male","170","170","40190","39880"
"New entrant CS","2021","Westminster","No function","Female","2140","2120","35430","32790"
"New entrant CS","2021","Westminster","No function","Male","1620","1610","37640","33210"
"New entrant CS","2021","Westminster","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Project Delivery","Female","150","150","40930","34710"
"New entrant CS","2021","Westminster","Project Delivery","Male","120","120","45940","40540"
"New entrant CS","2021","Westminster","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Westminster","Security","Male","60","60","34520","29370"
"New entrant CS","2021","Westminster","Unknown","Female","540","530","36160","31060"
"New entrant CS","2021","Westminster","Unknown","Male","420","420","39600","35050"
"New entrant CS","2021","Westminster","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","No function","Female","250","220","29590","26880"
"New entrant CS","2021","Wiltshire","No function","Male","170","160","31600","26480"
"New entrant CS","2021","Wiltshire","Project Delivery","Female","50","40","[c]","[c]"
"New entrant CS","2021","Wiltshire","Project Delivery","Male","50","50","[c]","[c]"
"New entrant CS","2021","Wiltshire","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Unknown","Female","150","140","25770","21240"
"New entrant CS","2021","Wiltshire","Unknown","Male","90","90","30390","27570"
"New entrant CS","2021","Wirral","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","No function","Female","40","30","[c]","[c]"
"New entrant CS","2021","Wirral","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","Unknown","Female","30","30","[c]","[c]"
"New entrant CS","2021","Wirral","Unknown","Male","30","30","[c]","[c]"
"New entrant CS","2021","Wolverhampton","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wolverhampton","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wolverhampton","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wolverhampton","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wolverhampton","Unknown","Female","30","30","[c]","[c]"
"New entrant CS","2021","Wolverhampton","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","No function","Female","90","90","24350","22850"
"New entrant CS","2021","Worcestershire","No function","Male","80","70","22790","22850"
"New entrant CS","2021","Worcestershire","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Unknown","Female","40","30","[c]","[c]"
"New entrant CS","2021","Worcestershire","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","No function","Female","120","110","32430","26370"
"New entrant CS","2021","York","No function","Male","90","80","32320","29180"
"New entrant CS","2021","York","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Unknown","Female","40","30","[c]","[c]"
"New entrant CS","2021","York","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Female","70","70","25610","22640"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","No function","Male","60","60","34090","26480"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Unknown","Female","80","70","29630","27230"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","Unknown","Male","50","50","32340","27230"
"New entrant CS","2022","Angus and Dundee City","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","No function","Female","60","60","22980","21260"
"New entrant CS","2022","Angus and Dundee City","No function","Male","40","40","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","Unknown","Female","330","320","25670","24400"
"New entrant CS","2022","Angus and Dundee City","Unknown","Male","230","230","25370","23230"
"New entrant CS","2022","Antrim and Newtownabbey","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Armagh City, Banbridge and Craigavon","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Armagh City, Banbridge and Craigavon","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","No function","Female","70","60","31650","31060"
"New entrant CS","2022","Barking & Dagenham and Havering","No function","Male","40","40","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","No function","Female","240","210","31070","27060"
"New entrant CS","2022","Barnet","No function","Male","110","100","31830","26970"
"New entrant CS","2022","Barnet","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","No function","Female","200","200","25260","23170"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","No function","Male","120","120","26760","23140"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Female","30","30","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","Male","40","40","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
