"Status","Year","Sexual_orientation","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","AA/AO","270","270","21570","21010"
"New entrant CS","2021","Undeclared","Unknown","EO","530","520","28560","27570"
"New entrant CS","2021","Undeclared","Unknown","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","SEO/HEO","60","60","35260","34550"
"New entrant CS","2021","Undeclared","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","SEO/HEO","80","80","37070","37420"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","EO","70","70","26680","27270"
"New entrant CS","2021","Unknown","Communications","G6/G7","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","SEO/HEO","60","60","36810","36660"
"New entrant CS","2021","Unknown","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","EO","160","160","26300","25560"
"New entrant CS","2021","Unknown","Digital, Data and Technology","G6/G7","200","190","59730","57430"
"New entrant CS","2021","Unknown","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","SEO/HEO","350","350","37060","36740"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","SEO/HEO","100","90","34180","32790"
"New entrant CS","2021","Unknown","Finance","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","EO","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","SEO/HEO","120","120","35860","33000"
"New entrant CS","2021","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","EO","60","60","25820","27130"
"New entrant CS","2021","Unknown","Human Resources","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","SEO/HEO","60","60","34790","33060"
"New entrant CS","2021","Unknown","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","EO","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","EO","50","50","25900","25560"
"New entrant CS","2021","Unknown","Legal","G6/G7","80","70","55080","55000"
"New entrant CS","2021","Unknown","Legal","SEO/HEO","80","80","30880","30850"
"New entrant CS","2021","Unknown","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","G6/G7","30","20","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","AA/AO","4120","4000","21820","21430"
"New entrant CS","2021","Unknown","Operational Delivery","EO","940","920","25940","24880"
"New entrant CS","2021","Unknown","Operational Delivery","G6/G7","70","70","55100","54800"
"New entrant CS","2021","Unknown","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","SEO/HEO","430","410","34250","32790"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","390","340","22450","22920"
"New entrant CS","2021","Unknown","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","AA/AO","130","130","21420","20920"
"New entrant CS","2021","Unknown","Other","EO","180","180","25660","26350"
"New entrant CS","2021","Unknown","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","SEO/HEO","120","120","35930","35050"
"New entrant CS","2021","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","EO","230","230","26070","27270"
"New entrant CS","2021","Unknown","Policy","G6/G7","240","240","56410","53380"
"New entrant CS","2021","Unknown","Policy","SCS","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","SEO/HEO","600","590","34800","33570"
"New entrant CS","2021","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","EO","70","70","23180","25560"
"New entrant CS","2021","Unknown","Project Delivery","G6/G7","60","60","57300","56300"
"New entrant CS","2021","Unknown","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","SEO/HEO","140","140","36080","35900"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","EO","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","EO","80","80","21950","16780"
"New entrant CS","2021","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","SEO/HEO","60","60","34220","33000"
"New entrant CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","AA/AO","190","190","26730","25390"
"New entrant CS","2021","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","SEO/HEO","50","50","33850","32540"
"New entrant CS","2021","Unknown","Tax","AA/AO","1530","1490","20170","20140"
"New entrant CS","2021","Unknown","Tax","EO","460","460","25570","25560"
"New entrant CS","2021","Unknown","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","SEO/HEO","150","150","32910","31810"
"New entrant CS","2021","Unknown","Unknown","AA/AO","1050","1020","21270","21010"
"New entrant CS","2021","Unknown","Unknown","EO","1480","1440","28280","27570"
"New entrant CS","2021","Unknown","Unknown","G6/G7","310","300","61720","56080"
"New entrant CS","2021","Unknown","Unknown","SCS","200","190","84510","72000"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","1040","1030","31400","28000"
"New entrant CS","2021","Unknown","Unknown","Unknown","330","330","[c]","[c]"
"New entrant CS","2021","Unknown","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","EO","160","150","25290","25520"
"New entrant CS","2022","Heterosexual / straight","Commercial","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","SEO/HEO","250","240","34960","34710"
"New entrant CS","2022","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","EO","60","50","26850","27120"
"New entrant CS","2022","Heterosexual / straight","Communications","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","SEO/HEO","170","160","35710","35050"
"New entrant CS","2022","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","AA/AO","250","240","22680","21260"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","EO","290","280","27850","27570"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","AA/AO","130","130","20530","21170"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","EO","320","320","26550","26350"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","G6/G7","400","390","55590","54000"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","SEO/HEO","750","740","36220","35900"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","AA/AO","50","50","21350","19860"
"New entrant CS","2022","Heterosexual / straight","Economics","EO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","SEO/HEO","130","120","33960","33080"
"New entrant CS","2022","Heterosexual / straight","Finance","AA/AO","80","80","21170","21250"
"New entrant CS","2022","Heterosexual / straight","Finance","EO","210","200","25360","25540"
"New entrant CS","2022","Heterosexual / straight","Finance","G6/G7","100","100","55750","54590"
"New entrant CS","2022","Heterosexual / straight","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","SEO/HEO","330","330","36560","36500"
"New entrant CS","2022","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Geography","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Geography","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","AA/AO","160","150","21460","21170"
"New entrant CS","2022","Heterosexual / straight","Human Resources","EO","180","170","26100","26350"
"New entrant CS","2022","Heterosexual / straight","Human Resources","G6/G7","100","100","55060","54000"
"New entrant CS","2022","Heterosexual / straight","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","SEO/HEO","270","260","34550","33080"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Inspector of Education and Training","G6/G7","70","70","72150","70500"
"New entrant CS","2022","Heterosexual / straight","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Inspector of Education and Training","SEO/HEO","90","80","47360","46360"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","EO","60","60","27430","26590"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","International Trade","SEO/HEO","70","70","33580","31800"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","EO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","SEO/HEO","70","70","33750","32330"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","EO","130","130","27670","27050"
"New entrant CS","2022","Heterosexual / straight","Legal","G6/G7","320","300","53330","50500"
"New entrant CS","2022","Heterosexual / straight","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","SEO/HEO","220","220","38780","40000"
"New entrant CS","2022","Heterosexual / straight","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Medicine","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Medicine","SCS","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Medicine","SEO/HEO","60","60","37220","39030"
"New entrant CS","2022","Heterosexual / straight","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","AA/AO","9720","9430","22160","21260"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","EO","4910","4780","27800","27570"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","G6/G7","280","270","55790","52610"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","SEO/HEO","1350","1310","35870","33210"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Unknown","4880","4550","28750","26310"
"New entrant CS","2022","Heterosexual / straight","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Research","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","AA/AO","770","750","21150","21260"
"New entrant CS","2022","Heterosexual / straight","Other","EO","490","480","25810","26350"
"New entrant CS","2022","Heterosexual / straight","Other","G6/G7","90","90","57400","54110"
"New entrant CS","2022","Heterosexual / straight","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","SEO/HEO","300","290","34360","33400"
"New entrant CS","2022","Heterosexual / straight","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Policy","AA/AO","90","90","21890","21300"
"New entrant CS","2022","Heterosexual / straight","Policy","EO","430","430","26390","26180"
"New entrant CS","2022","Heterosexual / straight","Policy","G6/G7","430","420","54240","53130"
"New entrant CS","2022","Heterosexual / straight","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Policy","SEO/HEO","1500","1470","34500","33570"
"New entrant CS","2022","Heterosexual / straight","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","AA/AO","50","50","21750","21260"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","EO","140","140","25410","25120"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","G6/G7","140","140","55850","54110"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","SEO/HEO","370","360","36090","36060"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","EO","120","120","25720","25000"
"New entrant CS","2022","Heterosexual / straight","Property","G6/G7","90","90","55350","53420"
"New entrant CS","2022","Heterosexual / straight","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","SEO/HEO","200","200","35230","33000"
"New entrant CS","2022","Heterosexual / straight","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Psychology","EO","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Psychology","SEO/HEO","60","50","29520","27700"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","AA/AO","130","120","21360","21170"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","EO","210","200","26260","26370"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","G6/G7","90","80","54930","52610"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","SEO/HEO","530","500","35320","33000"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","Unknown","70","70","36770","33000"
"New entrant CS","2022","Heterosexual / straight","Security","AA/AO","240","240","25070","24540"
"New entrant CS","2022","Heterosexual / straight","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","SEO/HEO","70","70","35800","35310"
"New entrant CS","2022","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Social Research","SEO/HEO","170","170","33920","31210"
"New entrant CS","2022","Heterosexual / straight","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Statistics","EO","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Statistics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Statistics","SEO/HEO","130","120","34010","33080"
"New entrant CS","2022","Heterosexual / straight","Tax","AA/AO","400","380","21250","21250"
"New entrant CS","2022","Heterosexual / straight","Tax","EO","630","620","26970","26590"
"New entrant CS","2022","Heterosexual / straight","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Tax","SEO/HEO","420","420","33900","33080"
"New entrant CS","2022","Heterosexual / straight","Unknown","AA/AO","920","900","21950","21250"
"New entrant CS","2022","Heterosexual / straight","Unknown","EO","1010","980","27250","27230"
"New entrant CS","2022","Heterosexual / straight","Unknown","G6/G7","370","360","56520","54700"
"New entrant CS","2022","Heterosexual / straight","Unknown","SCS","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","SEO/HEO","980","960","35530","34550"
"New entrant CS","2022","Heterosexual / straight","Unknown","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Corporate Finance","EO","[c]","[c]","[c]","[c]"
