"Status","Year","Organisation","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","No function","100","100","25500","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","White","No function","40","40","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","No function","70","70","24900","24370"
"New entrant CS","2021","Animal and Plant Health Agency","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","White","No function","350","340","25130","24370"
"New entrant CS","2021","Animal and Plant Health Agency","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Commercial","200","200","81680","72000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Digital, Data & Technology","70","70","41200","40600"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","No function","640","640","30530","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Security","70","70","24070","20800"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Digital, Data & Technology","70","70","45490","40600"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Human Resources","70","60","30330","27500"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","No function","170","170","36590","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","White","Security","50","50","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","White","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","Project Delivery","[c]","[c]","[c]","[c]"
