"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Transport","Policy","180","180","35590","34710"
"New entrant CS","2021","Department for Transport","Project Delivery","80","70","37130","34710"
"New entrant CS","2021","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Statistics","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","60","60","37910","31070"
"New entrant CS","2021","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Operational Delivery","120","110","34540","31660"
"New entrant CS","2021","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Science and Engineering","60","60","26710","26370"
"New entrant CS","2021","Department for Work and Pensions","Unknown","16980","16660","26790","27570"
"New entrant CS","2021","Department of Health and Social Care","Commercial","80","80","45390","40650"
"New entrant CS","2021","Department of Health and Social Care","Communications","80","80","39500","32330"
"New entrant CS","2021","Department of Health and Social Care","Digital, Data and Technology","60","60","39790","32790"
"New entrant CS","2021","Department of Health and Social Care","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Finance","150","150","36850","32790"
"New entrant CS","2021","Department of Health and Social Care","Human Resources","90","90","32160","27270"
"New entrant CS","2021","Department of Health and Social Care","Intelligence Analysis","70","60","51160","53360"
"New entrant CS","2021","Department of Health and Social Care","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Medicine","100","70","75100","82100"
"New entrant CS","2021","Department of Health and Social Care","Operational Delivery","1320","1150","32940","28590"
"New entrant CS","2021","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Policy","610","590","39500","32790"
"New entrant CS","2021","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Science and Engineering","530","470","33590","31370"
"New entrant CS","2021","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","130","130","40870","37640"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Digital, Data and Technology","100","100","31780","27130"
"New entrant CS","2021","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Operational Delivery","520","510","22820","22350"
"New entrant CS","2021","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Digital, Data and Technology","230","220","37010","31810"
"New entrant CS","2021","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Finance","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Legal","90","80","34220","25560"
"New entrant CS","2021","HM Revenue and Customs","Operational Delivery","570","560","22260","20140"
"New entrant CS","2021","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Project Delivery","70","70","38490","35630"
"New entrant CS","2021","HM Revenue and Customs","Property","140","140","30920","30000"
"New entrant CS","2021","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Statistics","50","50","32580","31810"
"New entrant CS","2021","HM Revenue and Customs","Tax","3240","3170","22580","20140"
"New entrant CS","2021","HM Revenue and Customs","Unknown","840","820","27760","20140"
"New entrant CS","2021","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Economics","60","60","29760","28500"
"New entrant CS","2021","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Policy","270","270","33500","30130"
"New entrant CS","2021","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Digital, Data and Technology","170","170","50770","48210"
"New entrant CS","2021","Home Office","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Home Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Home Office","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Operational Delivery","1140","1120","24960","24880"
"New entrant CS","2021","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Other","340","330","33470","28650"
"New entrant CS","2021","Home Office","Policy","190","180","41850","37050"
"New entrant CS","2021","Home Office","Project Delivery","80","80","41110","35050"
"New entrant CS","2021","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","160","150","32620","27500"
"New entrant CS","2021","Ministry of Defence","Communications","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data and Technology","130","130","35150","33000"
"New entrant CS","2021","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","180","180","30700","26350"
"New entrant CS","2021","Ministry of Defence","Human Resources","160","150","28770","20920"
"New entrant CS","2021","Ministry of Defence","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Knowledge and Information Management","70","70","29550","28000"
"New entrant CS","2021","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Medicine","290","240","43940","36370"
"New entrant CS","2021","Ministry of Defence","Operational Delivery","130","130","27310","21920"
"New entrant CS","2021","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Other","960","940","24700","20920"
"New entrant CS","2021","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Policy","50","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Project Delivery","530","520","35680","33000"
"New entrant CS","2021","Ministry of Defence","Property","210","200","30680","33000"
"New entrant CS","2021","Ministry of Defence","Science and Engineering","530","520","29750","27540"
"New entrant CS","2021","Ministry of Defence","Security","600","590","26200","23540"
"New entrant CS","2021","Ministry of Defence","Statistics","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","80","80","32660","31700"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Communications","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","90","90","27750","26050"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Policy","150","150","40380","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Digital, Data and Technology","210","200","49790","52850"
"New entrant CS","2021","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Legal","150","150","29340","26550"
"New entrant CS","2021","Ministry of Justice","Operational Delivery","7960","7710","23520","22850"
"New entrant CS","2021","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Policy","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Psychology","120","110","26540","24620"
"New entrant CS","2021","Ministry of Justice","Security","80","80","29300","27700"
"New entrant CS","2021","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Digital, Data and Technology","70","70","36230","32260"
"New entrant CS","2021","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Operational Delivery","890","880","33510","32770"
"New entrant CS","2021","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Inspector of Education and Training","90","90","63580","70500"
"New entrant CS","2021","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other","200","200","29620","25000"
"New entrant CS","2021","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Commercial","60","60","32510","30500"
"New entrant CS","2021","Other Cabinet Office Agencies","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Operational Delivery","60","60","35270","27770"
"New entrant CS","2021","Other Cabinet Office Agencies","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Operational Delivery","400","390","21930","20810"
"New entrant CS","2021","Scottish Government","Other","50","50","[c]","[c]"
"New entrant CS","2021","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","1530","1480","32750","30650"
"New entrant CS","2021","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Operational Delivery","60","60","47340","44080"
"New entrant CS","2021","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data and Technology","130","130","37420","36030"
"New entrant CS","2021","United Kingdom Statistics Authority","Economics","50","50","26260","23050"
"New entrant CS","2021","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Delivery","440","410","28340","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Project Delivery","60","60","36540","36030"
"New entrant CS","2021","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Social Research","150","140","32170","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Statistics","150","140","34080","32540"
"New entrant CS","2021","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Operational Delivery","70","60","23130","20500"
"New entrant CS","2021","Welsh Government","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Planning","[c]","[c]","[c]","[c]"
