"Status","Year","Responsibility_level","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","SCS","Birmingham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Buckinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cardiff and Vale of Glamorgan","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cheshire East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cheshire East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Coventry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Croydon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Croydon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Darlington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","East Surrey","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Essex Haven Gateway","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Glasgow City","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Glasgow City","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Glasgow City","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Glasgow City","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Greater Manchester South West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Greater Manchester South West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Greater Manchester South West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Hackney and Newham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Hackney and Newham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Hounslow and Richmond upon Thames","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lambeth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lambeth","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lambeth","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leicestershire CC and Rutland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lewisham and Southwark","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lewisham and Southwark","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Liverpool","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Liverpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Manchester","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Mid Kent","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Mid Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Milton Keynes","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Monmouthshire and Newport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Monmouthshire and Newport","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Nottingham","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Nottingham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Oxfordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Portsmouth","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Sefton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Solihull","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Somerset CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","South Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Southampton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Staffordshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Staffordshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Staffordshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Suffolk CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Swansea","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tower Hamlets","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tyneside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tyneside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Tyneside","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Warrington","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Surrey","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","West Sussex (South West)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","No function","80","70","98440","85100"
"New entrant CS","2022","SCS","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Westminster","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Wiltshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Wiltshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Wiltshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Wirral","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Worcestershire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","York","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Aberdeen City and Aberdeenshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Angus and Dundee City","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Angus and Dundee City","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Angus and Dundee City","Unknown","70","70","33610","31540"
"New entrant CS","2022","SEO/HEO","Antrim and Newtownabbey","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Ards and North Down","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Ards and North Down","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Ards and North Down","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barking & Dagenham and Havering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barking & Dagenham and Havering","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnet","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnet","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnet","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnet","No function","60","60","35450","32330"
"New entrant CS","2022","SEO/HEO","Barnet","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnsley, Doncaster and Rotherham","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnsley, Doncaster and Rotherham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnsley, Doncaster and Rotherham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnsley, Doncaster and Rotherham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","310","310","36170","35000"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedford","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedford","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedford","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bedford","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","No function","90","90","33740","33080"
"New entrant CS","2022","SEO/HEO","Belfast","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Belfast","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bexley and Greenwich","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bexley and Greenwich","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Communications","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","No function","260","250","33890","33080"
"New entrant CS","2022","SEO/HEO","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Blackburn with Darwen","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Blackburn with Darwen","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Blackpool","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Blackpool","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Blackpool","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Blackpool","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Blackpool","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Blackpool","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Blackpool","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bournemouth, Christchurch and Poole","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bournemouth, Christchurch and Poole","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bournemouth, Christchurch and Poole","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bradford","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bradford","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bradford","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bradford","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bradford","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Breckland and South Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Breckland and South Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Breckland and South Norfolk","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Brent","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Brent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Brent","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Brent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bridgend and Neath Port Talbot","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bridgend and Neath Port Talbot","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bridgend and Neath Port Talbot","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Brighton and Hove","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Brighton and Hove","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Brighton and Hove","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Digital, Data & Technology","60","50","34220","33210"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bristol, City of","No function","250","240","33160","33040"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bromley","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Bromley","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Buckinghamshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Buckinghamshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Buckinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Buckinghamshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Buckinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Buckinghamshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Buckinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Buckinghamshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Calderdale and Kirklees","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cambridgeshire CC","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cambridgeshire CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cambridgeshire CC","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cambridgeshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cambridgeshire CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cambridgeshire CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cambridgeshire CC","No function","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cambridgeshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cambridgeshire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cambridgeshire CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Camden and City of London","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Camden and City of London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Camden and City of London","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Camden and City of London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Camden and City of London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Camden and City of London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Camden and City of London","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","No function","100","100","34040","33080"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Cardiff and Vale of Glamorgan","Unknown","80","80","35760","35180"
