"Status","Year","Region_ITL1","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","South East (England)","Declared non-disabled","Heterosexual / straight","190","180","33180","29290"
"Leaver Dept.","2021","South East (England)","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Declared non-disabled","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Declared disabled","Heterosexual / straight","60","60","32400","30950"
"Leaver Dept.","2021","South West (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Declared non-disabled","Heterosexual / straight","430","420","34760","31950"
"Leaver Dept.","2021","South West (England)","Declared non-disabled","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Declared non-disabled","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Unknown","130","130","34960","32710"
"Leaver Dept.","2021","Unknown","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Heterosexual / straight","190","180","38570","32000"
"Leaver Dept.","2021","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","400","390","33780","32000"
"Leaver Dept.","2021","Wales","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Declared non-disabled","Heterosexual / straight","260","240","31110","27570"
"Leaver Dept.","2021","Wales","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Declared non-disabled","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","Wales","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Unknown","130","130","33020","27230"
"Leaver Dept.","2021","West Midlands (England)","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Declared non-disabled","Heterosexual / straight","240","230","27800","22570"
"Leaver Dept.","2021","West Midlands (England)","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Declared non-disabled","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Unknown","120","110","31280","24250"
"Leaver Dept.","2021","Yorkshire and The Humber","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Declared non-disabled","Heterosexual / straight","250","240","33020","28800"
"Leaver Dept.","2021","Yorkshire and The Humber","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Declared non-disabled","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Unknown","180","150","34000","31680"
"Leaver Dept.","2022","East Midlands (England)","Declared disabled","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Declared non-disabled","Heterosexual / straight","320","300","31580","27570"
"Leaver Dept.","2022","East Midlands (England)","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Declared non-disabled","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Unknown","90","90","34540","27570"
"Leaver Dept.","2022","East of England","Declared disabled","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","East of England","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Declared non-disabled","Heterosexual / straight","370","350","36430","30460"
"Leaver Dept.","2022","East of England","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Heterosexual / straight","50","50","42690","36060"
"Leaver Dept.","2022","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Unknown","80","80","45700","36060"
"Leaver Dept.","2022","London","Declared disabled","Heterosexual / straight","460","440","42790","37640"
"Leaver Dept.","2022","London","Declared disabled","LGBO","110","100","38340","34550"
"Leaver Dept.","2022","London","Declared disabled","Undeclared","70","70","41010","36650"
"Leaver Dept.","2022","London","Declared disabled","Unknown","70","50","[c]","[c]"
"Leaver Dept.","2022","London","Declared non-disabled","Heterosexual / straight","4710","4490","43960","39840"
"Leaver Dept.","2022","London","Declared non-disabled","LGBO","430","410","43300","39190"
"Leaver Dept.","2022","London","Declared non-disabled","Undeclared","420","390","42960","37090"
"Leaver Dept.","2022","London","Declared non-disabled","Unknown","450","280","50470","46660"
"Leaver Dept.","2022","London","Undeclared","Heterosexual / straight","140","130","38890","34160"
"Leaver Dept.","2022","London","Undeclared","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Undeclared","150","140","44620","40600"
"Leaver Dept.","2022","London","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Heterosexual / straight","510","390","44480","40070"
"Leaver Dept.","2022","London","Unknown","LGBO","60","40","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Undeclared","700","130","51480","42850"
"Leaver Dept.","2022","London","Unknown","Unknown","1940","1800","44010","35590"
"Leaver Dept.","2022","North East (England)","Declared disabled","Heterosexual / straight","60","60","29830","27570"
"Leaver Dept.","2022","North East (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Declared non-disabled","Heterosexual / straight","440","420","31360","27570"
"Leaver Dept.","2022","North East (England)","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Declared non-disabled","Unknown","160","150","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Unknown","160","150","32950","27570"
"Leaver Dept.","2022","North West (England)","Declared disabled","Heterosexual / straight","150","140","32120","27830"
"Leaver Dept.","2022","North West (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Declared non-disabled","Heterosexual / straight","1030","990","31440","27570"
"Leaver Dept.","2022","North West (England)","Declared non-disabled","LGBO","70","70","33200","27570"
"Leaver Dept.","2022","North West (England)","Declared non-disabled","Undeclared","60","60","32620","27570"
"Leaver Dept.","2022","North West (England)","Declared non-disabled","Unknown","190","180","31200","27570"
"Leaver Dept.","2022","North West (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","Heterosexual / straight","100","90","37880","31420"
"Leaver Dept.","2022","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","Unknown","300","280","32100","27570"
"Leaver Dept.","2022","Northern Ireland","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Declared disabled","Heterosexual / straight","70","60","28150","27570"
"Leaver Dept.","2022","Scotland","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Declared non-disabled","Heterosexual / straight","540","530","29180","27570"
"Leaver Dept.","2022","Scotland","Declared non-disabled","LGBO","50","50","[c]","[c]"
"Leaver Dept.","2022","Scotland","Declared non-disabled","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Scotland","Declared non-disabled","Unknown","210","200","32910","27570"
"Leaver Dept.","2022","Scotland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Unknown","Unknown","220","210","33770","30450"
"Leaver Dept.","2022","South East (England)","Declared disabled","Heterosexual / straight","60","60","38080","30580"
"Leaver Dept.","2022","South East (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Declared non-disabled","Heterosexual / straight","530","490","36960","30800"
"Leaver Dept.","2022","South East (England)","Declared non-disabled","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Declared non-disabled","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Declared non-disabled","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Heterosexual / straight","90","90","45850","40560"
"Leaver Dept.","2022","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Unknown","140","140","43440","39460"
"Leaver Dept.","2022","South West (England)","Declared disabled","Heterosexual / straight","110","100","33900","30240"
"Leaver Dept.","2022","South West (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Declared non-disabled","Heterosexual / straight","1240","1180","35130","30020"
"Leaver Dept.","2022","South West (England)","Declared non-disabled","LGBO","70","60","33280","27570"
"Leaver Dept.","2022","South West (England)","Declared non-disabled","Undeclared","120","110","36730","30250"
"Leaver Dept.","2022","South West (England)","Declared non-disabled","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Heterosexual / straight","140","130","43050","37910"
"Leaver Dept.","2022","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Undeclared","70","70","45860","40960"
"Leaver Dept.","2022","South West (England)","Unknown","Unknown","210","200","42720","38870"
"Leaver Dept.","2022","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Heterosexual / straight","220","220","38290","33250"
"Leaver Dept.","2022","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","170","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","200","200","36280","32000"
"Leaver Dept.","2022","Wales","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Wales","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Declared non-disabled","Heterosexual / straight","320","310","33470","27570"
"Leaver Dept.","2022","Wales","Declared non-disabled","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Wales","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Declared non-disabled","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Unknown","150","140","33410","29540"
"Leaver Dept.","2022","West Midlands (England)","Declared disabled","Heterosexual / straight","80","80","30870","27570"
"Leaver Dept.","2022","West Midlands (England)","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Declared non-disabled","Heterosexual / straight","690","650","31840","27570"
"Leaver Dept.","2022","West Midlands (England)","Declared non-disabled","LGBO","40","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Declared non-disabled","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Declared non-disabled","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Heterosexual / straight","60","50","45590","38000"
"Leaver Dept.","2022","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Unknown","210","200","35420","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Declared disabled","Heterosexual / straight","100","90","33970","30190"
"Leaver Dept.","2022","Yorkshire and The Humber","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Declared non-disabled","Heterosexual / straight","740","690","36600","31990"
"Leaver Dept.","2022","Yorkshire and The Humber","Declared non-disabled","LGBO","50","50","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Declared non-disabled","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Declared non-disabled","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Heterosexual / straight","100","50","43740","36740"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
