"Status","Year","Sex","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Attorney General's Departments","Unknown","250","250","36850","38000"
"New entrant CS","2021","Male","Cabinet Office","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Declared non-disabled","250","250","41500","34550"
"New entrant CS","2021","Male","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cabinet Office","Unknown","470","470","44880","28000"
"New entrant CS","2021","Male","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Declared non-disabled","350","350","37690","33570"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Business, Energy and Industrial Strategy","Unknown","320","320","31410","29780"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Declared non-disabled","140","140","41080","34020"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Education","Unknown","280","280","37550","36500"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Declared disabled","70","70","34450","32560"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Declared non-disabled","460","460","33600","29180"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Environment, Food and Rural Affairs","Unknown","150","140","35840","32280"
"New entrant CS","2021","Male","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Declared non-disabled","90","90","35400","31800"
"New entrant CS","2021","Male","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for International Trade","Unknown","90","90","36460","31800"
"New entrant CS","2021","Male","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Department for Transport","Declared non-disabled","370","360","33670","30730"
"New entrant CS","2021","Male","Department for Transport","Undeclared","110","110","38720","34710"
"New entrant CS","2021","Male","Department for Transport","Unknown","270","270","29730","26580"
"New entrant CS","2021","Male","Department for Work and Pensions","Declared disabled","810","810","26470","27570"
"New entrant CS","2021","Male","Department for Work and Pensions","Declared non-disabled","5230","5210","26690","27570"
"New entrant CS","2021","Male","Department for Work and Pensions","Undeclared","280","280","26510","27570"
"New entrant CS","2021","Male","Department for Work and Pensions","Unknown","780","770","27880","27570"
"New entrant CS","2021","Male","Department of Health and Social Care","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Male","Department of Health and Social Care","Declared non-disabled","490","430","38040","32330"
"New entrant CS","2021","Male","Department of Health and Social Care","Undeclared","70","60","44590","33110"
"New entrant CS","2021","Male","Department of Health and Social Care","Unknown","480","470","42660","32790"
"New entrant CS","2021","Male","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Food Standards Agency","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Male","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Foreign, Commonwealth and Development Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Land Registry","Unknown","280","280","26370","22350"
"New entrant CS","2021","Male","HM Revenue and Customs","Declared disabled","70","70","26110","24120"
"New entrant CS","2021","Male","HM Revenue and Customs","Declared non-disabled","830","820","25830","24500"
"New entrant CS","2021","Male","HM Revenue and Customs","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Male","HM Revenue and Customs","Unknown","1740","1710","24670","20140"
"New entrant CS","2021","Male","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","HM Treasury","Declared non-disabled","140","140","33580","28500"
"New entrant CS","2021","Male","HM Treasury","Undeclared","60","60","37030","32320"
"New entrant CS","2021","Male","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Declared non-disabled","210","210","31960","24890"
"New entrant CS","2021","Male","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Home Office","Unknown","940","930","32110","25630"
"New entrant CS","2021","Male","Ministry of Defence","Declared disabled","110","110","27860","26350"
"New entrant CS","2021","Male","Ministry of Defence","Declared non-disabled","1610","1600","31730","28650"
"New entrant CS","2021","Male","Ministry of Defence","Undeclared","70","70","29270","26350"
"New entrant CS","2021","Male","Ministry of Defence","Unknown","650","640","29580","26000"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Declared non-disabled","120","120","40440","33210"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ministry of Housing, Communities and Local Government","Unknown","50","50","35870","33210"
"New entrant CS","2021","Male","Ministry of Justice","Declared disabled","180","170","26020","22850"
"New entrant CS","2021","Male","Ministry of Justice","Declared non-disabled","1940","1910","25820","22920"
"New entrant CS","2021","Male","Ministry of Justice","Undeclared","80","80","25020","22850"
"New entrant CS","2021","Male","Ministry of Justice","Unknown","1530","1480","25410","22850"
"New entrant CS","2021","Male","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Male","National Crime Agency","Unknown","460","450","35650","34140"
"New entrant CS","2021","Male","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office for Standards in Education","Declared non-disabled","50","50","53470","51360"
"New entrant CS","2021","Male","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Declared non-disabled","150","150","35780","27500"
"New entrant CS","2021","Male","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Other Cabinet Office Agencies","Unknown","80","80","34380","27770"
"New entrant CS","2021","Male","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","Declared disabled","70","70","30060","26160"
"New entrant CS","2021","Male","Scottish Government","Declared non-disabled","330","320","29340","26160"
"New entrant CS","2021","Male","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scottish Government","Unknown","480","470","30970","26160"
"New entrant CS","2021","Male","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Export Finance","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Male","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Declared non-disabled","150","150","33930","32540"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","United Kingdom Statistics Authority","Unknown","260","260","31190","29540"
"New entrant CS","2021","Male","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Declared non-disabled","60","50","28150","25030"
"New entrant CS","2021","Male","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Declared disabled","80","80","33650","26970"
"New entrant CS","2022","Female","Attorney General's Departments","Declared non-disabled","530","510","34220","26970"
"New entrant CS","2022","Female","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","Unknown","110","110","29970","25480"
"New entrant CS","2022","Female","Cabinet Office","Declared disabled","80","70","35070","34550"
"New entrant CS","2022","Female","Cabinet Office","Declared non-disabled","400","390","36420","32000"
"New entrant CS","2022","Female","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","Unknown","580","570","36320","28000"
"New entrant CS","2022","Female","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Declared non-disabled","50","50","39110","33120"
"New entrant CS","2022","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Declared disabled","60","60","30210","27680"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Declared non-disabled","500","490","33590","30950"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","Unknown","190","190","31460","27680"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Declared non-disabled","170","170","34270","34020"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","Declared non-disabled","110","100","36980","36500"
"New entrant CS","2022","Female","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","Unknown","530","510","33060","29360"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Declared disabled","180","170","33720","29460"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Declared non-disabled","1180","1140","30750","29180"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Undeclared","60","60","36030","35900"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","Unknown","260","250","34350","32560"
"New entrant CS","2022","Female","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","Declared non-disabled","100","100","34660","31800"
"New entrant CS","2022","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","Unknown","110","110","35840","31800"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Declared non-disabled","230","220","35760","33210"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","Unknown","90","80","34300","33210"
"New entrant CS","2022","Female","Department for Transport","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Female","Department for Transport","Declared non-disabled","540","510","30260","26130"
"New entrant CS","2022","Female","Department for Transport","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","Female","Department for Transport","Unknown","400","370","29510","26130"
"New entrant CS","2022","Female","Department for Work and Pensions","Declared disabled","660","630","25730","27570"
"New entrant CS","2022","Female","Department for Work and Pensions","Declared non-disabled","4260","4130","26070","27570"
"New entrant CS","2022","Female","Department for Work and Pensions","Undeclared","220","210","26020","27570"
"New entrant CS","2022","Female","Department for Work and Pensions","Unknown","900","870","25820","27570"
"New entrant CS","2022","Female","Department of Health and Social Care","Declared disabled","140","120","34020","32310"
"New entrant CS","2022","Female","Department of Health and Social Care","Declared non-disabled","1100","990","34760","30460"
"New entrant CS","2022","Female","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department of Health and Social Care","Unknown","960","750","39700","32790"
"New entrant CS","2022","Female","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","Declared non-disabled","60","60","34720","30350"
"New entrant CS","2022","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Female","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Foreign, Commonwealth and Development Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Land Registry","Declared non-disabled","120","110","26950","22600"
"New entrant CS","2022","Female","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Land Registry","Unknown","160","160","26580","22600"
"New entrant CS","2022","Female","HM Revenue and Customs","Declared disabled","210","200","27150","26590"
"New entrant CS","2022","Female","HM Revenue and Customs","Declared non-disabled","2380","2310","26650","26590"
"New entrant CS","2022","Female","HM Revenue and Customs","Undeclared","90","90","26400","25000"
"New entrant CS","2022","Female","HM Revenue and Customs","Unknown","1700","1630","25710","21510"
"New entrant CS","2022","Female","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Treasury","Declared non-disabled","130","130","32630","28500"
"New entrant CS","2022","Female","HM Treasury","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Home Office","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Female","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Home Office","Unknown","1170","1130","28700","24880"
"New entrant CS","2022","Female","Ministry of Defence","Declared disabled","100","90","30190","26670"
"New entrant CS","2022","Female","Ministry of Defence","Declared non-disabled","1120","1080","29070","26350"
"New entrant CS","2022","Female","Ministry of Defence","Undeclared","50","50","29000","26350"
"New entrant CS","2022","Female","Ministry of Defence","Unknown","740","700","28950","26000"
"New entrant CS","2022","Female","Ministry of Justice","Declared disabled","1180","1120","28060","25480"
"New entrant CS","2022","Female","Ministry of Justice","Declared non-disabled","5770","5520","26580","23720"
"New entrant CS","2022","Female","Ministry of Justice","Undeclared","320","300","28450","27060"
"New entrant CS","2022","Female","Ministry of Justice","Unknown","4340","4050","26290","24620"
"New entrant CS","2022","Female","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","National Crime Agency","Unknown","220","210","35500","32770"
"New entrant CS","2022","Female","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","160","160","48350","46360"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","Declared non-disabled","190","190","35410","30000"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Government","Declared disabled","170","160","27290","27230"
"New entrant CS","2022","Female","Scottish Government","Declared non-disabled","1350","1310","29470","27230"
"New entrant CS","2022","Female","Scottish Government","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Female","Scottish Government","Unknown","1160","1110","30060","27230"
"New entrant CS","2022","Female","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","Declared non-disabled","60","60","40500","35000"
"New entrant CS","2022","Female","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Statistics Authority","Declared disabled","50","50","29790","30460"
"New entrant CS","2022","Female","UK Statistics Authority","Declared non-disabled","320","290","29450","30710"
"New entrant CS","2022","Female","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Statistics Authority","Unknown","170","140","26970","19860"
"New entrant CS","2022","Female","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","Declared non-disabled","160","160","34400","31210"
"New entrant CS","2022","Female","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Departments","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Departments","Declared non-disabled","230","230","37390","31540"
"New entrant CS","2022","Male","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Departments","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Cabinet Office","Declared disabled","50","50","39870","32000"
"New entrant CS","2022","Male","Cabinet Office","Declared non-disabled","330","330","40560","34550"
"New entrant CS","2022","Male","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cabinet Office","Unknown","510","500","42190","28000"
"New entrant CS","2022","Male","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","Declared non-disabled","70","60","51130","41670"
"New entrant CS","2022","Male","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","Declared non-disabled","460","450","33310","31400"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","Unknown","190","180","32950","30410"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","Declared non-disabled","140","140","37510","34020"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
