"Status","Year","Sexual_orientation","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","No function","80","70","31430","31370"
"New entrant CS","2021","Undeclared","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","No function","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","830","810","27750","27570"
"New entrant CS","2021","Undeclared","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Commercial","130","130","39970","37420"
"New entrant CS","2021","Unknown","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Communications","170","160","37190","32260"
"New entrant CS","2021","Unknown","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Digital, Data & Technology","630","620","38840","33930"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","110","110","49930","48210"
"New entrant CS","2021","Unknown","Economics","Analysis","90","90","29440","29540"
"New entrant CS","2021","Unknown","Economics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Finance","190","180","33540","32790"
"New entrant CS","2021","Unknown","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Human Resources","150","140","33050","28000"
"New entrant CS","2021","Unknown","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Analysis","50","50","52720","53360"
"New entrant CS","2021","Unknown","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","No function","50","50","29980","31800"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Legal","180","180","40630","38000"
"New entrant CS","2021","Unknown","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Unknown","90","70","46210","34390"
"New entrant CS","2021","Unknown","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Debt","80","80","21030","20140"
"New entrant CS","2021","Unknown","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Grants Management","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Legal","100","100","22900","20120"
"New entrant CS","2021","Unknown","Operational Delivery","No function","4660","4480","23730","22350"
"New entrant CS","2021","Unknown","Operational Delivery","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Property","70","70","22640","20880"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","840","810","25080","24880"
"New entrant CS","2021","Unknown","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","No function","80","80","33030","26110"
"New entrant CS","2021","Unknown","Other","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Unknown","300","290","30790","28650"
"New entrant CS","2021","Unknown","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","No function","950","930","38540","32940"
"New entrant CS","2021","Unknown","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Unknown","170","170","40250","35050"
"New entrant CS","2021","Unknown","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Project Delivery","220","220","36300","34710"
"New entrant CS","2021","Unknown","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","60","60","41820","35050"
"New entrant CS","2021","Unknown","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Property","110","100","32640","27880"
"New entrant CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","No function","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","No function","70","70","33520","26570"
"New entrant CS","2021","Unknown","Science and Engineering","Project Delivery","90","80","22710","16780"
"New entrant CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Security","240","240","28690","25540"
"New entrant CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Analysis","80","80","31900","31810"
"New entrant CS","2021","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Communications","420","410","26380","25560"
"New entrant CS","2021","Unknown","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Debt","580","570","20390","20140"
"New entrant CS","2021","Unknown","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","No function","1110","1080","21400","20140"
"New entrant CS","2021","Unknown","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Commercial","200","200","80710","72000"
"New entrant CS","2021","Unknown","Unknown","Communications","70","70","33060","27570"
"New entrant CS","2021","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data & Technology","70","70","42510","38630"
"New entrant CS","2021","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","No function","830","820","29920","28000"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Property","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","70","70","24070","20800"
"New entrant CS","2021","Unknown","Unknown","Unknown","3010","2930","30010","27570"
"New entrant CS","2021","Unknown","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Commercial","390","370","32820","30420"
"New entrant CS","2022","Heterosexual / straight","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Project Delivery","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Communications","280","270","36900","33120"
"New entrant CS","2022","Heterosexual / straight","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Counter Fraud","580","560","26310","27570"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Digital, Data & Technology","1520","1500","37910","35310"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Unknown","60","60","47440","41950"
"New entrant CS","2022","Heterosexual / straight","Economics","Analysis","200","200","34980","31000"
"New entrant CS","2022","Heterosexual / straight","Economics","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","No function","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Finance","580","570","34030","31060"
"New entrant CS","2022","Heterosexual / straight","Finance","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Unknown","100","100","37560","33000"
"New entrant CS","2022","Heterosexual / straight","Geography","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Geography","No function","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Human Resources","670","640","33140","30450"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Inspector of Education and Training","No function","150","140","58080","51360"
"New entrant CS","2022","Heterosexual / straight","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","Security","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Internal Audit","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","International Trade","No function","110","110","37410","31800"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","No function","90","90","31510","29230"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","Counter Fraud","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","Legal","600","570","45270","48080"
"New entrant CS","2022","Heterosexual / straight","Legal","No function","50","50","35070","30800"
"New entrant CS","2022","Heterosexual / straight","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Medicine","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Medicine","No function","50","50","73390","84560"
"New entrant CS","2022","Heterosexual / straight","Medicine","Unknown","140","120","45130","37280"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Analysis","70","70","30490","30210"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Communications","230","220","26860","26590"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Counter Fraud","220","210","24650","21260"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Debt","260","250","21290","21250"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Grants Management","150","150","21680","21300"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Human Resources","90","90","27910","27570"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Legal","300","290","22430","22200"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","No function","19160","18410","26550","24500"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Project Delivery","80","80","30570","25010"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Property","80","80","22160","22010"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Unknown","440","420","25770","24880"
"New entrant CS","2022","Heterosexual / straight","Operational Research","Analysis","50","50","31780","31000"
"New entrant CS","2022","Heterosexual / straight","Operational Research","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","Analysis","60","60","40720","34050"
"New entrant CS","2022","Heterosexual / straight","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","Debt","250","240","21810","21260"
"New entrant CS","2022","Heterosexual / straight","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","Legal","80","80","27810","26950"
"New entrant CS","2022","Heterosexual / straight","Other","No function","530","520","29540","25750"
"New entrant CS","2022","Heterosexual / straight","Other","Project Delivery","180","170","28410","26000"
"New entrant CS","2022","Heterosexual / straight","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","Unknown","520","500","25700","21170"
"New entrant CS","2022","Heterosexual / straight","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Policy","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Policy","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Policy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Policy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Policy","No function","2190","2150","36500","33570"
