"Status","Year","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","York","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Operational Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","York","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","York","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Operational Delivery","50","50","24140","20810"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Aberdeen City and Aberdeenshire","Unknown","120","120","29400","27570"
"New entrant CS","2021","Angus and Dundee City","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Angus and Dundee City","Unknown","130","120","25380","21010"
"New entrant CS","2021","Antrim and Newtownabbey","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Antrim and Newtownabbey","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Antrim and Newtownabbey","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barking & Dagenham and Havering","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barking & Dagenham and Havering","Unknown","150","150","29930","31060"
"New entrant CS","2021","Barnet","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","Operational Delivery","130","120","31700","26880"
"New entrant CS","2021","Barnet","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnet","Science and Engineering","80","70","32620","32330"
"New entrant CS","2021","Barnet","Unknown","140","130","30270","31060"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Operational Delivery","140","140","22000","22850"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Barnsley, Doncaster and Rotherham","Unknown","150","150","24760","27570"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","60","60","35960","34000"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data and Technology","70","70","41180","43000"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","70","70","29080","25000"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","60","60","30360","22000"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Operational Delivery","160","150","27690","24880"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Other","140","130","29390","22900"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","160","160","37740","35000"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Science and Engineering","200","200","30430","27540"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","140","130","29830","27570"
"New entrant CS","2021","Bedford","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedford","Operational Delivery","100","90","24390","22920"
"New entrant CS","2021","Bedford","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedford","Unknown","60","60","26820","27570"
"New entrant CS","2021","Belfast","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Operational Delivery","140","140","23370","20140"
"New entrant CS","2021","Belfast","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Belfast","Tax","130","120","21830","20140"
"New entrant CS","2021","Belfast","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Operational Delivery","90","90","27290","24020"
"New entrant CS","2021","Berkshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire","Security","90","90","28880","25540"
"New entrant CS","2021","Berkshire","Unknown","180","180","28490","29290"
"New entrant CS","2021","Bexley and Greenwich","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bexley and Greenwich","Operational Delivery","170","160","27380","28720"
"New entrant CS","2021","Bexley and Greenwich","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bexley and Greenwich","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bexley and Greenwich","Unknown","160","150","30370","31060"
"New entrant CS","2021","Birmingham","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Digital, Data and Technology","50","40","[c]","[c]"
"New entrant CS","2021","Birmingham","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Legal","50","40","[c]","[c]"
"New entrant CS","2021","Birmingham","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Operational Delivery","540","520","26410","22850"
"New entrant CS","2021","Birmingham","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Policy","40","40","[c]","[c]"
"New entrant CS","2021","Birmingham","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Birmingham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","Birmingham","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Birmingham","Tax","200","200","21500","20140"
"New entrant CS","2021","Birmingham","Unknown","250","250","28560","27570"
"New entrant CS","2021","Birmingham","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackburn with Darwen","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackburn with Darwen","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Blackpool","Unknown","680","680","22940","21010"
"New entrant CS","2021","Bournemouth and Poole","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bournemouth and Poole","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bournemouth and Poole","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bournemouth and Poole","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bournemouth and Poole","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bournemouth and Poole","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bournemouth and Poole","Unknown","80","80","26650","27570"
"New entrant CS","2021","Bradford","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bradford","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bradford","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bradford","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bradford","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bradford","Tax","60","60","20140","20140"
"New entrant CS","2021","Bradford","Unknown","150","150","26010","27570"
"New entrant CS","2021","Breckland and South Norfolk","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Breckland and South Norfolk","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Breckland and South Norfolk","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brent","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brent","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brent","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brent","Unknown","120","120","30250","31060"
"New entrant CS","2021","Bridgend and Neath Port Talbot","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bridgend and Neath Port Talbot","Unknown","50","50","23990","21010"
"New entrant CS","2021","Brighton and Hove","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brighton and Hove","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Brighton and Hove","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Brighton and Hove","Unknown","100","100","26460","27570"
"New entrant CS","2021","Bristol, City of","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Digital, Data and Technology","100","90","37470","36200"
"New entrant CS","2021","Bristol, City of","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Operational Delivery","300","280","24100","21270"
"New entrant CS","2021","Bristol, City of","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Policy","110","100","33650","30190"
"New entrant CS","2021","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Science and Engineering","50","40","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bristol, City of","Unknown","180","170","26410","27570"
"New entrant CS","2021","Bromley","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bromley","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bromley","Unknown","90","90","29370","31060"
"New entrant CS","2021","Buckinghamshire CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Buckinghamshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Buckinghamshire CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Buckinghamshire CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Buckinghamshire CC","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Buckinghamshire CC","Operational Delivery","70","70","24360","24020"
"New entrant CS","2021","Buckinghamshire CC","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Buckinghamshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Buckinghamshire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Buckinghamshire CC","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Buckinghamshire CC","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Buckinghamshire CC","Unknown","100","100","28930","27570"
"New entrant CS","2021","Caithness and Sutherland and Ross and Cromarty","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Calderdale and Kirklees","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Calderdale and Kirklees","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Calderdale and Kirklees","Unknown","120","120","26750","27570"
"New entrant CS","2021","Cambridgeshire CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Operational Delivery","150","140","26780","24920"
"New entrant CS","2021","Cambridgeshire CC","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Unknown","90","90","27190","27570"
"New entrant CS","2021","Camden and City of London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Operational Delivery","200","200","24650","22680"
"New entrant CS","2021","Camden and City of London","Other","40","40","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Operational Delivery","270","270","22340","20880"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Policy","30","30","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Tax","240","230","21660","20140"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Unknown","170","160","25460","27570"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Causeway Coast and Glens","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Operational Delivery","80","80","26350","24920"
"New entrant CS","2021","Central Hampshire","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Other","70","70","22720","20920"
"New entrant CS","2021","Central Hampshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Project Delivery","60","60","35640","33000"
"New entrant CS","2021","Central Hampshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Central Valleys","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Valleys","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Valleys","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Valleys","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Valleys","Unknown","80","80","24100","21010"
"New entrant CS","2021","Cheshire East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire East","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Cheshire East","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire East","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire East","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire East","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire East","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire West and Chester","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire West and Chester","Unknown","130","120","22430","21010"
"New entrant CS","2021","Chorley and West Lancashire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chorley and West Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chorley and West Lancashire","Operational Delivery","90","80","24470","22850"
