"Status","Year","Organisation","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","70","70","24870","24370"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","White","360","350","25050","24370"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Asian","80","80","39320","34550"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Black","50","50","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","1040","1040","40830","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","White","480","470","38020","34550"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","White","30","30","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","White","50","50","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","White","120","110","35960","34800"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","White","140","140","25180","20760"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Asian","70","70","32220","25480"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Unknown","150","150","31160","25480"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","White","450","440","34390","30130"
"New entrant CS","2021","Debt Management Office","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HM Treasury","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HM Treasury","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Asian","30","30","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Unknown","150","150","27020","22000"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","White","490","480","33210","29500"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","White","190","180","31690","28650"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Asian","70","60","34090","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Black","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","130","130","37930","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","White","440","430","38660","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","White","260","250","39560","34020"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Asian","50","50","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Unknown","230","230","35400","32390"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","White","290","290","35810","32870"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Asian","70","70","36850","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Black","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","260","250","36670","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","White","620","610","36890","32560"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Unknown","100","100","38710","32120"
"New entrant CS","2021","Department for International Trade","Department for International Trade","White","180","170","37050","31800"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Asian","50","50","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Black","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Unknown","180","180","37430","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","White","270","260","37270","34710"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Asian","2010","1970","28000","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Black","1430","1410","28710","29290"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Chinese","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Mixed","670","660","26900","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other ethnicity","160","160","28160","28430"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","320","310","27320","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","1810","1770","27690","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","White","10540","10340","26110","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Asian","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","830","810","40820","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","White","210","210","37830","32790"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","150","130","21990","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","White","170","160","24990","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","Unknown","160","150","28180","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Department for Transport","White","100","90","28370","26130"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Department for Education","White","50","50","33710","29840"
"New entrant CS","2021","Education Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Scottish Government","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","ESTYN","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Food Standards Agency","White","70","70","34630","32350"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Scottish Government","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Scottish Government","White","90","80","26830","25140"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","HM Treasury","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Asian","40","30","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Attorney General's Departments","White","180","170","41880","43920"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
