"Status","Year","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","290","290","36220","32940"
"New entrant CS","2021","Department for Education","White","370","360","35660","32870"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Asian","80","80","34840","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Black","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","380","370","32790","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","White","1020","1000","32540","29180"
"New entrant CS","2021","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","100","100","38710","32120"
"New entrant CS","2021","Department for International Trade","White","180","170","37050","31800"
"New entrant CS","2021","Department for Transport","Asian","80","80","33250","30730"
"New entrant CS","2021","Department for Transport","Black","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","560","530","29800","26580"
"New entrant CS","2021","Department for Transport","White","670","650","32020","29970"
"New entrant CS","2021","Department for Work and Pensions","Asian","2020","1970","28020","27570"
"New entrant CS","2021","Department for Work and Pensions","Black","1430","1420","28720","29290"
"New entrant CS","2021","Department for Work and Pensions","Chinese","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mixed","680","660","26920","27570"
"New entrant CS","2021","Department for Work and Pensions","Other ethnicity","160","160","28160","28430"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","320","310","27350","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","1830","1790","27820","27570"
"New entrant CS","2021","Department for Work and Pensions","White","10700","10500","26180","27570"
"New entrant CS","2021","Department of Health and Social Care","Asian","300","280","33880","30460"
"New entrant CS","2021","Department of Health and Social Care","Black","220","190","34040","32330"
"New entrant CS","2021","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Mixed","130","120","36150","32330"
"New entrant CS","2021","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","120","100","36460","31370"
"New entrant CS","2021","Department of Health and Social Care","Unknown","850","830","40800","32790"
"New entrant CS","2021","Department of Health and Social Care","White","1690","1500","36000","32330"
"New entrant CS","2021","ESTYN","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","White","70","70","34630","32350"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Asian","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","270","260","26300","22350"
"New entrant CS","2021","HM Land Registry","White","380","370","25930","22350"
"New entrant CS","2021","HM Revenue and Customs","Asian","270","260","25630","20140"
"New entrant CS","2021","HM Revenue and Customs","Black","80","80","25390","24120"
"New entrant CS","2021","HM Revenue and Customs","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Mixed","50","50","25310","24120"
"New entrant CS","2021","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","3400","3320","24200","20140"
"New entrant CS","2021","HM Revenue and Customs","White","1570","1550","25680","20880"
"New entrant CS","2021","HM Treasury","Asian","60","50","33450","28500"
"New entrant CS","2021","HM Treasury","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","HM Treasury","White","300","300","33340","28500"
"New entrant CS","2021","Home Office","Asian","100","100","33950","28650"
"New entrant CS","2021","Home Office","Black","50","50","[c]","[c]"
"New entrant CS","2021","Home Office","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","1430","1400","31490","25770"
"New entrant CS","2021","Home Office","White","550","540","31580","24890"
"New entrant CS","2021","Ministry of Defence","Asian","150","140","34110","29180"
"New entrant CS","2021","Ministry of Defence","Black","80","80","29220","27600"
"New entrant CS","2021","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Mixed","70","70","30700","26930"
"New entrant CS","2021","Ministry of Defence","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","80","80","32230","28650"
"New entrant CS","2021","Ministry of Defence","Unknown","790","760","29920","25540"
"New entrant CS","2021","Ministry of Defence","White","3010","2940","30080","26350"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Asian","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","100","90","36130","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","White","240","230","38480","33210"
"New entrant CS","2021","Ministry of Justice","Asian","340","330","26240","22920"
"New entrant CS","2021","Ministry of Justice","Black","340","340","25940","23890"
"New entrant CS","2021","Ministry of Justice","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Mixed","200","190","26320","23260"
"New entrant CS","2021","Ministry of Justice","Other ethnicity","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Undeclared","90","90","25770","22850"
"New entrant CS","2021","Ministry of Justice","Unknown","3490","3350","24470","22680"
"New entrant CS","2021","Ministry of Justice","White","4280","4170","24460","22850"
"New entrant CS","2021","National Crime Agency","Asian","50","50","31840","30550"
"New entrant CS","2021","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","120","120","37670","36200"
"New entrant CS","2021","National Crime Agency","White","770","770","34000","32770"
"New entrant CS","2021","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","White","150","140","50630","46360"
"New entrant CS","2021","Office of Gas and Electricity Markets","Asian","30","30","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","White","230","230","33890","26000"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","White","140","140","38470","34800"
"New entrant CS","2021","Scotland Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","1020","980","31030","26160"
"New entrant CS","2021","Scottish Government","White","980","950","29450","26160"
"New entrant CS","2021","The National Archives","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","White","50","40","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","White","50","50","46590","44080"
"New entrant CS","2021","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Asian","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","260","250","30820","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","White","690","660","32050","29540"
"New entrant CS","2021","Wales Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Welsh Government","White","150","150","28290","25030"
"New entrant CS","2022","Attorney General's Departments","Asian","170","170","35730","29280"
"New entrant CS","2022","Attorney General's Departments","Black","80","80","30940","26950"
"New entrant CS","2022","Attorney General's Departments","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","White","690","670","34400","26970"
"New entrant CS","2022","Cabinet Office","Asian","90","90","36720","32950"
"New entrant CS","2022","Cabinet Office","Black","50","50","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Mixed","60","60","36240","34550"
"New entrant CS","2022","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","1020","1010","39300","28000"
"New entrant CS","2022","Cabinet Office","White","730","720","38290","32000"
"New entrant CS","2022","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","White","30","30","[c]","[c]"
"New entrant CS","2022","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","60","50","28420","26000"
"New entrant CS","2022","Charity Commission","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","White","80","80","48770","37210"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","120","110","34410","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","60","60","33790","32830"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","50","50","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","310","300","30280","26200"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","900","880","33200","30930"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Black","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","White","280","280","35740","34020"
"New entrant CS","2022","Department for Education","Asian","110","110","32350","29360"
"New entrant CS","2022","Department for Education","Black","50","50","35660","32910"
"New entrant CS","2022","Department for Education","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Unknown","220","220","35090","32940"
"New entrant CS","2022","Department for Education","White","660","650","35030","32870"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Asian","150","150","33870","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Black","80","80","34400","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Mixed","80","70","31640","29180"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","70","70","35250","34030"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","810","780","28960","24370"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","White","1740","1710","33260","29920"
"New entrant CS","2022","Department for International Trade","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","150","150","36090","31800"
"New entrant CS","2022","Department for International Trade","White","200","200","37980","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Asian","60","60","32810","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Black","50","40","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","150","140","34250","32780"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","White","390","390","36320","33210"
"New entrant CS","2022","Department for Transport","Asian","160","160","30950","26480"
"New entrant CS","2022","Department for Transport","Black","50","50","33090","32040"
"New entrant CS","2022","Department for Transport","Mixed","50","50","32600","26130"
"New entrant CS","2022","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Undeclared","50","50","32930","29970"
"New entrant CS","2022","Department for Transport","Unknown","840","810","29610","26130"
"New entrant CS","2022","Department for Transport","White","1070","1040","31050","26130"
"New entrant CS","2022","Department for Work and Pensions","Asian","1390","1360","27300","27570"
"New entrant CS","2022","Department for Work and Pensions","Black","670","650","28030","27570"
"New entrant CS","2022","Department for Work and Pensions","Mixed","300","290","26210","27570"
"New entrant CS","2022","Department for Work and Pensions","Other ethnicity","80","80","26840","27570"
"New entrant CS","2022","Department for Work and Pensions","Undeclared","220","210","27990","27570"
"New entrant CS","2022","Department for Work and Pensions","Unknown","1540","1510","26560","27570"
"New entrant CS","2022","Department for Work and Pensions","White","6370","6220","26030","27570"
"New entrant CS","2022","Department of Health and Social Care","Asian","340","310","33630","28590"
"New entrant CS","2022","Department of Health and Social Care","Black","220","200","31660","28690"
"New entrant CS","2022","Department of Health and Social Care","Mixed","100","90","35860","32330"
"New entrant CS","2022","Department of Health and Social Care","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","80","80","37110","32790"
"New entrant CS","2022","Department of Health and Social Care","Unknown","1010","710","42250","36330"
"New entrant CS","2022","Department of Health and Social Care","White","1550","1400","36940","32330"
"New entrant CS","2022","Estyn","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Mixed","[c]","[c]","[c]","[c]"
