"Status","Year","Region_ITL2","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cornwall and Isles of Scilly","30-39","South West (England)","270","250","27090","26670"
"In post","2022","Cornwall and Isles of Scilly","40-49","South West (England)","360","340","29150","27570"
"In post","2022","Cornwall and Isles of Scilly","50-59","South West (England)","690","640","28360","26930"
"In post","2022","Cornwall and Isles of Scilly","60-64","South West (England)","220","190","27450","26670"
"In post","2022","Cornwall and Isles of Scilly","65+","South West (England)","70","60","26650","26130"
"In post","2022","Cornwall and Isles of Scilly","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","16-19","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","20-29","North West (England)","250","240","24690","23360"
"In post","2022","Cumbria","30-39","North West (England)","390","360","27650","24920"
"In post","2022","Cumbria","40-49","North West (England)","680","610","29120","25880"
"In post","2022","Cumbria","50-59","North West (England)","730","690","30320","26830"
"In post","2022","Cumbria","60-64","North West (England)","210","180","28860","24800"
"In post","2022","Cumbria","65+","North West (England)","50","40","30750","26710"
"In post","2022","Derbyshire and Nottinghamshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","20-29","East Midlands (England)","2210","2170","27050","26590"
"In post","2022","Derbyshire and Nottinghamshire","30-39","East Midlands (England)","2870","2710","31180","27570"
"In post","2022","Derbyshire and Nottinghamshire","40-49","East Midlands (England)","3250","3030","34050","30950"
"In post","2022","Derbyshire and Nottinghamshire","50-59","East Midlands (England)","4070","3800","33910","28430"
"In post","2022","Derbyshire and Nottinghamshire","60-64","East Midlands (England)","1040","850","30610","27570"
"In post","2022","Derbyshire and Nottinghamshire","65+","East Midlands (England)","250","180","31400","27570"
"In post","2022","Devon","16-19","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Devon","20-29","South West (England)","1080","1060","25980","24770"
"In post","2022","Devon","30-39","South West (England)","1830","1710","31650","28340"
"In post","2022","Devon","40-49","South West (England)","2270","2090","34360","31650"
"In post","2022","Devon","50-59","South West (England)","2960","2750","33790","28200"
"In post","2022","Devon","60-64","South West (England)","850","700","29990","27370"
"In post","2022","Devon","65+","South West (England)","300","230","29160","26420"
"In post","2022","Dorset and Somerset","16-19","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","20-29","South West (England)","600","580","25610","25100"
"In post","2022","Dorset and Somerset","30-39","South West (England)","920","870","30280","27570"
"In post","2022","Dorset and Somerset","40-49","South West (England)","1190","1120","32020","28000"
"In post","2022","Dorset and Somerset","50-59","South West (England)","1930","1810","31570","27570"
"In post","2022","Dorset and Somerset","60-64","South West (England)","610","520","30180","27570"
"In post","2022","Dorset and Somerset","65+","South West (England)","220","170","28340","27260"
"In post","2022","Dorset and Somerset","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","16-19","East of England","30","30","[c]","[c]"
"In post","2022","East Anglia","20-29","East of England","1670","1640","26070","25700"
"In post","2022","East Anglia","30-39","East of England","2390","2240","29970","27570"
"In post","2022","East Anglia","40-49","East of England","3010","2790","32160","28700"
"In post","2022","East Anglia","50-59","East of England","4170","3950","31960","27570"
"In post","2022","East Anglia","60-64","East of England","1240","1060","29650","27380"
"In post","2022","East Anglia","65+","East of England","410","320","28940","26500"
"In post","2022","East Wales","16-19","Wales","50","50","21020","21250"
"In post","2022","East Wales","20-29","Wales","3530","3480","27530","26410"
"In post","2022","East Wales","30-39","Wales","5240","5010","33450","30710"
"In post","2022","East Wales","40-49","Wales","4820","4550","37670","33370"
"In post","2022","East Wales","50-59","Wales","5280","4980","35830","30660"
"In post","2022","East Wales","60-64","Wales","1440","1190","32190","27570"
"In post","2022","East Wales","65+","Wales","490","360","33250","27570"
"In post","2022","East Wales","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","20-29","Yorkshire and The Humber","710","690","24460","24090"
"In post","2022","East Yorkshire and Northern Lincolnshire","30-39","Yorkshire and The Humber","890","820","28110","26880"
"In post","2022","East Yorkshire and Northern Lincolnshire","40-49","Yorkshire and The Humber","1030","960","29550","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","50-59","Yorkshire and The Humber","1740","1600","29720","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","60-64","Yorkshire and The Humber","470","370","28770","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","65+","Yorkshire and The Humber","110","80","27640","27130"
"In post","2022","Eastern Scotland","16-19","Scotland","60","60","22150","21250"
"In post","2022","Eastern Scotland","20-29","Scotland","3360","3300","28340","27230"
"In post","2022","Eastern Scotland","30-39","Scotland","5000","4810","35330","32000"
"In post","2022","Eastern Scotland","40-49","Scotland","4870","4590","39340","34600"
"In post","2022","Eastern Scotland","50-59","Scotland","5740","5460","37830","33240"
"In post","2022","Eastern Scotland","60-64","Scotland","1520","1240","34400","28920"
"In post","2022","Eastern Scotland","65+","Scotland","450","350","32910","27570"
"In post","2022","Eastern Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Essex","16-19","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Essex","20-29","East of England","680","670","26740","25040"
"In post","2022","Essex","30-39","East of England","890","840","30520","29290"
"In post","2022","Essex","40-49","East of England","1220","1130","32400","29290"
"In post","2022","Essex","50-59","East of England","1810","1680","33000","29290"
"In post","2022","Essex","60-64","East of England","510","430","30650","28920"
"In post","2022","Essex","65+","East of England","200","140","29080","28200"
"In post","2022","Essex","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","South West (England)","140","140","19380","19460"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","South West (England)","5530","5470","28420","27540"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","South West (England)","7030","6680","35990","33840"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","South West (England)","6720","6360","40240","38070"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","South West (England)","7910","7600","40430","37830"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","South West (England)","2150","1870","38040","33840"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","South West (England)","700","560","34770","30220"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","16-19","North West (England)","60","60","22560","21260"
"In post","2022","Greater Manchester","20-29","North West (England)","3930","3890","28250","26820"
"In post","2022","Greater Manchester","30-39","North West (England)","5150","4960","33020","29580"
"In post","2022","Greater Manchester","40-49","North West (England)","4830","4580","34420","30210"
"In post","2022","Greater Manchester","50-59","North West (England)","5770","5430","33170","27570"
"In post","2022","Greater Manchester","60-64","North West (England)","1490","1200","29710","27570"
"In post","2022","Greater Manchester","65+","North West (England)","370","270","29660","27570"
"In post","2022","Greater Manchester","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","16-19","South East (England)","40","30","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","20-29","South East (England)","1990","1960","28290","27010"
"In post","2022","Hampshire and Isle of Wight","30-39","South East (England)","2710","2560","33870","31820"
"In post","2022","Hampshire and Isle of Wight","40-49","South East (England)","3240","3020","36150","33000"
"In post","2022","Hampshire and Isle of Wight","50-59","South East (England)","5100","4740","33850","29230"
"In post","2022","Hampshire and Isle of Wight","60-64","South East (England)","1750","1480","31110","27570"
"In post","2022","Hampshire and Isle of Wight","65+","South East (England)","740","570","29450","26120"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","20-29","West Midlands (England)","530","520","24720","24260"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","30-39","West Midlands (England)","770","720","27830","26350"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","40-49","West Midlands (England)","970","910","31510","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","50-59","West Midlands (England)","1410","1330","30140","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","60-64","West Midlands (England)","380","320","28790","26670"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","65+","West Midlands (England)","140","110","27490","26510"
"In post","2022","Highlands and Islands","16-19","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","20-29","Scotland","190","190","25770","25000"
"In post","2022","Highlands and Islands","30-39","Scotland","340","330","29820","27570"
"In post","2022","Highlands and Islands","40-49","Scotland","460","440","31460","28090"
"In post","2022","Highlands and Islands","50-59","Scotland","700","670","30880","27570"
"In post","2022","Highlands and Islands","60-64","Scotland","250","210","28730","27570"
"In post","2022","Highlands and Islands","65+","Scotland","50","40","27210","26780"
"In post","2022","Inner London - East","16-19","London","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","20-29","London","3380","3350","35030","32260"
"In post","2022","Inner London - East","30-39","London","4350","4210","43690","38600"
"In post","2022","Inner London - East","40-49","London","4330","4110","46180","40200"
"In post","2022","Inner London - East","50-59","London","5070","4900","43480","37930"
"In post","2022","Inner London - East","60-64","London","1360","1210","40990","34650"
"In post","2022","Inner London - East","65+","London","550","450","39180","33270"
"In post","2022","Inner London - West","16-19","London","90","90","25410","25170"
"In post","2022","Inner London - West","20-29","London","16800","16730","38160","34710"
"In post","2022","Inner London - West","30-39","London","16100","15710","49930","52430"
"In post","2022","Inner London - West","40-49","London","12820","12240","54570","54280"
