"Status","Year","Function_of_post","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Digital, Data and Technology","1390","1380","37700","34260"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Science and Engineering","50","50","25870","21430"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Unknown","160","160","43580","40600"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Digital, Data and Technology","80","80","35930","33080"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Digital, Data and Technology","830","790","37340","33600"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","60","60","43280","40600"
"New entrant CS","2022","Finance","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Finance","50","50","33450","29360"
"New entrant CS","2022","Finance","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Finance","450","440","34180","31990"
"New entrant CS","2022","Finance","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Finance","460","390","34870","31990"
"New entrant CS","2022","Finance","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Operational Delivery","500","480","21600","21300"
"New entrant CS","2022","Grants Management","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Human Resources","80","80","32840","29740"
"New entrant CS","2022","Human Resources","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Human Resources","570","550","33400","30400"
"New entrant CS","2022","Human Resources","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Operational Delivery","80","80","27620","27570"
"New entrant CS","2022","Human Resources","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Unknown","110","110","33550","28000"
"New entrant CS","2022","Human Resources","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Human Resources","370","340","33680","28970"
"New entrant CS","2022","Human Resources","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Internal Audit","40","40","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Legal","60","60","43920","43920"
"New entrant CS","2022","Legal","Declared disabled","Operational Delivery","50","40","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Legal","550","530","45390","47500"
"New entrant CS","2022","Legal","Declared non-disabled","Operational Delivery","240","230","22400","21250"
"New entrant CS","2022","Legal","Declared non-disabled","Other","90","80","27700","26950"
"New entrant CS","2022","Legal","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Legal","110","110","41910","40880"
"New entrant CS","2022","Legal","Unknown","Operational Delivery","80","80","22850","22200"
"New entrant CS","2022","Legal","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Operational Delivery","2810","2680","27060","25120"
"New entrant CS","2022","No function","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Other","90","90","28420","24250"
"New entrant CS","2022","No function","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Policy","310","300","35310","32560"
"New entrant CS","2022","No function","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Science and Engineering","80","80","30570","28590"
"New entrant CS","2022","No function","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Tax","120","120","28530","26590"
"New entrant CS","2022","No function","Declared disabled","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","No function","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Economics","30","30","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Geography","30","30","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Inspector of Education and Training","150","140","58650","51360"
"New entrant CS","2022","No function","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","International Trade","90","90","36890","31800"
"New entrant CS","2022","No function","Declared non-disabled","Knowledge and Information Management","100","90","31560","28590"
"New entrant CS","2022","No function","Declared non-disabled","Legal","50","50","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Medicine","50","40","72280","84560"
"New entrant CS","2022","No function","Declared non-disabled","Operational Delivery","17660","17020","26230","24090"
"New entrant CS","2022","No function","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Other","560","550","29680","25750"
"New entrant CS","2022","No function","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Policy","1900","1880","37070","33570"
"New entrant CS","2022","No function","Declared non-disabled","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Psychology","130","130","26950","27700"
"New entrant CS","2022","No function","Declared non-disabled","Science and Engineering","800","770","31220","28590"
"New entrant CS","2022","No function","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Declared non-disabled","Tax","1170","1150","28130","26590"
"New entrant CS","2022","No function","Declared non-disabled","Unknown","420","420","35510","33080"
"New entrant CS","2022","No function","Declared non-disabled","Veterinarian","30","30","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Operational Delivery","890","840","27040","26130"
"New entrant CS","2022","No function","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Policy","180","170","34850","33390"
"New entrant CS","2022","No function","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Tax","50","50","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","No function","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Geography","30","30","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","International Trade","100","100","37680","31800"
"New entrant CS","2022","No function","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Legal","70","60","34460","34260"
"New entrant CS","2022","No function","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Operational Delivery","10630","10030","26630","24080"
"New entrant CS","2022","No function","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Other","120","110","27530","21640"
"New entrant CS","2022","No function","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Policy","1030","990","35780","32940"
"New entrant CS","2022","No function","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Psychology","50","50","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Science and Engineering","70","70","34620","30410"
"New entrant CS","2022","No function","Unknown","Tax","600","590","27230","26590"
"New entrant CS","2022","No function","Unknown","Unknown","950","930","30380","28000"
"New entrant CS","2022","No function","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Project Delivery","70","70","33600","33000"
"New entrant CS","2022","Project Delivery","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Operational Delivery","90","80","28040","24530"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Other","150","150","28330","26000"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Policy","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Project Delivery","630","620","36750","33210"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Science and Engineering","230","230","37160","33000"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Other","80","70","27040","22450"
"New entrant CS","2022","Project Delivery","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Project Delivery","270","260","39330","37910"
"New entrant CS","2022","Project Delivery","Unknown","Science and Engineering","160","160","30680","29500"
"New entrant CS","2022","Project Delivery","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
