"Status","Year","Ethnicity","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","White","International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Knowledge and Information Management","30-39","60","60","41630","38200"
"Leaver Dept.","2022","White","Knowledge and Information Management","40-49","60","50","45870","48860"
"Leaver Dept.","2022","White","Knowledge and Information Management","50-59","60","50","50330","49560"
"Leaver Dept.","2022","White","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Medicine","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Medicine","30-39","50","50","63200","53080"
"Leaver Dept.","2022","White","Medicine","40-49","80","60","77770","84560"
"Leaver Dept.","2022","White","Medicine","50-59","70","60","106980","114000"
"Leaver Dept.","2022","White","Medicine","60-64","30","30","[c]","[c]"
"Leaver Dept.","2022","White","Medicine","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Operational Delivery","20-29","1370","1330","27300","26880"
"Leaver Dept.","2022","White","Operational Delivery","30-39","1410","1350","32300","27570"
"Leaver Dept.","2022","White","Operational Delivery","40-49","1190","1100","36860","30320"
"Leaver Dept.","2022","White","Operational Delivery","50-59","1040","980","37190","29660"
"Leaver Dept.","2022","White","Operational Delivery","60-64","210","180","42460","32440"
"Leaver Dept.","2022","White","Operational Delivery","65+","60","50","38760","29620"
"Leaver Dept.","2022","White","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Operational Research","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Other","20-29","170","170","27060","27350"
"Leaver Dept.","2022","White","Other","30-39","130","130","31310","27570"
"Leaver Dept.","2022","White","Other","40-49","120","120","36620","30800"
"Leaver Dept.","2022","White","Other","50-59","80","80","33190","27570"
"Leaver Dept.","2022","White","Other","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Other","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Planning","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Planning","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Planning","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Planning","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Planning Inspectors","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Planning Inspectors","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Policy","20-29","520","480","37820","34490"
"Leaver Dept.","2022","White","Policy","30-39","470","430","49430","52280"
"Leaver Dept.","2022","White","Policy","40-49","210","190","55890","53760"
"Leaver Dept.","2022","White","Policy","50-59","130","100","56040","53250"
"Leaver Dept.","2022","White","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","20-29","90","90","31480","29520"
"Leaver Dept.","2022","White","Project Delivery","30-39","80","80","39410","38480"
"Leaver Dept.","2022","White","Project Delivery","40-49","100","100","47090","42090"
"Leaver Dept.","2022","White","Project Delivery","50-59","60","60","45540","40580"
"Leaver Dept.","2022","White","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","White","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Property","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Psychology","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Psychology","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Science and Engineering","20-29","360","360","28160","27540"
"Leaver Dept.","2022","White","Science and Engineering","30-39","370","350","37170","36690"
"Leaver Dept.","2022","White","Science and Engineering","40-49","410","380","44900","41580"
"Leaver Dept.","2022","White","Science and Engineering","50-59","330","300","48210","46000"
"Leaver Dept.","2022","White","Science and Engineering","60-64","70","60","50160","43390"
"Leaver Dept.","2022","White","Science and Engineering","65+","40","20","[c]","[c]"
"Leaver Dept.","2022","White","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Social Research","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Social Research","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Social Research","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Social Research","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Statistics","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","White","Statistics","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Statistics","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Statistics","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Tax","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Tax","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Tax","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Tax","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Tax","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","20-29","630","580","36020","34550"
"Leaver Dept.","2022","White","Unknown","30-39","630","560","47170","49700"
"Leaver Dept.","2022","White","Unknown","40-49","420","370","52320","54490"
"Leaver Dept.","2022","White","Unknown","50-59","260","230","52560","49700"
"Leaver Dept.","2022","White","Unknown","60-64","30","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Commercial","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Communications","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","30-39","60","60","46220","42890"
"New entrant CS","2021","Asian","Digital, Data and Technology","40-49","50","50","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Economics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Economics","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Economics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Economics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Economics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inspector of Education and Training","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Asian","Legal","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicine","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Delivery","20-29","330","310","24380","23140"
"New entrant CS","2021","Asian","Operational Delivery","30-39","180","170","28490","25850"
"New entrant CS","2021","Asian","Operational Delivery","40-49","110","110","30040","24370"
"New entrant CS","2021","Asian","Operational Delivery","50-59","60","60","28310","24370"
"New entrant CS","2021","Asian","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Operational Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Other","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Other","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning Inspectors","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","20-29","140","140","32240","32560"
"New entrant CS","2021","Asian","Policy","30-39","40","30","[c]","[c]"
"New entrant CS","2021","Asian","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Policy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Project Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Psychology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Psychology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Psychology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Psychology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Psychology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Security","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Research","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Statistics","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Tax","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Tax","20-29","90","90","22350","20140"
"New entrant CS","2021","Asian","Tax","30-39","50","40","[c]","[c]"
"New entrant CS","2021","Asian","Tax","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Asian","Tax","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Tax","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Tax","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","20-29","1030","1020","27830","27570"
"New entrant CS","2021","Asian","Unknown","30-39","630","610","29150","27570"
"New entrant CS","2021","Asian","Unknown","40-49","340","330","30670","27570"
"New entrant CS","2021","Asian","Unknown","50-59","140","130","29520","27570"
"New entrant CS","2021","Asian","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinarian","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Commercial","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Communications","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Economics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Human Resources","40-49","[c]","[c]","[c]","[c]"
