"Status","Year","Region_ITL1","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","South East (England)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Unknown","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Heterosexual / straight","Declared disabled","60","60","32400","30950"
"Leaver Dept.","2021","South West (England)","Heterosexual / straight","Declared non-disabled","430","420","34760","31950"
"Leaver Dept.","2021","South West (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","LGBO","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","South West (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Unknown","Unknown","130","130","34960","32710"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Declared non-disabled","190","180","38570","32000"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","400","390","33780","32000"
"Leaver Dept.","2021","Wales","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Heterosexual / straight","Declared non-disabled","260","240","31110","27570"
"Leaver Dept.","2021","Wales","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Declared non-disabled","70","70","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","Unknown","Unknown","130","130","33020","27230"
"Leaver Dept.","2021","West Midlands (England)","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Heterosexual / straight","Declared non-disabled","240","230","27800","22570"
"Leaver Dept.","2021","West Midlands (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Declared non-disabled","80","70","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Unknown","Unknown","120","110","31280","24250"
"Leaver Dept.","2021","Yorkshire and The Humber","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Heterosexual / straight","Declared non-disabled","250","240","33020","28800"
"Leaver Dept.","2021","Yorkshire and The Humber","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Declared non-disabled","80","70","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Unknown","Unknown","180","150","34000","31680"
"Leaver Dept.","2022","East Midlands (England)","Heterosexual / straight","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Heterosexual / straight","Declared non-disabled","320","300","31580","27570"
"Leaver Dept.","2022","East Midlands (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Unknown","90","90","34540","27570"
"Leaver Dept.","2022","East of England","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","East of England","Heterosexual / straight","Declared non-disabled","370","350","36430","30460"
"Leaver Dept.","2022","East of England","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Heterosexual / straight","Unknown","50","50","42690","36060"
"Leaver Dept.","2022","East of England","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","Unknown","80","80","45700","36060"
"Leaver Dept.","2022","London","Heterosexual / straight","Declared disabled","460","440","42790","37640"
"Leaver Dept.","2022","London","Heterosexual / straight","Declared non-disabled","4710","4490","43960","39840"
"Leaver Dept.","2022","London","Heterosexual / straight","Undeclared","140","130","38890","34160"
"Leaver Dept.","2022","London","Heterosexual / straight","Unknown","510","390","44480","40070"
"Leaver Dept.","2022","London","LGBO","Declared disabled","110","100","38340","34550"
"Leaver Dept.","2022","London","LGBO","Declared non-disabled","430","410","43300","39190"
"Leaver Dept.","2022","London","LGBO","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","London","LGBO","Unknown","60","40","[c]","[c]"
"Leaver Dept.","2022","London","Undeclared","Declared disabled","70","70","41010","36650"
"Leaver Dept.","2022","London","Undeclared","Declared non-disabled","420","390","42960","37090"
"Leaver Dept.","2022","London","Undeclared","Undeclared","150","140","44620","40600"
"Leaver Dept.","2022","London","Undeclared","Unknown","700","130","51480","42850"
"Leaver Dept.","2022","London","Unknown","Declared disabled","70","50","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Declared non-disabled","450","280","50470","46660"
"Leaver Dept.","2022","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Unknown","1940","1800","44010","35590"
"Leaver Dept.","2022","North East (England)","Heterosexual / straight","Declared disabled","60","60","29830","27570"
"Leaver Dept.","2022","North East (England)","Heterosexual / straight","Declared non-disabled","440","420","31360","27570"
"Leaver Dept.","2022","North East (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","North East (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Declared non-disabled","160","150","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","Unknown","160","150","32950","27570"
"Leaver Dept.","2022","North West (England)","Heterosexual / straight","Declared disabled","150","140","32120","27830"
"Leaver Dept.","2022","North West (England)","Heterosexual / straight","Declared non-disabled","1030","990","31440","27570"
"Leaver Dept.","2022","North West (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Heterosexual / straight","Unknown","100","90","37880","31420"
"Leaver Dept.","2022","North West (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","LGBO","Declared non-disabled","70","70","33200","27570"
"Leaver Dept.","2022","North West (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Undeclared","Declared non-disabled","60","60","32620","27570"
"Leaver Dept.","2022","North West (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Undeclared","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","Declared non-disabled","190","180","31200","27570"
"Leaver Dept.","2022","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","Unknown","300","280","32100","27570"
"Leaver Dept.","2022","Northern Ireland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Heterosexual / straight","Declared disabled","70","60","28150","27570"
"Leaver Dept.","2022","Scotland","Heterosexual / straight","Declared non-disabled","540","530","29180","27570"
"Leaver Dept.","2022","Scotland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","LGBO","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Unknown","Declared non-disabled","210","200","32910","27570"
"Leaver Dept.","2022","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Unknown","Unknown","220","210","33770","30450"
"Leaver Dept.","2022","South East (England)","Heterosexual / straight","Declared disabled","60","60","38080","30580"
"Leaver Dept.","2022","South East (England)","Heterosexual / straight","Declared non-disabled","530","490","36960","30800"
"Leaver Dept.","2022","South East (England)","Heterosexual / straight","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Heterosexual / straight","Unknown","90","90","45850","40560"
"Leaver Dept.","2022","South East (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Unknown","140","140","43440","39460"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Declared disabled","110","100","33900","30240"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Declared non-disabled","1240","1180","35130","30020"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Unknown","140","130","43050","37910"
"Leaver Dept.","2022","South West (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Declared non-disabled","70","60","33280","27570"
"Leaver Dept.","2022","South West (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Declared non-disabled","120","110","36730","30250"
"Leaver Dept.","2022","South West (England)","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Unknown","70","70","45860","40960"
"Leaver Dept.","2022","South West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Declared non-disabled","60","60","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Unknown","210","200","42720","38870"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Declared non-disabled","220","220","38290","33250"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","170","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","200","200","36280","32000"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Declared non-disabled","320","310","33470","27570"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Declared non-disabled","70","60","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Unknown","150","140","33410","29540"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Declared disabled","80","80","30870","27570"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Declared non-disabled","690","650","31840","27570"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Unknown","60","50","45590","38000"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Declared non-disabled","90","90","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Unknown","210","200","35420","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Declared disabled","100","90","33970","30190"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Declared non-disabled","740","690","36600","31990"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Unknown","100","50","43740","36740"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Undeclared","Unknown","270","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
