"Status","Year","Sex","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Submarine Delivery Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Submarine Delivery Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Submarine Delivery Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Submarine Delivery Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Submarine Delivery Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Submarine Delivery Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Teaching Regulation Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Teaching Regulation Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Teaching Regulation Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Teaching Regulation Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The Insolvency Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The Insolvency Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Transport Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Transport Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Transport Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Transport Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Debt Management Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Debt Management Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Debt Management Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Debt Management Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Health Security Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Health Security Agency","20-29","490","460","29180","26880"
"New entrant CS","2022","Female","UK Health Security Agency","30-39","360","330","38720","36330"
"New entrant CS","2022","Female","UK Health Security Agency","40-49","270","250","40130","36330"
"New entrant CS","2022","Female","UK Health Security Agency","50-59","200","180","42180","38150"
"New entrant CS","2022","Female","UK Health Security Agency","60-64","50","40","[c]","[c]"
"New entrant CS","2022","Female","UK Health Security Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Hydrographic Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Hydrographic Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Hydrographic Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Hydrographic Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Hydrographic Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Space Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Space Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Space Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Space Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Statistics Authority","20-29","230","220","27530","30710"
"New entrant CS","2022","Female","UK Statistics Authority","30-39","130","120","31800","30710"
"New entrant CS","2022","Female","UK Statistics Authority","40-49","100","80","31480","30210"
"New entrant CS","2022","Female","UK Statistics Authority","50-59","70","50","25330","19860"
"New entrant CS","2022","Female","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Valuation Office Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Valuation Office Agency","20-29","120","120","26290","25000"
"New entrant CS","2022","Female","Valuation Office Agency","30-39","60","60","26780","22010"
"New entrant CS","2022","Female","Valuation Office Agency","40-49","50","40","[c]","[c]"
"New entrant CS","2022","Female","Valuation Office Agency","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Female","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Valuation Office Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Vehicle Certification Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Vehicle Certification Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Vehicle Certification Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Vehicle Certification Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Vehicle Certification Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Vehicle Certification Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinary Medicines Directorate","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinary Medicines Directorate","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinary Medicines Directorate","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinary Medicines Directorate","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government (excl. agencies)","20-29","70","70","26700","25860"
"New entrant CS","2022","Female","Welsh Government (excl. agencies)","30-39","50","40","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government (excl. agencies)","40-49","60","60","39180","40100"
"New entrant CS","2022","Female","Welsh Government (excl. agencies)","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Revenue Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Revenue Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Revenue Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Revenue Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wilton Park","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wilton Park","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wilton Park","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wilton Park","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Wilton Park","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Accountant in Bankruptcy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Accountant in Bankruptcy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Accountant in Bankruptcy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Advisory, Conciliation and Arbitration Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Advisory, Conciliation and Arbitration Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Advisory, Conciliation and Arbitration Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Animal and Plant Health Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Animal and Plant Health Agency","20-29","90","80","24710","24370"
"New entrant CS","2022","Male","Animal and Plant Health Agency","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Male","Animal and Plant Health Agency","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Male","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Animal and Plant Health Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cabinet Office (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cabinet Office (excl. agencies)","20-29","420","420","29880","28000"
"New entrant CS","2022","Male","Cabinet Office (excl. agencies)","30-39","170","170","48050","40600"
"New entrant CS","2022","Male","Cabinet Office (excl. agencies)","40-49","110","110","59040","55000"
"New entrant CS","2022","Male","Cabinet Office (excl. agencies)","50-59","90","80","63450","54700"
"New entrant CS","2022","Male","Cabinet Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cabinet Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Centre for Environment, Fisheries and Aquaculture Science","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Companies House","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Companies House","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Companies House","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Companies House","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Companies House","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Criminal Injuries Compensation Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Criminal Injuries Compensation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Criminal Injuries Compensation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Criminal Injuries Compensation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Criminal Injuries Compensation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Commercial Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Commercial Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Office and Procurator Fiscal Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Office and Procurator Fiscal Service","20-29","70","60","25770","21050"
"New entrant CS","2022","Male","Crown Office and Procurator Fiscal Service","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Male","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Office and Procurator Fiscal Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Office and Procurator Fiscal Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Prosecution Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Prosecution Service","20-29","80","80","26060","23770"
"New entrant CS","2022","Male","Crown Prosecution Service","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Male","Crown Prosecution Service","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Male","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Defence Equipment and Support","16-19","60","60","17760","17140"
"New entrant CS","2022","Male","Defence Equipment and Support","20-29","220","220","25170","24750"
"New entrant CS","2022","Male","Defence Equipment and Support","30-39","120","120","35760","35000"
"New entrant CS","2022","Male","Defence Equipment and Support","40-49","110","110","37430","36250"
"New entrant CS","2022","Male","Defence Equipment and Support","50-59","120","110","39610","39480"
"New entrant CS","2022","Male","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Defence Science and Technology Laboratory","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Defence Science and Technology Laboratory","20-29","250","250","25960","26030"
"New entrant CS","2022","Male","Defence Science and Technology Laboratory","30-39","60","60","37000","35860"
"New entrant CS","2022","Male","Defence Science and Technology Laboratory","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Male","Defence Science and Technology Laboratory","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Defence Science and Technology Laboratory","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Defence Science and Technology Laboratory","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","180","180","33230","33570"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","80","80","39980","38620"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","20-29","110","110","33810","34020"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Education (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Education (excl. agencies)","20-29","130","130","29870","28500"
"New entrant CS","2022","Male","Department for Education (excl. agencies)","30-39","90","90","37800","36500"
"New entrant CS","2022","Male","Department for Education (excl. agencies)","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Male","Department for Education (excl. agencies)","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Male","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","350","340","33410","32560"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","210","210","40050","37000"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","130","130","47180","47550"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","70","70","42810","38750"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","20-29","140","140","31470","31800"
"New entrant CS","2022","Male","Department for International Trade","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","20-29","140","140","31400","30190"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","30-39","70","70","40390","37720"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Levelling Up, Housing and Communities (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Transport (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Transport (excl. agencies)","20-29","170","160","36660","34710"
"New entrant CS","2022","Male","Department for Transport (excl. agencies)","30-39","120","120","48740","48770"
"New entrant CS","2022","Male","Department for Transport (excl. agencies)","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Male","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Transport (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Work and Pensions (excl. agencies)","16-19","60","60","22230","21260"
"New entrant CS","2022","Male","Department for Work and Pensions (excl. agencies)","20-29","1710","1710","25390","24250"
"New entrant CS","2022","Male","Department for Work and Pensions (excl. agencies)","30-39","1170","1170","27560","27570"
"New entrant CS","2022","Male","Department for Work and Pensions (excl. agencies)","40-49","730","720","28460","27570"
"New entrant CS","2022","Male","Department for Work and Pensions (excl. agencies)","50-59","540","540","27620","27570"
"New entrant CS","2022","Male","Department for Work and Pensions (excl. agencies)","60-64","120","120","24350","21260"
"New entrant CS","2022","Male","Department for Work and Pensions (excl. agencies)","65+","30","30","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care (excl. agencies)","20-29","160","110","31110","29520"
"New entrant CS","2022","Male","Department of Health and Social Care (excl. agencies)","30-39","80","50","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care (excl. agencies)","40-49","50","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care (excl. agencies)","50-59","40","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Disclosure Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Disclosure Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Disclosure Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Disclosure Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Disclosure Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Disclosure Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Driver and Vehicle Licensing Agency","16-19","40","30","[c]","[c]"
"New entrant CS","2022","Male","Driver and Vehicle Licensing Agency","20-29","130","130","21000","21840"
"New entrant CS","2022","Male","Driver and Vehicle Licensing Agency","30-39","70","70","24590","21840"
"New entrant CS","2022","Male","Driver and Vehicle Licensing Agency","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Male","Driver and Vehicle Licensing Agency","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Male","Driver and Vehicle Licensing Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Driver and Vehicle Licensing Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Driver and Vehicle Standards Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Driver and Vehicle Standards Agency","20-29","70","70","24350","21840"
"New entrant CS","2022","Male","Driver and Vehicle Standards Agency","30-39","80","80","26560","26130"
"New entrant CS","2022","Male","Driver and Vehicle Standards Agency","40-49","80","80","27380","26130"
"New entrant CS","2022","Male","Driver and Vehicle Standards Agency","50-59","150","140","27490","26130"
"New entrant CS","2022","Male","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Education and Skills Funding Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Education and Skills Funding Agency","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Male","Education and Skills Funding Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Education and Skills Funding Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Education and Skills Funding Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Education Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Education Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Education Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Education Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Education Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Estyn","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Estyn","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Estyn","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Estyn","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Food Standards Scotland","60-64","[c]","[c]","[c]","[c]"
