"Status","Year","Organisation","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Public Health England","Finance","Male","60","60","46160","41950"
"Leaver Dept.","2022","Public Health England","Human Resources","Female","140","140","42000","36330"
"Leaver Dept.","2022","Public Health England","Human Resources","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","No function","Female","4020","3610","41060","36330"
"Leaver Dept.","2022","Public Health England","No function","Male","1780","1670","47210","40070"
"Leaver Dept.","2022","Public Health England","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Public Health England","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Queen Elizabeth II Centre","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Grants Management","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","No function","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Analysis","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Analysis","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","No function","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","No function","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Unknown","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","No function","Female","90","80","25310","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","No function","Male","60","60","26100","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","No function","Female","300","290","24850","24370"
"New entrant CS","2021","Animal and Plant Health Agency","No function","Male","180","170","25720","24370"
"New entrant CS","2021","Animal and Plant Health Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Commercial","Female","110","100","70620","70000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Commercial","Male","130","130","78830","72000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Communications","Female","50","50","34110","34550"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Communications","Male","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","Female","90","90","41770","40600"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","Male","90","90","46200","49700"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Human Resources","Female","70","70","31470","27750"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Human Resources","Male","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","No function","Female","540","540","31270","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","No function","Male","360","360","33470","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Security","Female","60","60","25740","22380"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Security","Male","70","70","27450","20920"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","No function","Male","[c]","[c]","[c]","[c]"
