"Status","Year","Region_ITL3","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Wiltshire","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","G6/G7","No function","40","40","[c]","[c]"
"New entrant CS","2021","Wiltshire","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SEO/HEO","No function","170","150","32700","31370"
"New entrant CS","2021","Wiltshire","SEO/HEO","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Wiltshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Wiltshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wiltshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","AA/AO","No function","50","50","21910","22350"
"New entrant CS","2021","Wirral","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","AA/AO","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Wirral","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wirral","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wolverhampton","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wolverhampton","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wolverhampton","EO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Wolverhampton","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wolverhampton","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wolverhampton","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","AA/AO","No function","140","140","21870","22850"
"New entrant CS","2021","Worcestershire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","EO","Unknown","50","50","27570","27570"
"New entrant CS","2021","Worcestershire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Worcestershire","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","AA/AO","No function","50","50","[c]","[c]"
"New entrant CS","2021","York","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","AA/AO","Security","30","30","[c]","[c]"
"New entrant CS","2021","York","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","EO","No function","50","50","25660","26370"
"New entrant CS","2021","York","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","York","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","No function","70","60","33250","30020"
"New entrant CS","2021","York","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","York","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","AA/AO","No function","70","70","22050","21840"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","EO","No function","40","40","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","EO","Unknown","60","50","27170","27230"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Aberdeen City and Aberdeenshire","SEO/HEO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","AA/AO","No function","80","80","21290","21260"
"New entrant CS","2022","Angus and Dundee City","AA/AO","Unknown","290","280","21550","21050"
"New entrant CS","2022","Angus and Dundee City","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","EO","Unknown","190","190","27440","27230"
"New entrant CS","2022","Angus and Dundee City","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Angus and Dundee City","SEO/HEO","Unknown","70","70","33610","31540"
"New entrant CS","2022","Antrim and Newtownabbey","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Antrim and Newtownabbey","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ards and North Down","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Armagh City, Banbridge and Craigavon","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Armagh City, Banbridge and Craigavon","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Armagh City, Banbridge and Craigavon","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","EO","No function","50","50","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barking & Dagenham and Havering","Unknown","No function","50","40","[c]","[c]"
"New entrant CS","2022","Barnet","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","AA/AO","No function","80","60","23960","23780"
"New entrant CS","2022","Barnet","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","EO","No function","120","110","28290","26880"
"New entrant CS","2022","Barnet","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","SEO/HEO","No function","60","60","35450","32330"
"New entrant CS","2022","Barnet","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnet","Unknown","No function","60","60","31890","27980"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","AA/AO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","AA/AO","No function","160","160","22110","21260"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","EO","No function","50","50","27320","27570"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Barnsley, Doncaster and Rotherham","Unknown","No function","110","100","27650","25480"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","No function","70","70","21580","20970"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Finance","50","50","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","No function","60","60","24170","26850"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Project Delivery","250","250","21950","22000"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Project Delivery","50","40","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","No function","40","40","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Project Delivery","310","310","36170","35000"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","No function","60","50","27070","25570"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Project Delivery","120","120","35770","32000"
"New entrant CS","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","AA/AO","No function","90","90","25800","28140"
"New entrant CS","2022","Bedford","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","Unknown","No function","50","50","[c]","[c]"
"New entrant CS","2022","Belfast","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","AA/AO","No function","170","170","21220","21250"
"New entrant CS","2022","Belfast","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","EO","No function","90","80","26360","26590"
"New entrant CS","2022","Belfast","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","SEO/HEO","No function","90","90","33740","33080"
"New entrant CS","2022","Belfast","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
