"Status","Year","Organisation","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Attorney General's Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Heterosexual / straight","Female","320","310","36350","34550"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Heterosexual / straight","Male","240","240","41740","34550"
"New entrant CS","2021","Cabinet Office (excl. agencies)","LGBO","Female","30","30","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","LGBO","Male","50","50","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","Female","30","30","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Female","580","580","37570","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","Male","460","460","44880","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Heterosexual / straight","Female","40","40","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Heterosexual / straight","Female","50","50","36220","34800"
"New entrant CS","2021","Crown Commercial Service","Heterosexual / straight","Male","70","70","36070","34800"
"New entrant CS","2021","Crown Commercial Service","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Female","90","90","24150","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Male","40","40","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","Female","350","340","32460","25480"
"New entrant CS","2021","Crown Prosecution Service","Heterosexual / straight","Male","170","170","38470","39750"
"New entrant CS","2021","Crown Prosecution Service","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Unknown","Female","90","90","29930","25480"
"New entrant CS","2021","Crown Prosecution Service","Unknown","Male","50","50","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","Female","180","170","30640","25750"
"New entrant CS","2021","Defence Equipment and Support","Heterosexual / straight","Male","350","350","35020","30500"
"New entrant CS","2021","Defence Equipment and Support","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","Female","30","30","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","Male","120","120","26220","19040"
"New entrant CS","2021","Defence Science and Technology Laboratory","Heterosexual / straight","Female","70","70","31190","28650"
"New entrant CS","2021","Defence Science and Technology Laboratory","Heterosexual / straight","Male","90","90","33230","28650"
"New entrant CS","2021","Defence Science and Technology Laboratory","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Female","230","220","36830","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Male","230","230","40360","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Female","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","70","70","36390","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","70","70","38930","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Female","150","150","36740","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Male","120","120","40680","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","30","30","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","Female","190","180","35720","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","Heterosexual / straight","Male","130","130","37420","36500"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Female","140","130","33540","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Male","90","90","38250","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Female","350","340","36150","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","Male","300","300","37820","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Female","40","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Female","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Female","140","140","34960","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Male","110","110","38760","33570"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","Female","110","110","35840","31800"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","Male","100","100","34960","31800"
"New entrant CS","2021","Department for International Trade","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Female","80","80","30190","28000"
"New entrant CS","2021","Department for International Trade","Unknown","Male","70","70","35980","31800"
"New entrant CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Female","150","150","35670","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Male","160","160","37840","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","Female","90","90","34830","30730"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","Male","90","90","39700","34710"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Female","7830","7600","26760","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Male","5270","5250","26610","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","Female","660","650","26550","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","Male","690","690","26260","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Female","440","430","27390","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Male","320","320","26940","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Female","1040","1000","27590","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Male","730","720","27690","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Female","130","120","34880","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Male","80","80","40840","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Female","500","490","39070","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Male","350","340","42880","32790"
"New entrant CS","2021","Disclosure Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Female","80","70","23160","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Heterosexual / straight","Male","90","80","27030","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Unknown","Female","80","70","21120","21590"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Unknown","Male","70","60","24390","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Female","40","40","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Heterosexual / straight","Male","60","60","30640","26580"
"New entrant CS","2021","Driver and Vehicle Standards Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Unknown","Female","50","50","26910","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Unknown","Male","110","110","28800","26580"
"New entrant CS","2021","Education and Skills Funding Agency","Heterosexual / straight","Female","30","30","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","Female","40","40","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","Male","40","40","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Unknown","Female","40","30","[c]","[c]"
"New entrant CS","2021","Forestry and Land Scotland","Unknown","Male","50","50","24950","25140"
"New entrant CS","2021","Government Actuary's Department","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Actuary's Department","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Heterosexual / straight","Female","130","130","42880","43920"
"New entrant CS","2021","Government Legal Department","Heterosexual / straight","Male","70","70","41230","43920"
"New entrant CS","2021","Government Legal Department","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Legal Department","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Heterosexual / straight","Female","80","70","29740","26370"
"New entrant CS","2021","Health and Safety Executive","Heterosexual / straight","Male","70","70","33720","26370"
"New entrant CS","2021","Health and Safety Executive","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","Female","610","590","22170","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","Male","330","320","22880","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","LGBO","Female","60","50","21360","19450"
"New entrant CS","2021","HM Courts and Tribunals Service","LGBO","Male","50","50","23030","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Undeclared","Female","50","50","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","Female","690","670","21270","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","Male","390","380","22180","19930"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","Female","190","180","25840","22350"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","Male","130","130","27200","22350"
"New entrant CS","2021","HM Land Registry","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","Female","180","170","26050","22350"
"New entrant CS","2021","HM Land Registry","Unknown","Male","150","150","26490","22350"
"New entrant CS","2021","HM Prison and Probation Service","Heterosexual / straight","Female","1780","1710","23310","22920"
"New entrant CS","2021","HM Prison and Probation Service","Heterosexual / straight","Male","1430","1410","24600","22890"
"New entrant CS","2021","HM Prison and Probation Service","LGBO","Female","220","210","23280","22850"
"New entrant CS","2021","HM Prison and Probation Service","LGBO","Male","90","90","24200","22920"
"New entrant CS","2021","HM Prison and Probation Service","Undeclared","Female","80","70","24470","22920"
"New entrant CS","2021","HM Prison and Probation Service","Undeclared","Male","50","50","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","Female","1120","1070","23700","22850"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","Male","980","940","24430","22850"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Female","740","710","25560","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Male","700","690","26020","24120"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","LGBO","Female","70","60","26370","24120"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","LGBO","Male","110","110","24160","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Undeclared","Female","50","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Undeclared","Male","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Female","1740","1690","23720","20140"
