"Status","Year","Sexual_orientation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Heterosexual / straight","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Female","780","750","29010","24560"
"Leaver Dept.","2021","Heterosexual / straight","Operational Delivery","Male","520","510","29500","25120"
"Leaver Dept.","2021","Heterosexual / straight","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Other","Female","130","130","35180","28360"
"Leaver Dept.","2021","Heterosexual / straight","Other","Male","80","80","37500","32540"
"Leaver Dept.","2021","Heterosexual / straight","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Policy","Female","510","500","45790","40640"
"Leaver Dept.","2021","Heterosexual / straight","Policy","Male","360","350","45250","39600"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Female","160","150","40930","33300"
"Leaver Dept.","2021","Heterosexual / straight","Project Delivery","Male","130","130","42640","40440"
"Leaver Dept.","2021","Heterosexual / straight","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Science and Engineering","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Science and Engineering","Male","60","50","35740","32860"
"Leaver Dept.","2021","Heterosexual / straight","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Statistics","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Statistics","Male","40","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Female","1170","1110","34840","31990"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Male","800","780","37140","32000"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Delivery","Female","60","50","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Delivery","Male","60","60","27880","24180"
"Leaver Dept.","2021","LGBO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Policy","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","LGBO","Policy","Male","70","70","46120","44090"
"Leaver Dept.","2021","LGBO","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Female","90","80","34660","32000"
"Leaver Dept.","2021","LGBO","Unknown","Male","120","110","37870","32000"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Delivery","Female","80","70","28650","22820"
"Leaver Dept.","2021","Undeclared","Operational Delivery","Male","70","60","31250","27100"
"Leaver Dept.","2021","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Policy","Female","80","70","46400","42170"
"Leaver Dept.","2021","Undeclared","Policy","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Female","130","130","37940","32000"
"Leaver Dept.","2021","Undeclared","Unknown","Male","100","100","35300","32000"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","International Trade","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Delivery","Female","240","220","28030","23480"
"Leaver Dept.","2021","Unknown","Operational Delivery","Male","190","190","28410","24130"
"Leaver Dept.","2021","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Female","310","300","41960","37320"
"Leaver Dept.","2021","Unknown","Policy","Male","250","250","40950","36520"
"Leaver Dept.","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","1650","1380","34360","32000"
"Leaver Dept.","2021","Unknown","Unknown","Male","1420","1220","35730","32000"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Female","170","140","38530","36780"
"Leaver Dept.","2022","Heterosexual / straight","Commercial","Male","120","110","41330","38080"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Female","140","120","40190","36810"
"Leaver Dept.","2022","Heterosexual / straight","Communications","Male","90","80","45300","37710"
"Leaver Dept.","2022","Heterosexual / straight","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Counter Fraud","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","Female","190","170","40540","37000"
"Leaver Dept.","2022","Heterosexual / straight","Digital, Data and Technology","Male","240","240","43640","39400"
"Leaver Dept.","2022","Heterosexual / straight","Economics","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Economics","Male","60","60","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Female","200","180","39540","35330"
"Leaver Dept.","2022","Heterosexual / straight","Finance","Male","170","160","43490","39960"
"Leaver Dept.","2022","Heterosexual / straight","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Female","350","330","39090","33280"
"Leaver Dept.","2022","Heterosexual / straight","Human Resources","Male","110","100","40640","34440"
"Leaver Dept.","2022","Heterosexual / straight","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Intelligence Analysis","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","International Trade","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","Female","130","120","44580","41840"
"Leaver Dept.","2022","Heterosexual / straight","Knowledge and Information Management","Male","70","60","44810","41140"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","Female","170","150","76400","83130"
"Leaver Dept.","2022","Heterosexual / straight","Medicine","Male","80","70","96490","99900"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","Female","3910","3640","32010","27570"
"Leaver Dept.","2022","Heterosexual / straight","Operational Delivery","Male","2090","2030","32950","27570"
"Leaver Dept.","2022","Heterosexual / straight","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Other","Female","320","310","29720","27570"
"Leaver Dept.","2022","Heterosexual / straight","Other","Male","220","210","32310","27570"
"Leaver Dept.","2022","Heterosexual / straight","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Policy","Female","780","700","44560","40050"
"Leaver Dept.","2022","Heterosexual / straight","Policy","Male","630","580","46340","40510"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Female","200","190","39200","36740"
"Leaver Dept.","2022","Heterosexual / straight","Project Delivery","Male","180","180","41700","38710"
"Leaver Dept.","2022","Heterosexual / straight","Property","Female","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Property","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","Female","1020","930","38200","36330"
"Leaver Dept.","2022","Heterosexual / straight","Science and Engineering","Male","480","470","38770","35260"
"Leaver Dept.","2022","Heterosexual / straight","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Security","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Statistics","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Female","730","700","44380","38410"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Male","530","520","44540","37300"
"Leaver Dept.","2022","Heterosexual / straight","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Female","240","230","31410","27570"
"Leaver Dept.","2022","LGBO","Operational Delivery","Male","240","230","33080","27570"
"Leaver Dept.","2022","LGBO","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Female","100","80","43710","40050"
"Leaver Dept.","2022","LGBO","Policy","Male","110","100","43850","40050"
"Leaver Dept.","2022","LGBO","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Science and Engineering","Female","50","50","34830","32560"
"Leaver Dept.","2022","LGBO","Science and Engineering","Male","60","50","39700","32570"
