"Status","Year","Ethnicity","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","London","Declared non-disabled","140","140","33890","31060"
"New entrant CS","2021","Undeclared","London","Undeclared","120","120","39690","32320"
"New entrant CS","2021","Undeclared","London","Unknown","90","90","27040","22160"
"New entrant CS","2021","Undeclared","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Declared non-disabled","50","50","29830","27710"
"New entrant CS","2021","Undeclared","South East (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Midlands (England)","Unknown","640","620","25010","22850"
"New entrant CS","2021","Unknown","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East of England","Unknown","620","600","25830","24560"
"New entrant CS","2021","Unknown","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","Declared non-disabled","70","70","36180","32720"
"New entrant CS","2021","Unknown","London","Undeclared","170","170","38810","34710"
"New entrant CS","2021","Unknown","London","Unknown","4330","4280","36520","31060"
"New entrant CS","2021","Unknown","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","Unknown","1010","990","23840","21010"
"New entrant CS","2021","Unknown","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","Unknown","1730","1690","25860","22850"
"New entrant CS","2021","Unknown","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland","Unknown","180","170","23050","20140"
"New entrant CS","2021","Unknown","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland","Unknown","1710","1660","27890","21430"
"New entrant CS","2021","Unknown","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","Unknown","1250","1200","27040","24880"
"New entrant CS","2021","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South West (England)","Unknown","910","870","28160","25530"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","540","530","37060","28000"
"New entrant CS","2021","Unknown","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","Unknown","960","920","24810","21590"
"New entrant CS","2021","Unknown","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","West Midlands (England)","Unknown","860","830","26410","22570"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","Unknown","1480","1440","27570","23440"
"New entrant CS","2021","White","East Midlands (England)","Declared disabled","150","150","26220","27570"
"New entrant CS","2021","White","East Midlands (England)","Declared non-disabled","1040","1020","26430","25560"
"New entrant CS","2021","White","East Midlands (England)","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","White","East Midlands (England)","Unknown","140","130","29200","22350"
"New entrant CS","2021","White","East of England","Declared disabled","200","190","25840","27570"
"New entrant CS","2021","White","East of England","Declared non-disabled","1410","1370","26990","27570"
"New entrant CS","2021","White","East of England","Undeclared","70","60","27880","27570"
"New entrant CS","2021","White","East of England","Unknown","150","140","29820","26250"
"New entrant CS","2021","White","London","Declared disabled","540","530","34170","31060"
"New entrant CS","2021","White","London","Declared non-disabled","4250","4140","36910","32330"
"New entrant CS","2021","White","London","Undeclared","240","230","37580","32350"
"New entrant CS","2021","White","London","Unknown","870","860","38960","33570"
"New entrant CS","2021","White","North East (England)","Declared disabled","220","210","24840","21010"
"New entrant CS","2021","White","North East (England)","Declared non-disabled","1570","1540","24370","21010"
"New entrant CS","2021","White","North East (England)","Undeclared","70","70","24970","23850"
"New entrant CS","2021","White","North East (England)","Unknown","160","150","28620","24880"
"New entrant CS","2021","White","North West (England)","Declared disabled","380","370","25210","22920"
"New entrant CS","2021","White","North West (England)","Declared non-disabled","2560","2510","26350","22920"
"New entrant CS","2021","White","North West (England)","Undeclared","100","100","25830","21680"
"New entrant CS","2021","White","North West (England)","Unknown","500","490","31160","28840"
"New entrant CS","2021","White","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Declared non-disabled","120","110","24060","20140"
"New entrant CS","2021","White","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Northern Ireland","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","White","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Scotland","Declared disabled","280","270","26420","26160"
"New entrant CS","2021","White","Scotland","Declared non-disabled","2020","1980","27110","25410"
"New entrant CS","2021","White","Scotland","Undeclared","60","50","25420","21010"
"New entrant CS","2021","White","Scotland","Unknown","160","150","29850","26160"
"New entrant CS","2021","White","South East (England)","Declared disabled","330","330","26860","27570"
"New entrant CS","2021","White","South East (England)","Declared non-disabled","2710","2630","27710","27570"
"New entrant CS","2021","White","South East (England)","Undeclared","130","120","28430","27570"
"New entrant CS","2021","White","South East (England)","Unknown","400","390","30680","28100"
"New entrant CS","2021","White","South West (England)","Declared disabled","310","300","26820","27570"
"New entrant CS","2021","White","South West (England)","Declared non-disabled","2780","2670","28910","27570"
"New entrant CS","2021","White","South West (England)","Undeclared","100","90","30100","27570"
"New entrant CS","2021","White","South West (England)","Unknown","350","340","29910","26510"
"New entrant CS","2021","White","Unknown","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","White","Unknown","Declared non-disabled","220","210","29940","27570"
"New entrant CS","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","Declared disabled","160","150","26180","22920"
"New entrant CS","2021","White","Wales","Declared non-disabled","1300","1260","25850","22850"
"New entrant CS","2021","White","Wales","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","White","Wales","Unknown","250","240","29030","24240"
"New entrant CS","2021","White","West Midlands (England)","Declared disabled","200","190","26720","27570"
"New entrant CS","2021","White","West Midlands (England)","Declared non-disabled","1280","1230","27520","25380"
"New entrant CS","2021","White","West Midlands (England)","Undeclared","50","50","28180","27570"
"New entrant CS","2021","White","West Midlands (England)","Unknown","240","230","33470","29360"
"New entrant CS","2021","White","Yorkshire and The Humber","Declared disabled","270","270","27210","27570"
"New entrant CS","2021","White","Yorkshire and The Humber","Declared non-disabled","1720","1670","27750","27570"
"New entrant CS","2021","White","Yorkshire and The Humber","Undeclared","80","80","27030","27570"
"New entrant CS","2021","White","Yorkshire and The Humber","Unknown","290","280","30840","28970"
"New entrant CS","2022","Asian","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Declared non-disabled","260","250","25300","22600"
"New entrant CS","2022","Asian","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Declared non-disabled","140","140","28180","27570"
"New entrant CS","2022","Asian","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","Declared disabled","110","110","32670","31060"
"New entrant CS","2022","Asian","London","Declared non-disabled","1280","1250","34500","31060"
"New entrant CS","2022","Asian","London","Undeclared","70","70","33880","31060"
"New entrant CS","2022","Asian","London","Unknown","230","220","35960","32260"
"New entrant CS","2022","Asian","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Declared non-disabled","110","110","27000","21970"
"New entrant CS","2022","Asian","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Declared non-disabled","460","450","26520","24800"
"New entrant CS","2022","Asian","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","Unknown","70","70","30200","27570"
"New entrant CS","2022","Asian","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scotland","Declared non-disabled","150","150","28770","27230"
"New entrant CS","2022","Asian","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","South East (England)","Declared non-disabled","160","150","29130","27570"
"New entrant CS","2022","Asian","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","South East (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Asian","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","South West (England)","Declared non-disabled","130","130","30860","27570"
"New entrant CS","2022","Asian","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Wales","Declared non-disabled","110","100","27170","26360"
"New entrant CS","2022","Asian","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands (England)","Declared disabled","50","50","28610","27570"
"New entrant CS","2022","Asian","West Midlands (England)","Declared non-disabled","680","660","27250","26590"
"New entrant CS","2022","Asian","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands (England)","Unknown","100","90","28220","25000"
"New entrant CS","2022","Asian","Yorkshire and The Humber","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Yorkshire and The Humber","Declared non-disabled","480","460","26030","24960"
"New entrant CS","2022","Asian","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Yorkshire and The Humber","Unknown","80","80","26780","25000"
"New entrant CS","2022","Black","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Midlands (England)","Declared non-disabled","110","100","26200","25240"
"New entrant CS","2022","Black","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East of England","Declared non-disabled","100","90","27280","27570"
"New entrant CS","2022","Black","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","London","Declared disabled","180","170","32790","31060"
"New entrant CS","2022","Black","London","Declared non-disabled","990","960","32630","31060"
"New entrant CS","2022","Black","London","Undeclared","50","50","32360","31060"
"New entrant CS","2022","Black","London","Unknown","120","120","35230","31060"
"New entrant CS","2022","Black","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North East (England)","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Black","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North West (England)","Declared non-disabled","190","190","26700","24960"
"New entrant CS","2022","Black","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scotland","Declared non-disabled","100","90","26490","23450"
"New entrant CS","2022","Black","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South East (England)","Declared non-disabled","140","140","27630","27570"
"New entrant CS","2022","Black","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South West (England)","Declared non-disabled","70","70","30810","29390"
"New entrant CS","2022","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wales","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Black","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","West Midlands (England)","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","Black","West Midlands (England)","Declared non-disabled","210","210","27150","26590"
"New entrant CS","2022","Black","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Yorkshire and The Humber","Declared non-disabled","110","110","28230","27570"
"New entrant CS","2022","Black","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East Midlands (England)","Declared non-disabled","70","70","23900","23140"
"New entrant CS","2022","Mixed","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East of England","Declared non-disabled","70","70","28090","26670"
"New entrant CS","2022","Mixed","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","London","Declared disabled","90","90","33150","31060"
"New entrant CS","2022","Mixed","London","Declared non-disabled","370","360","34410","31060"
"New entrant CS","2022","Mixed","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","London","Unknown","80","80","36690","33570"
"New entrant CS","2022","Mixed","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North East (England)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North West (England)","Declared non-disabled","120","120","26070","23170"
"New entrant CS","2022","Mixed","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scotland","Declared non-disabled","60","60","29500","27230"
"New entrant CS","2022","Mixed","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South East (England)","Declared non-disabled","100","100","27120","26350"
"New entrant CS","2022","Mixed","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South West (England)","Declared non-disabled","70","70","25950","25550"
"New entrant CS","2022","Mixed","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wales","Declared non-disabled","50","50","28190","23170"
"New entrant CS","2022","Mixed","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Midlands (England)","Declared non-disabled","100","100","26110","24810"
"New entrant CS","2022","Mixed","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Yorkshire and The Humber","Declared non-disabled","80","80","28460","26590"
"New entrant CS","2022","Mixed","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","London","Declared non-disabled","140","130","33640","31060"
"New entrant CS","2022","Other ethnicity","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
