"Status","Year","Sexual_orientation","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","No function","260","240","32430","28590"
"New entrant CS","2021","Undeclared","Undeclared","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","240","230","28200","27570"
"New entrant CS","2021","Undeclared","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Legal","80","70","22760","20850"
"New entrant CS","2021","Undeclared","Unknown","No function","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Legal","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","White","No function","560","530","31720","27700"
"New entrant CS","2021","Undeclared","White","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","White","Unknown","540","530","28300","27570"
"New entrant CS","2021","Unknown","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","No function","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","No function","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Analysis","300","300","35710","32540"
"New entrant CS","2021","Unknown","Unknown","Commercial","340","340","63830","68000"
"New entrant CS","2021","Unknown","Unknown","Communications","650","650","29810","25560"
"New entrant CS","2021","Unknown","Unknown","Counter Fraud","80","80","28690","25560"
"New entrant CS","2021","Unknown","Unknown","Debt","650","640","20420","20140"
"New entrant CS","2021","Unknown","Unknown","Digital, Data & Technology","640","640","39800","36040"
"New entrant CS","2021","Unknown","Unknown","Finance","230","220","33500","32790"
"New entrant CS","2021","Unknown","Unknown","Grants Management","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","180","170","32480","28000"
"New entrant CS","2021","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Legal","270","260","34160","28540"
"New entrant CS","2021","Unknown","Unknown","No function","7510","7280","26250","22850"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","380","380","33020","30000"
"New entrant CS","2021","Unknown","Unknown","Property","200","200","27900","24500"
"New entrant CS","2021","Unknown","Unknown","Security","310","310","27730","24620"
"New entrant CS","2021","Unknown","Unknown","Unknown","4650","4520","30710","27570"
"New entrant CS","2021","Unknown","White","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Digital, Data & Technology","80","80","34250","32060"
"New entrant CS","2021","Unknown","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","White","No function","250","240","29460","24120"
"New entrant CS","2021","Unknown","White","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","White","Property","50","50","26800","25140"
"New entrant CS","2021","Unknown","White","Unknown","100","90","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Analysis","120","110","32650","30710"
"New entrant CS","2022","Heterosexual / straight","Asian","Commercial","60","60","36240","34140"
"New entrant CS","2022","Heterosexual / straight","Asian","Communications","150","150","27270","26590"
"New entrant CS","2022","Heterosexual / straight","Asian","Counter Fraud","160","160","27020","26590"
"New entrant CS","2022","Heterosexual / straight","Asian","Debt","150","140","21510","21250"
"New entrant CS","2022","Heterosexual / straight","Asian","Digital, Data & Technology","260","260","38820","35900"
"New entrant CS","2022","Heterosexual / straight","Asian","Finance","110","110","33190","31060"
"New entrant CS","2022","Heterosexual / straight","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Human Resources","90","90","31090","27570"
"New entrant CS","2022","Heterosexual / straight","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Legal","180","170","37460","38000"
"New entrant CS","2022","Heterosexual / straight","Asian","No function","2780","2680","28210","27570"
"New entrant CS","2022","Heterosexual / straight","Asian","Project Delivery","120","120","37330","33120"
"New entrant CS","2022","Heterosexual / straight","Asian","Property","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Asian","Unknown","270","260","28460","27230"
"New entrant CS","2022","Heterosexual / straight","Black","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Communications","60","50","28880","26590"
"New entrant CS","2022","Heterosexual / straight","Black","Counter Fraud","60","50","27360","26590"
"New entrant CS","2022","Heterosexual / straight","Black","Debt","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Digital, Data & Technology","140","140","37390","34550"
"New entrant CS","2022","Heterosexual / straight","Black","Finance","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Human Resources","60","50","29260","27570"
"New entrant CS","2022","Heterosexual / straight","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Legal","80","70","32540","26950"
"New entrant CS","2022","Heterosexual / straight","Black","No function","1730","1680","29020","27570"
"New entrant CS","2022","Heterosexual / straight","Black","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Black","Unknown","100","100","32140","28650"
"New entrant CS","2022","Heterosexual / straight","Mixed","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Digital, Data & Technology","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","No function","870","840","28860","27570"
"New entrant CS","2022","Heterosexual / straight","Mixed","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Mixed","Unknown","70","70","29080","27230"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","No function","240","230","28990","27570"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","No function","190","180","27930","26810"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","No function","220","210","30620","27570"
"New entrant CS","2022","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","White","Analysis","710","690","34580","31000"
"New entrant CS","2022","Heterosexual / straight","White","Commercial","380","370","34090","31900"
"New entrant CS","2022","Heterosexual / straight","White","Communications","510","500","32740","27110"
"New entrant CS","2022","Heterosexual / straight","White","Counter Fraud","820","800","26810","26590"
"New entrant CS","2022","Heterosexual / straight","White","Debt","410","400","21730","21250"
"New entrant CS","2022","Heterosexual / straight","White","Digital, Data & Technology","1280","1270","37990","35310"
"New entrant CS","2022","Heterosexual / straight","White","Finance","510","500","33330","29360"
"New entrant CS","2022","Heterosexual / straight","White","Grants Management","140","130","21980","21300"
"New entrant CS","2022","Heterosexual / straight","White","Human Resources","680","660","32730","28780"
"New entrant CS","2022","Heterosexual / straight","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","White","Legal","690","660","37250","34320"
"New entrant CS","2022","Heterosexual / straight","White","No function","18840","18170","28240","25710"
"New entrant CS","2022","Heterosexual / straight","White","Project Delivery","1080","1060","36110","33000"
"New entrant CS","2022","Heterosexual / straight","White","Property","500","500","33740","30880"
"New entrant CS","2022","Heterosexual / straight","White","Security","420","410","29400","25540"
"New entrant CS","2022","Heterosexual / straight","White","Unknown","3330","3230","31170","27230"
"New entrant CS","2022","LGBO","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","No function","80","80","27480","27060"
"New entrant CS","2022","LGBO","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","No function","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","No function","130","120","28190","26590"
"New entrant CS","2022","LGBO","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","White","Analysis","120","120","31800","30710"
"New entrant CS","2022","LGBO","White","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","White","Communications","100","90","31260","28030"
"New entrant CS","2022","LGBO","White","Counter Fraud","80","80","26380","26590"
"New entrant CS","2022","LGBO","White","Debt","60","60","21410","21250"
"New entrant CS","2022","LGBO","White","Digital, Data & Technology","170","170","35970","33000"
"New entrant CS","2022","LGBO","White","Finance","60","60","33420","29000"
"New entrant CS","2022","LGBO","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","White","Human Resources","90","90","32720","27570"
"New entrant CS","2022","LGBO","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","White","Legal","80","80","31270","26770"
"New entrant CS","2022","LGBO","White","No function","2380","2340","27720","25710"
