"Status","Year","Sexual_orientation","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Heterosexual / straight","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Digital, Data and Technology","60","60","40970","33540"
"Leaver Dept.","2021","Heterosexual / straight","Male","Economics","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Finance","70","70","47710","43300"
"Leaver Dept.","2021","Heterosexual / straight","Male","Human Resources","80","70","39940","36030"
"Leaver Dept.","2021","Heterosexual / straight","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Operational Delivery","520","510","29500","25120"
"Leaver Dept.","2021","Heterosexual / straight","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Other","80","80","37500","32540"
"Leaver Dept.","2021","Heterosexual / straight","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Policy","360","350","45250","39600"
"Leaver Dept.","2021","Heterosexual / straight","Male","Project Delivery","130","130","42640","40440"
"Leaver Dept.","2021","Heterosexual / straight","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Science and Engineering","60","50","35740","32860"
"Leaver Dept.","2021","Heterosexual / straight","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Statistics","40","30","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Unknown","800","780","37140","32000"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Operational Delivery","60","50","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Policy","50","50","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Unknown","90","80","34660","32000"
"Leaver Dept.","2021","LGBO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Operational Delivery","60","60","27880","24180"
"Leaver Dept.","2021","LGBO","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Policy","70","70","46120","44090"
"Leaver Dept.","2021","LGBO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Unknown","120","110","37870","32000"
"Leaver Dept.","2021","LGBO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Operational Delivery","80","70","28650","22820"
"Leaver Dept.","2021","Undeclared","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Policy","80","70","46400","42170"
"Leaver Dept.","2021","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Unknown","130","130","37940","32000"
"Leaver Dept.","2021","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Operational Delivery","70","60","31250","27100"
"Leaver Dept.","2021","Undeclared","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Policy","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Unknown","100","100","35300","32000"
"Leaver Dept.","2021","Undeclared","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Communications","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Operational Delivery","240","220","28030","23480"
"Leaver Dept.","2021","Unknown","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Other","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Policy","310","300","41960","37320"
"Leaver Dept.","2021","Unknown","Female","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","1650","1380","34360","32000"
"Leaver Dept.","2021","Unknown","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Operational Delivery","190","190","28410","24130"
"Leaver Dept.","2021","Unknown","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Other","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Policy","250","250","40950","36520"
"Leaver Dept.","2021","Unknown","Male","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","1420","1220","35730","32000"
"Leaver Dept.","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Commercial","170","140","38530","36780"
"Leaver Dept.","2022","Heterosexual / straight","Female","Communications","140","120","40190","36810"
"Leaver Dept.","2022","Heterosexual / straight","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Counter Fraud","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Digital, Data and Technology","190","170","40540","37000"
"Leaver Dept.","2022","Heterosexual / straight","Female","Economics","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Finance","200","180","39540","35330"
"Leaver Dept.","2022","Heterosexual / straight","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Human Resources","350","330","39090","33280"
"Leaver Dept.","2022","Heterosexual / straight","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","International Trade","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Knowledge and Information Management","130","120","44580","41840"
"Leaver Dept.","2022","Heterosexual / straight","Female","Legal","50","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Medicine","170","150","76400","83130"
"Leaver Dept.","2022","Heterosexual / straight","Female","Operational Delivery","3910","3640","32010","27570"
"Leaver Dept.","2022","Heterosexual / straight","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Other","320","310","29720","27570"
"Leaver Dept.","2022","Heterosexual / straight","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Policy","780","700","44560","40050"
"Leaver Dept.","2022","Heterosexual / straight","Female","Project Delivery","200","190","39200","36740"
"Leaver Dept.","2022","Heterosexual / straight","Female","Property","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Science and Engineering","1020","930","38200","36330"
"Leaver Dept.","2022","Heterosexual / straight","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Statistics","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Unknown","730","700","44380","38410"
"Leaver Dept.","2022","Heterosexual / straight","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Commercial","120","110","41330","38080"
"Leaver Dept.","2022","Heterosexual / straight","Male","Communications","90","80","45300","37710"
"Leaver Dept.","2022","Heterosexual / straight","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Counter Fraud","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Digital, Data and Technology","240","240","43640","39400"
"Leaver Dept.","2022","Heterosexual / straight","Male","Economics","60","60","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Finance","170","160","43490","39960"
"Leaver Dept.","2022","Heterosexual / straight","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Human Resources","110","100","40640","34440"
"Leaver Dept.","2022","Heterosexual / straight","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Intelligence Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Knowledge and Information Management","70","60","44810","41140"
"Leaver Dept.","2022","Heterosexual / straight","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Medicine","80","70","96490","99900"
"Leaver Dept.","2022","Heterosexual / straight","Male","Operational Delivery","2090","2030","32950","27570"
"Leaver Dept.","2022","Heterosexual / straight","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Other","220","210","32310","27570"
"Leaver Dept.","2022","Heterosexual / straight","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Policy","630","580","46340","40510"
"Leaver Dept.","2022","Heterosexual / straight","Male","Project Delivery","180","180","41700","38710"
"Leaver Dept.","2022","Heterosexual / straight","Male","Property","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Science and Engineering","480","470","38770","35260"
"Leaver Dept.","2022","Heterosexual / straight","Male","Security","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Statistics","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Unknown","530","520","44540","37300"
"Leaver Dept.","2022","Heterosexual / straight","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Operational Delivery","240","230","31410","27570"
"Leaver Dept.","2022","LGBO","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Policy","100","80","43710","40050"
"Leaver Dept.","2022","LGBO","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Science and Engineering","50","50","34830","32560"
"Leaver Dept.","2022","LGBO","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Unknown","60","60","38970","34880"
"Leaver Dept.","2022","LGBO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Operational Delivery","240","230","33080","27570"
"Leaver Dept.","2022","LGBO","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
