"Status","Year","Responsibility_level","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","EO","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Met Office","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Defence (excl. agencies)","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Defence (excl. agencies)","Declared non-disabled","440","430","27500","26350"
"New entrant CS","2021","EO","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Defence (excl. agencies)","Unknown","140","130","25970","26350"
"New entrant CS","2021","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Justice (excl. agencies)","Declared non-disabled","70","70","24380","25880"
"New entrant CS","2021","EO","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Justice (excl. agencies)","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","EO","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","National Crime Agency","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","EO","National Crime Agency","Unknown","620","620","30880","32260"
"New entrant CS","2021","EO","National Infrastructure Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","National Infrastructure Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","National Records of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","National Records of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","National Savings and Investments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","National Savings and Investments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Gas and Electricity Markets","Declared non-disabled","110","110","24850","23450"
"New entrant CS","2021","EO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of the Public Guardian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Planning Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Public Health England","Declared non-disabled","270","240","25180","25010"
"New entrant CS","2021","EO","Public Health England","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","EO","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Revenue Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Revenue Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Forestry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Forestry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Government (excl. agencies)","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","EO","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Government (excl. agencies)","Unknown","80","80","26510","26160"
"New entrant CS","2021","EO","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Social Security Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Social Security Scotland","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","EO","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Standards and Testing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Standards and Testing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Student Awards Agency for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Student Awards Agency for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Teaching Regulation Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Teaching Regulation Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Intellectual Property Office","Unknown","80","80","23780","23320"
"New entrant CS","2021","EO","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","United Kingdom Statistics Authority","Declared non-disabled","60","60","23510","23050"
"New entrant CS","2021","EO","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","United Kingdom Statistics Authority","Unknown","100","100","23570","23050"
"New entrant CS","2021","EO","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Valuation Office Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Valuation Office Agency","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","EO","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Welsh Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Animal and Plant Health Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Cabinet Office (excl. agencies)","Declared non-disabled","120","120","56700","54700"
"New entrant CS","2021","G6/G7","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Cabinet Office (excl. agencies)","Unknown","110","110","69930","64500"
"New entrant CS","2021","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Companies House","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Criminal Injuries Compensation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Criminal Injuries Compensation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Crown Office and Procurator Fiscal Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Crown Prosecution Service","Unknown","210","200","51510","50520"
"New entrant CS","2021","G6/G7","Debt Management Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Debt Management Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Defence Equipment and Support","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Defence Science and Technology Laboratory","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","60","60","58660","54000"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Declared non-disabled","70","70","56050","51730"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education (excl. agencies)","Unknown","110","110","55090","53420"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","120","120","53470","52290"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","60","60","55240","53600"
"New entrant CS","2021","G6/G7","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport (excl. agencies)","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport (excl. agencies)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Declared non-disabled","120","120","57450","56000"
"New entrant CS","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care (excl. agencies)","Unknown","240","240","56500","53360"
"New entrant CS","2021","G6/G7","Disclosure Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Disclosure Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Driver and Vehicle Licensing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Education and Skills Funding Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Education Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Education Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Forestry and Land Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Forestry and Land Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Legal Department","Declared non-disabled","80","70","54830","50500"
"New entrant CS","2021","G6/G7","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Property Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Prison and Probation Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Prison and Probation Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs (excl. agencies)","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs (excl. agencies)","Unknown","80","70","58460","53100"
"New entrant CS","2021","G6/G7","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
