"Status","Year","Region_ITL2","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","East Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Department for Transport","East Midlands (England)","60","60","36380","33350"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","East Midlands (England)","390","370","26200","27570"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","East Midlands (England)","70","60","34340","29980"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Land Registry","East Midlands (England)","60","60","24710","22350"
"New entrant CS","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","East Midlands (England)","250","240","28860","25560"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Ministry of Justice","East Midlands (England)","330","310","22120","21170"
"New entrant CS","2021","Derbyshire and Nottinghamshire","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Office for Standards in Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Department for Business, Energy and Industrial Strategy","South West (England)","170","160","30880","25270"
"New entrant CS","2021","Devon","Department for Environment, Food and Rural Affairs","South West (England)","60","50","25330","21050"
"New entrant CS","2021","Devon","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Department for Work and Pensions","South West (England)","320","310","24480","27570"
"New entrant CS","2021","Devon","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","HM Land Registry","South West (England)","100","100","28480","27130"
"New entrant CS","2021","Devon","HM Revenue and Customs","South West (England)","50","50","[c]","[c]"
"New entrant CS","2021","Devon","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Ministry of Defence","South West (England)","130","120","27590","20920"
"New entrant CS","2021","Devon","Ministry of Justice","South West (England)","190","190","22420","22850"
"New entrant CS","2021","Devon","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Department for Work and Pensions","South West (England)","200","190","25580","27570"
"New entrant CS","2021","Dorset and Somerset","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","HM Land Registry","South West (England)","30","30","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Ministry of Defence","South West (England)","150","150","26940","20920"
"New entrant CS","2021","Dorset and Somerset","Ministry of Justice","South West (England)","110","110","23170","22850"
"New entrant CS","2021","East Anglia","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Education","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Environment, Food and Rural Affairs","East of England","60","50","30690","26150"
"New entrant CS","2021","East Anglia","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Department for Work and Pensions","East of England","440","430","26680","27570"
"New entrant CS","2021","East Anglia","Department of Health and Social Care","East of England","70","60","37490","30460"
"New entrant CS","2021","East Anglia","HM Land Registry","East of England","40","40","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Home Office","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Defence","East of England","190","190","27060","25950"
"New entrant CS","2021","East Anglia","Ministry of Housing, Communities and Local Government","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Ministry of Justice","East of England","470","450","23050","22850"
"New entrant CS","2021","East Anglia","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Office for Standards in Education","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Other Cabinet Office Agencies","East of England","30","30","[c]","[c]"
"New entrant CS","2021","East Wales","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Business, Energy and Industrial Strategy","Wales","270","260","30340","24250"
"New entrant CS","2021","East Wales","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Department for Work and Pensions","Wales","260","260","25210","27570"
"New entrant CS","2021","East Wales","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","ESTYN","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","HM Revenue and Customs","Wales","340","320","22000","20140"
"New entrant CS","2021","East Wales","Home Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Defence","Wales","40","30","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Housing, Communities and Local Government","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Ministry of Justice","Wales","330","320","21990","22850"
"New entrant CS","2021","East Wales","Other Cabinet Office Agencies","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","United Kingdom Statistics Authority","Wales","440","430","30470","29540"
"New entrant CS","2021","East Wales","Wales Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Water Services Regulation Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Welsh Government","Wales","130","130","29140","25030"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions","Yorkshire and The Humber","130","120","26460","27570"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","Yorkshire and The Humber","50","50","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Home Office","Yorkshire and The Humber","70","70","22980","21430"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence","Yorkshire and The Humber","40","30","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Justice","Yorkshire and The Humber","140","130","22040","22850"
"New entrant CS","2021","Eastern Scotland","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Department for Work and Pensions","Scotland","440","420","24400","21010"
"New entrant CS","2021","Eastern Scotland","HM Revenue and Customs","Scotland","430","420","21990","20140"
"New entrant CS","2021","Eastern Scotland","Home Office","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Ministry of Defence","Scotland","50","50","28830","26350"
"New entrant CS","2021","Eastern Scotland","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scotland Office","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scottish Government","Scotland","1080","1050","33010","30650"
"New entrant CS","2021","Eastern Scotland","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Attorney General's Departments","East of England","30","30","[c]","[c]"
"New entrant CS","2021","Essex","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Department for Work and Pensions","East of England","410","400","28270","29290"
"New entrant CS","2021","Essex","Department of Health and Social Care","East of England","30","30","[c]","[c]"
"New entrant CS","2021","Essex","HM Revenue and Customs","East of England","50","40","[c]","[c]"
"New entrant CS","2021","Essex","Home Office","East of England","60","60","23230","21430"
"New entrant CS","2021","Essex","Ministry of Defence","East of England","30","30","[c]","[c]"
"New entrant CS","2021","Essex","Ministry of Justice","East of England","160","150","22680","22920"
"New entrant CS","2021","Essex","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","South West (England)","190","180","33050","29180"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","South West (England)","50","50","28070","26130"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","South West (England)","500","480","26500","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","South West (England)","350","310","31380","28590"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","South West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","South West (England)","100","100","29650","25560"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","South West (England)","1340","1310","31850","27850"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","South West (England)","120","110","31030","27300"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","South West (England)","270","260","22290","20600"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","South West (England)","110","110","32520","32770"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Cabinet Office","North West (England)","50","50","40150","32000"
"New entrant CS","2021","Greater Manchester","Department for Business, Energy and Industrial Strategy","North West (England)","60","60","25680","24250"
"New entrant CS","2021","Greater Manchester","Department for Digital, Culture, Media and Sport","North West (England)","30","30","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Education","North West (England)","160","160","34840","32070"
"New entrant CS","2021","Greater Manchester","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Department for Work and Pensions","North West (England)","980","970","27630","27570"
"New entrant CS","2021","Greater Manchester","Department of Health and Social Care","North West (England)","150","130","28050","21710"
"New entrant CS","2021","Greater Manchester","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","HM Revenue and Customs","North West (England)","640","630","25450","24500"
"New entrant CS","2021","Greater Manchester","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Home Office","North West (England)","150","150","32640","24880"
"New entrant CS","2021","Greater Manchester","Ministry of Defence","North West (England)","60","50","22950","20920"
"New entrant CS","2021","Greater Manchester","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Ministry of Justice","North West (England)","300","280","22650","22570"
"New entrant CS","2021","Greater Manchester","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Office for Standards in Education","North West (England)","50","40","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Greater Manchester","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Attorney General's Departments","South East (England)","50","50","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Department for Transport","South East (England)","170","170","33910","30730"
"New entrant CS","2021","Hampshire and Isle of Wight","Department for Work and Pensions","South East (England)","370","350","26240","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","HM Revenue and Customs","South East (England)","90","90","20310","20140"
"New entrant CS","2021","Hampshire and Isle of Wight","Home Office","South East (England)","50","50","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","Ministry of Defence","South East (England)","560","540","30870","26670"
"New entrant CS","2021","Hampshire and Isle of Wight","Ministry of Justice","South East (England)","180","170","22200","20600"
"New entrant CS","2021","Hampshire and Isle of Wight","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Hampshire and Isle of Wight","United Kingdom Statistics Authority","South East (England)","350","330","28970","29540"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","West Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","West Midlands (England)","140","140","25850","27570"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","West Midlands (England)","50","50","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","West Midlands (England)","190","180","22690","22850"
"New entrant CS","2021","Highlands and Islands","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Department for Work and Pensions","Scotland","70","70","25120","27570"
"New entrant CS","2021","Highlands and Islands","Ministry of Defence","Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Scottish Government","Scotland","80","80","25310","22520"
"New entrant CS","2021","Inner London - East","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Cabinet Office","London","180","170","46090","40600"
"New entrant CS","2021","Inner London - East","Competition and Markets Authority","London","70","70","49450","53530"
"New entrant CS","2021","Inner London - East","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Department for Work and Pensions","London","1010","990","30160","31060"
"New entrant CS","2021","Inner London - East","Department of Health and Social Care","London","830","740","39640","36330"
"New entrant CS","2021","Inner London - East","HM Revenue and Customs","London","70","70","38460","36160"
"New entrant CS","2021","Inner London - East","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Ministry of Justice","London","630","620","30780","26810"
"New entrant CS","2021","Inner London - East","National Crime Agency","London","330","320","38330","36200"
"New entrant CS","2021","Inner London - East","Office of Gas and Electricity Markets","London","140","140","40250","33400"
"New entrant CS","2021","Inner London - East","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Attorney General's Departments","London","450","440","39480","43920"
"New entrant CS","2021","Inner London - West","Cabinet Office","London","1020","1010","40390","28000"
"New entrant CS","2021","Inner London - West","Chancellor's other departments","London","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Department for Business, Energy and Industrial Strategy","London","700","690","38200","33570"
"New entrant CS","2021","Inner London - West","Department for Digital, Culture, Media and Sport","London","360","350","39110","34020"
"New entrant CS","2021","Inner London - West","Department for Education","London","240","240","39630","32940"
"New entrant CS","2021","Inner London - West","Department for Environment, Food and Rural Affairs","London","520","520","37740","32560"
"New entrant CS","2021","Inner London - West","Department for International Trade","London","340","340","34370","31800"
"New entrant CS","2021","Inner London - West","Department for Transport","London","470","460","37550","34710"
"New entrant CS","2021","Inner London - West","Department for Work and Pensions","London","500","490","33590","31060"
"New entrant CS","2021","Inner London - West","Department of Health and Social Care","London","830","810","40720","32790"
"New entrant CS","2021","Inner London - West","Food Standards Agency","London","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","HM Revenue and Customs","London","90","90","38930","36160"
"New entrant CS","2021","Inner London - West","HM Treasury","London","430","430","34140","30000"
"New entrant CS","2021","Inner London - West","Home Office","London","460","450","40900","35060"
"New entrant CS","2021","Inner London - West","Ministry of Defence","London","220","220","34150","31700"
"New entrant CS","2021","Inner London - West","Ministry of Housing, Communities and Local Government","London","210","210","39990","33210"
"New entrant CS","2021","Inner London - West","Ministry of Justice","London","940","930","31430","30220"
"New entrant CS","2021","Inner London - West","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Office for Standards in Education","London","50","50","48690","46360"
"New entrant CS","2021","Inner London - West","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Scotland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","UK Export Finance","London","90","90","45700","44080"
"New entrant CS","2021","Inner London - West","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","United Kingdom Statistics Authority","London","260","260","37390","32540"
"New entrant CS","2021","Inner London - West","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Department for Work and Pensions","South East (England)","520","520","28100","29290"
"New entrant CS","2021","Kent","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Home Office","South East (England)","180","180","24310","24880"
"New entrant CS","2021","Kent","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Ministry of Justice","South East (England)","310","300","24050","24020"
"New entrant CS","2021","Kent","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Department for Work and Pensions","North West (England)","920","920","23120","21010"
"New entrant CS","2021","Lancashire","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","HM Land Registry","North West (England)","40","30","[c]","[c]"
"New entrant CS","2021","Lancashire","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Ministry of Defence","North West (England)","30","30","[c]","[c]"
"New entrant CS","2021","Lancashire","Ministry of Justice","North West (England)","220","210","22160","21500"
"New entrant CS","2021","Lancashire","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","East Midlands (England)","400","390","25730","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","HM Land Registry","East Midlands (England)","30","30","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","East Midlands (England)","50","50","26090","20920"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","East Midlands (England)","280","270","21300","21170"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Department for Work and Pensions","East Midlands (England)","70","70","27190","27570"
"New entrant CS","2021","Lincolnshire","Ministry of Defence","East Midlands (England)","110","110","28520","25000"
"New entrant CS","2021","Lincolnshire","Ministry of Justice","East Midlands (England)","90","90","23240","20600"
"New entrant CS","2021","Lincolnshire","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Attorney General's Departments","North West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Merseyside","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Charity Commission","North West (England)","40","40","[c]","[c]"
"New entrant CS","2021","Merseyside","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Department for Work and Pensions","North West (England)","370","360","26290","27570"
"New entrant CS","2021","Merseyside","Department of Health and Social Care","North West (England)","30","30","[c]","[c]"
