"Status","Year","Organisation","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Registers of Scotland","No function","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","Grants Management","Department for Environment, Food and Rural Affairs","60","60","24620","21300"
"Leaver Dept.","2022","Rural Payments Agency","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","No function","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","Unknown","Scottish Government","30","30","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","No function","Department for Business, Energy and Industrial Strategy","60","60","25010","21130"
"Leaver Dept.","2022","The Insolvency Service","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","No function","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Analysis","UK Statistics Authority","90","90","35140","30710"
"Leaver Dept.","2022","UK Statistics Authority","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","No function","UK Statistics Authority","70","70","29680","24950"
"Leaver Dept.","2022","UK Statistics Authority","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Property","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Unknown","Welsh Government","50","50","39940","36300"
"Leaver Dept.","2022","Welsh Revenue Authority","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","No function","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","No function","Department for Business, Energy and Industrial Strategy","150","140","25640","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","No function","Department for Environment, Food and Rural Affairs","470","460","25170","24370"
"New entrant CS","2021","Animal and Plant Health Agency","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Commercial","Cabinet Office","240","230","75170","71000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Communications","Cabinet Office","90","90","35180","34550"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","Cabinet Office","180","180","44060","40600"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Human Resources","Cabinet Office","110","110","31510","27750"
"New entrant CS","2021","Cabinet Office (excl. agencies)","No function","Cabinet Office","900","900","32150","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Project Delivery","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Security","Cabinet Office","130","120","26630","20920"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Charity Commission","40","40","[c]","[c]"
"New entrant CS","2021","Companies House","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Commercial","Other Cabinet Office Agencies","60","50","31800","30000"
"New entrant CS","2021","Crown Commercial Service","Digital, Data & Technology","Other Cabinet Office Agencies","40","40","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","No function","Other Cabinet Office Agencies","50","50","31760","27770"
"New entrant CS","2021","Crown Commercial Service","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Legal","Scottish Government","30","30","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","No function","Scottish Government","110","110","22150","20760"
"New entrant CS","2021","Crown Prosecution Service","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Legal","Attorney General's Departments","690","680","33110","26970"
"New entrant CS","2021","Crown Prosecution Service","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Finance","Ministry of Defence","70","70","28920","25000"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","Ministry of Defence","540","530","32210","29000"
"New entrant CS","2021","Defence Equipment and Support","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","No function","Ministry of Defence","130","130","30870","28650"
"New entrant CS","2021","Defence Science and Technology Laboratory","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","Department for Business, Energy and Industrial Strategy","60","60","32760","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","Department for Business, Energy and Industrial Strategy","600","590","38270","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","No function","Department for Digital, Culture, Media and Sport","250","250","37600","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Department for Digital, Culture, Media and Sport","70","70","41440","34020"
"New entrant CS","2021","Department for Education (excl. agencies)","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Communications","Department for Education","60","50","31180","28500"
"New entrant CS","2021","Department for Education (excl. agencies)","Digital, Data & Technology","Department for Education","60","60","40000","36500"
"New entrant CS","2021","Department for Education (excl. agencies)","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","No function","Department for Education","250","250","34660","29360"
"New entrant CS","2021","Department for Education (excl. agencies)","Project Delivery","Department for Education","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Department for Education","80","80","36230","29360"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","140","140","39630","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","Department for Environment, Food and Rural Affairs","670","660","35930","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Analysis","Department for International Trade","70","70","30320","31800"
"New entrant CS","2021","Department for International Trade","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data & Technology","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","No function","Department for International Trade","220","220","33200","31800"
"New entrant CS","2021","Department for International Trade","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Analysis","Department for Transport","100","100","34500","32690"
"New entrant CS","2021","Department for Transport (excl. agencies)","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","No function","Department for Transport","300","290","37520","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Project Delivery","Department for Transport","70","70","38090","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Property","Department for Transport","[c]","[c]","[c]","[c]"
