"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education","40","40","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2021","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","180","180","36070","32790"
"New entrant CS","2021","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","60","50","28890","20140"
"New entrant CS","2021","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","180","180","31210","26350"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","50","50","22320","21050"
"New entrant CS","2021","Grants Management","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","110","110","31510","27750"
"New entrant CS","2021","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","90","90","32160","27270"
"New entrant CS","2021","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","50","50","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","180","170","28650","20960"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","50","50","32640","30850"
"New entrant CS","2021","Human Resources","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","50","50","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Departments","940","920","35570","30110"
"New entrant CS","2021","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice","190","180","29370","26550"
"New entrant CS","2021","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Government","120","110","26180","20850"
"New entrant CS","2021","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Cabinet Office","900","900","32150","28000"
"New entrant CS","2021","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy","1100","1080","31920","30360"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","250","250","37600","34020"
"New entrant CS","2021","No function","Department for Education","360","360","34880","31470"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs","1150","1130","31530","29180"
"New entrant CS","2021","No function","Department for International Trade","220","220","33200","31800"
"New entrant CS","2021","No function","Department for Transport","900","860","29370","26130"
"New entrant CS","2021","No function","Department for Work and Pensions","170","160","32500","26370"
"New entrant CS","2021","No function","Department of Health and Social Care","2570","2290","36120","32330"
"New entrant CS","2021","No function","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","60","60","34050","32350"
"New entrant CS","2021","No function","HM Land Registry","520","510","22890","22350"
"New entrant CS","2021","No function","HM Revenue and Customs","2140","2090","22010","20140"
"New entrant CS","2021","No function","HM Treasury","340","330","32780","28500"
"New entrant CS","2021","No function","Ministry of Defence","180","180","29570","26480"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","270","260","35810","32780"
"New entrant CS","2021","No function","Ministry of Justice","7890","7630","23220","22850"
"New entrant CS","2021","No function","National Crime Agency","890","880","33510","32770"
"New entrant CS","2021","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education","120","120","54560","51360"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","230","230","30990","25750"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","50","50","31760","27770"
"New entrant CS","2021","No function","Scottish Government","350","340","22040","20810"
"New entrant CS","2021","No function","The National Archives","30","30","[c]","[c]"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","360","340","28270","29540"
"New entrant CS","2021","No function","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","80","70","38710","33570"
"New entrant CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","70","70","41440","34020"
"New entrant CS","2021","Project Delivery","Department for Education","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","50","50","36720","35900"
"New entrant CS","2021","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Transport","70","70","37540","34710"
"New entrant CS","2021","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","HM Revenue and Customs","90","90","40650","38630"
"New entrant CS","2021","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Defence","1060","1040","33500","33000"
"New entrant CS","2021","Project Delivery","Ministry of Housing, Communities and Local Government","40","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Ministry of Justice","140","140","34680","32870"
"New entrant CS","2021","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","United Kingdom Statistics Authority","60","60","36540","36030"
"New entrant CS","2021","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"New entrant CS","2021","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","HM Revenue and Customs","270","270","26190","24500"
"New entrant CS","2021","Property","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence","220","220","30710","33000"
"New entrant CS","2021","Property","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Government","80","80","26360","25280"
"New entrant CS","2021","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Cabinet Office","130","120","26630","20920"
"New entrant CS","2021","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Defence","590","590","26100","23540"
"New entrant CS","2021","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Justice","80","80","29300","27700"
"New entrant CS","2021","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","80","80","36750","29360"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","16980","16660","26790","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care","180","170","40860","36700"
"New entrant CS","2021","Unknown","HM Revenue and Customs","510","490","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","2170","2130","31740","25770"
"New entrant CS","2021","Unknown","Ministry of Defence","1410","1340","29250","25390"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","1410","1360","33170","30650"
"New entrant CS","2021","Unknown","Welsh Government","200","180","27600","20500"
"New entrant CS","2022","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Chancellor's other departments","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Business, Energy and Industrial Strategy","60","60","33630","33570"
"New entrant CS","2022","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Education","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Environment, Food and Rural Affairs","70","70","27460","27930"
"New entrant CS","2022","Analysis","Department for International Trade","60","60","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Department for Transport","70","70","39740","34710"
"New entrant CS","2022","Analysis","Department for Work and Pensions","100","100","29100","31000"
"New entrant CS","2022","Analysis","Department of Health and Social Care","80","50","38320","32790"
"New entrant CS","2022","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","HM Revenue and Customs","110","110","34480","33080"
"New entrant CS","2022","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Ministry of Defence","130","130","31330","29230"
"New entrant CS","2022","Analysis","Ministry of Justice","80","80","33640","31460"
"New entrant CS","2022","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Office of Gas and Electricity Markets","70","70","35550","30000"
"New entrant CS","2022","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","UK Statistics Authority","400","390","32040","30710"
"New entrant CS","2022","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Cabinet Office","300","290","61300","65000"
"New entrant CS","2022","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Education","80","70","31570","29360"
"New entrant CS","2022","Commercial","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department for Transport","50","50","30140","27770"
"New entrant CS","2022","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Department of Health and Social Care","130","80","43980","40650"
"New entrant CS","2022","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Ministry of Defence","200","200","30440","26670"
"New entrant CS","2022","Commercial","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2022","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","UK Export Finance","50","50","[c]","[c]"
"New entrant CS","2022","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Cabinet Office","60","60","34730","34550"
"New entrant CS","2022","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Education","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Department of Health and Social Care","150","110","36440","30430"
"New entrant CS","2022","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","HM Revenue and Customs","880","870","27040","26590"
"New entrant CS","2022","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Department for Work and Pensions","770","750","25480","25110"
"New entrant CS","2022","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs","750","740","28600","26590"
"New entrant CS","2022","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Department for Work and Pensions","310","300","21810","21260"
"New entrant CS","2022","Debt","HM Revenue and Customs","720","690","21480","21250"
"New entrant CS","2022","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office","270","270","43380","40600"
"New entrant CS","2022","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","240","240","29550","24850"
"New entrant CS","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Education","170","160","38100","36500"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","290","280","39210","37000"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport","120","120","33560","30730"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions","380","380","40020","37100"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care","120","80","35910","32790"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","90","90","31100","30600"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs","340","340","35980","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence","230","230","30830","26740"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice","220","220","43230","41750"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","120","120","35090","30210"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
