"Status","Year","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","HM Land Registry","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Operational Delivery","400","340","28410","27130"
"In post","2021","Declared disabled","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Digital, Data and Technology","160","150","39070","35000"
"In post","2021","Declared disabled","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Finance","160","140","31240","25560"
"In post","2021","Declared disabled","HM Revenue and Customs","Human Resources","100","90","41080","37930"
"In post","2021","Declared disabled","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Legal","260","240","33450","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","Operational Delivery","2780","2400","25320","21440"
"In post","2021","Declared disabled","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Other","60","50","34380","31920"
"In post","2021","Declared disabled","HM Revenue and Customs","Policy","120","110","50360","52580"
"In post","2021","Declared disabled","HM Revenue and Customs","Project Delivery","230","220","41490","38630"
"In post","2021","Declared disabled","HM Revenue and Customs","Property","150","140","36250","32110"
"In post","2021","Declared disabled","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Statistics","30","30","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs","Tax","1360","1260","35220","31810"
"In post","2021","Declared disabled","HM Revenue and Customs","Unknown","230","210","32270","28130"
"In post","2021","Declared disabled","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Internal Audit","40","40","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Policy","140","130","48850","52500"
"In post","2021","Declared disabled","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Digital, Data and Technology","80","80","51960","47940"
"In post","2021","Declared disabled","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Human Resources","80","80","44520","37490"
"In post","2021","Declared disabled","Home Office","Intelligence Analysis","130","120","29960","28670"
"In post","2021","Declared disabled","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Operational Delivery","2190","1980","27590","25630"
"In post","2021","Declared disabled","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Other","160","150","32060","29250"
"In post","2021","Declared disabled","Home Office","Policy","150","140","48800","42550"
"In post","2021","Declared disabled","Home Office","Project Delivery","120","120","44170","41140"
"In post","2021","Declared disabled","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Security","30","30","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Commercial","210","200","38980","37320"
"In post","2021","Declared disabled","Ministry of Defence","Communications","60","60","34070","29200"
"In post","2021","Declared disabled","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Digital, Data and Technology","180","170","33660","31940"
"In post","2021","Declared disabled","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Finance","200","190","36130","33300"
"In post","2021","Declared disabled","Ministry of Defence","Human Resources","240","220","32980","28650"
"In post","2021","Declared disabled","Ministry of Defence","Intelligence Analysis","80","80","36140","33300"
"In post","2021","Declared disabled","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Knowledge and Information Management","140","140","33950","31770"
"In post","2021","Declared disabled","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Medicine","80","70","50310","38890"
"In post","2021","Declared disabled","Ministry of Defence","Operational Delivery","160","150","31760","29200"
"In post","2021","Declared disabled","Ministry of Defence","Operational Research","80","70","39920","37360"
"In post","2021","Declared disabled","Ministry of Defence","Other","1410","1340","25920","22080"
"In post","2021","Declared disabled","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Policy","110","110","41690","40230"
"In post","2021","Declared disabled","Ministry of Defence","Project Delivery","770","750","38730","36460"
"In post","2021","Declared disabled","Ministry of Defence","Property","230","220","32690","33300"
"In post","2021","Declared disabled","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Science and Engineering","700","680","36830","36500"
"In post","2021","Declared disabled","Ministry of Defence","Security","430","420","30200","26640"
"In post","2021","Declared disabled","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence","Unknown","160","160","35210","33300"
"In post","2021","Declared disabled","Ministry of Defence","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Operational Delivery","80","80","31240","28530"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Policy","140","140","45440","39600"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
