"Status","Year","Parent_department","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","National Crime Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","No function","90","90","35690","34140"
"New entrant CS","2021","National Crime Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","No function","100","100","55820","51360"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","No function","160","160","31040","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","No function","40","40","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","No function","120","110","22030","20760"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Heterosexual / straight","Unknown","620","600","31090","26160"
"New entrant CS","2021","Scottish Government","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","LGBO","Unknown","90","90","30060","29410"
"New entrant CS","2021","Scottish Government","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Legal","80","80","23280","20850"
"New entrant CS","2021","Scottish Government","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","No function","220","210","22070","20810"
"New entrant CS","2021","Scottish Government","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Property","70","70","25720","25140"
"New entrant CS","2021","Scottish Government","Unknown","Unknown","650","620","35460","30650"
"New entrant CS","2021","The National Archives","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Analysis","260","250","32100","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Digital, Data & Technology","70","70","37960","36030"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","No function","220","210","28200","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Analysis","30","30","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Analysis","120","120","29340","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","No function","100","90","27780","23090"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","LGBO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","Human Resources","[c]","[c]","[c]","[c]"
