"Status","Year","Region_ITL2","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Operational Delivery","120","120","26360","27850"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Male","Unknown","170","170","28040","28640"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Operational Delivery","220","210","25580","24020"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Other","50","40","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Unknown","280","280","27370","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Operational Delivery","160","150","25920","25850"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Other","40","40","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Security","80","80","29130","25540"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Unknown","170","170","27470","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Operational Delivery","160","160","26550","24240"
"New entrant CS","2021","Cheshire","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Female","Unknown","160","150","25510","27570"
"New entrant CS","2021","Cheshire","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Operational Delivery","150","150","29310","28840"
"New entrant CS","2021","Cheshire","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","Male","Unknown","120","120","24660","27570"
"New entrant CS","2021","Cheshire","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Female","Unknown","80","80","25590","27570"
"New entrant CS","2021","Cornwall and Isles of Scilly","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Male","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Operational Delivery","320","300","23180","22350"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Tax","70","70","26810","25560"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Female","Unknown","250","240","26520","27570"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Operational Delivery","210","200","23700","22850"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Tax","100","90","25910","25560"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Male","Unknown","140","140","27340","27570"
"New entrant CS","2021","Devon","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Operational Delivery","190","180","22730","21050"
"New entrant CS","2021","Devon","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Female","Unknown","210","190","24390","21010"
"New entrant CS","2021","Devon","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Digital, Data and Technology","70","70","32100","27130"
"New entrant CS","2021","Devon","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Operational Delivery","190","180","23610","22850"
"New entrant CS","2021","Devon","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Devon","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Male","Unknown","120","120","24660","27570"
"New entrant CS","2021","Devon","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Operational Delivery","90","80","22710","22350"
"New entrant CS","2021","Dorset and Somerset","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Female","Unknown","120","110","25750","27570"
"New entrant CS","2021","Dorset and Somerset","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Operational Delivery","110","110","24240","22850"
"New entrant CS","2021","Dorset and Somerset","Male","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Male","Unknown","80","80","25220","27570"
"New entrant CS","2021","Dorset and Somerset","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Operational Delivery","340","320","23190","21890"
"New entrant CS","2021","East Anglia","Female","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Female","Unknown","260","250","26800","27570"
"New entrant CS","2021","East Anglia","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Male","Legal","[c]","[c]","[c]","[c]"
