"Status","Year","Sexual_orientation","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","Science and Engineering","Declared disabled","70","70","30300","28590"
"New entrant CS","2021","Heterosexual / straight","Science and Engineering","Declared non-disabled","750","700","32610","30000"
"New entrant CS","2021","Heterosexual / straight","Science and Engineering","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Science and Engineering","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Security","Declared non-disabled","350","350","25950","23540"
"New entrant CS","2021","Heterosexual / straight","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Security","Unknown","60","60","29500","25540"
"New entrant CS","2021","Heterosexual / straight","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Social Research","Declared non-disabled","90","80","33630","32540"
"New entrant CS","2021","Heterosexual / straight","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Social Research","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Statistics","Declared non-disabled","150","150","34850","31810"
"New entrant CS","2021","Heterosexual / straight","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Statistics","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Tax","Declared disabled","60","60","23630","20140"
"New entrant CS","2021","Heterosexual / straight","Tax","Declared non-disabled","840","820","23050","20140"
"New entrant CS","2021","Heterosexual / straight","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Declared disabled","1690","1650","27060","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Declared non-disabled","12190","11970","27470","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Undeclared","460","450","26880","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Unknown","250","240","32950","29290"
"New entrant CS","2021","Heterosexual / straight","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Digital, Data and Technology","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Operational Delivery","Declared disabled","150","140","24120","22920"
"New entrant CS","2021","LGBO","Operational Delivery","Declared non-disabled","520","510","25140","22920"
"New entrant CS","2021","LGBO","Operational Delivery","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Operational Delivery","Unknown","140","140","26460","23520"
"New entrant CS","2021","LGBO","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other","Declared non-disabled","50","50","28760","26250"
"New entrant CS","2021","LGBO","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Policy","Declared disabled","60","50","34520","32790"
"New entrant CS","2021","LGBO","Policy","Declared non-disabled","150","150","36270","33570"
"New entrant CS","2021","LGBO","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Policy","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Project Delivery","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Science and Engineering","Declared non-disabled","70","70","28340","26880"
"New entrant CS","2021","LGBO","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Tax","Declared non-disabled","80","80","22240","20140"
"New entrant CS","2021","LGBO","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Declared disabled","360","360","27060","27570"
"New entrant CS","2021","LGBO","Unknown","Declared non-disabled","1090","1080","27040","27570"
"New entrant CS","2021","LGBO","Unknown","Undeclared","80","80","26720","27570"
"New entrant CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Declared non-disabled","50","50","42450","39090"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","Declared disabled","50","50","24660","22680"
"New entrant CS","2021","Undeclared","Operational Delivery","Declared non-disabled","340","320","27440","23140"
"New entrant CS","2021","Undeclared","Operational Delivery","Undeclared","170","150","30910","26580"
"New entrant CS","2021","Undeclared","Operational Delivery","Unknown","170","160","26950","23170"
"New entrant CS","2021","Undeclared","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Declared non-disabled","50","50","31300","23450"
"New entrant CS","2021","Undeclared","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","Declared non-disabled","110","100","36440","33570"
"New entrant CS","2021","Undeclared","Policy","Undeclared","60","60","38450","32560"
"New entrant CS","2021","Undeclared","Policy","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Declared non-disabled","60","60","31650","32330"
"New entrant CS","2021","Undeclared","Science and Engineering","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Declared disabled","150","150","28520","27570"
"New entrant CS","2021","Undeclared","Unknown","Declared non-disabled","580","570","27840","27570"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","160","150","29290","27570"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","130","130","39980","38310"
"New entrant CS","2021","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","170","170","36260","29180"
"New entrant CS","2021","Unknown","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Declared non-disabled","60","60","36150","32060"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","680","680","41000","37450"
"New entrant CS","2021","Unknown","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Unknown","130","130","31140","32390"
"New entrant CS","2021","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Unknown","210","200","34330","32790"
"New entrant CS","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","160","150","33650","28000"
"New entrant CS","2021","Unknown","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Unknown","90","90","42390","37000"
"New entrant CS","2021","Unknown","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Unknown","210","200","38240","30850"
"New entrant CS","2021","Unknown","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","Unknown","80","70","47690","37890"
"New entrant CS","2021","Unknown","Operational Delivery","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Declared non-disabled","130","120","29120","22920"
"New entrant CS","2021","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","5780","5580","23940","22350"
"New entrant CS","2021","Unknown","Operational Research","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Unknown","400","390","29950","27880"
"New entrant CS","2021","Unknown","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Unknown","1080","1060","38980","33570"
"New entrant CS","2021","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","230","230","37710","35050"
"New entrant CS","2021","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","120","120","34180","28500"
"New entrant CS","2021","Unknown","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Declared non-disabled","70","70","30680","28590"
"New entrant CS","2021","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Unknown","150","150","28090","21940"
"New entrant CS","2021","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","230","230","29030","25540"
"New entrant CS","2021","Unknown","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Unknown","90","90","32240","31800"
"New entrant CS","2021","Unknown","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Unknown","2110","2070","22280","20140"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
