"Status","Year","Age","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","16-19","EO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"New entrant CS","2021","16-19","EO","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Inner London - West","60","60","25630","25170"
"New entrant CS","2021","16-19","EO","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","EO","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","AA/AO","Bedfordshire and Hertfordshire","120","120","23900","24180"
"New entrant CS","2021","20-29","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","210","210","23600","23520"
"New entrant CS","2021","20-29","AA/AO","Cheshire","110","110","21470","21010"
"New entrant CS","2021","20-29","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","AA/AO","Cumbria","30","30","[c]","[c]"
"New entrant CS","2021","20-29","AA/AO","Derbyshire and Nottinghamshire","210","200","21160","21010"
"New entrant CS","2021","20-29","AA/AO","Devon","220","220","21430","21010"
"New entrant CS","2021","20-29","AA/AO","Dorset and Somerset","110","110","21210","20920"
"New entrant CS","2021","20-29","AA/AO","East Anglia","260","260","22200","21050"
"New entrant CS","2021","20-29","AA/AO","East Wales","460","450","20460","20140"
"New entrant CS","2021","20-29","AA/AO","East Yorkshire and Northern Lincolnshire","130","130","21730","21430"
"New entrant CS","2021","20-29","AA/AO","Eastern Scotland","440","430","20690","20140"
"New entrant CS","2021","20-29","AA/AO","Essex","100","100","23010","24180"
"New entrant CS","2021","20-29","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","370","360","20440","20600"
"New entrant CS","2021","20-29","AA/AO","Greater Manchester","530","520","20530","20140"
"New entrant CS","2021","20-29","AA/AO","Hampshire and Isle of Wight","250","240","21020","20920"
"New entrant CS","2021","20-29","AA/AO","Herefordshire, Worcestershire and Warwickshire","100","100","21750","21320"
"New entrant CS","2021","20-29","AA/AO","Highlands and Islands","30","30","[c]","[c]"
"New entrant CS","2021","20-29","AA/AO","Inner London - East","340","340","24270","24220"
"New entrant CS","2021","20-29","AA/AO","Inner London - West","680","670","23380","22680"
"New entrant CS","2021","20-29","AA/AO","Kent","240","240","23180","23520"
"New entrant CS","2021","20-29","AA/AO","Lancashire","380","380","21160","21010"
"New entrant CS","2021","20-29","AA/AO","Leicestershire, Rutland and Northamptonshire","220","210","20880","21010"
"New entrant CS","2021","20-29","AA/AO","Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","20-29","AA/AO","Merseyside","290","290","20490","20140"
"New entrant CS","2021","20-29","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","AA/AO","North Yorkshire","80","80","20930","20920"
"New entrant CS","2021","20-29","AA/AO","Northern Ireland","90","90","20170","20140"
"New entrant CS","2021","20-29","AA/AO","Northumberland and Tyne and Wear","610","600","20620","21010"
"New entrant CS","2021","20-29","AA/AO","Outer London - East and North East","160","160","25170","25110"
"New entrant CS","2021","20-29","AA/AO","Outer London - South","140","130","23490","24120"
"New entrant CS","2021","20-29","AA/AO","Outer London - West and North West","180","180","24560","24790"
"New entrant CS","2021","20-29","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","AA/AO","Shropshire and Staffordshire","240","230","21030","21010"
"New entrant CS","2021","20-29","AA/AO","South Yorkshire","230","230","21210","21010"
"New entrant CS","2021","20-29","AA/AO","Southern Scotland","100","100","20420","20140"
"New entrant CS","2021","20-29","AA/AO","Surrey, East and West Sussex","250","240","23270","22850"
"New entrant CS","2021","20-29","AA/AO","Tees Valley and Durham","230","230","21400","21010"
"New entrant CS","2021","20-29","AA/AO","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","20-29","AA/AO","West Central Scotland","320","310","20660","20140"
"New entrant CS","2021","20-29","AA/AO","West Midlands","360","350","20430","20140"
"New entrant CS","2021","20-29","AA/AO","West Wales and The Valleys","290","280","20590","21010"
"New entrant CS","2021","20-29","AA/AO","West Yorkshire","480","470","20600","20600"
"New entrant CS","2021","20-29","EO","Bedfordshire and Hertfordshire","110","110","27950","27570"
"New entrant CS","2021","20-29","EO","Berkshire, Buckinghamshire and Oxfordshire","140","140","26490","27570"
"New entrant CS","2021","20-29","EO","Cheshire","110","110","27970","27570"
"New entrant CS","2021","20-29","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","EO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","EO","Derbyshire and Nottinghamshire","180","180","25940","25560"
"New entrant CS","2021","20-29","EO","Devon","90","90","26660","27520"
"New entrant CS","2021","20-29","EO","Dorset and Somerset","30","30","[c]","[c]"
"New entrant CS","2021","20-29","EO","East Anglia","140","140","26410","27570"
"New entrant CS","2021","20-29","EO","East Wales","220","220","25370","24920"
"New entrant CS","2021","20-29","EO","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"New entrant CS","2021","20-29","EO","Eastern Scotland","150","150","26580","26160"
"New entrant CS","2021","20-29","EO","Essex","140","140","28410","29290"
"New entrant CS","2021","20-29","EO","Gloucestershire, Wiltshire and Bath/Bristol area","460","460","25050","26130"
"New entrant CS","2021","20-29","EO","Greater Manchester","400","400","26340","27570"
"New entrant CS","2021","20-29","EO","Hampshire and Isle of Wight","190","190","26090","26530"
"New entrant CS","2021","20-29","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","EO","Inner London - East","690","680","29900","31060"
"New entrant CS","2021","20-29","EO","Inner London - West","1290","1280","27810","27500"
"New entrant CS","2021","20-29","EO","Kent","140","140","28010","29290"
"New entrant CS","2021","20-29","EO","Lancashire","70","70","27050","27570"
"New entrant CS","2021","20-29","EO","Leicestershire, Rutland and Northamptonshire","100","100","27090","27570"
"New entrant CS","2021","20-29","EO","Lincolnshire","30","30","[c]","[c]"
"New entrant CS","2021","20-29","EO","Merseyside","150","140","25970","26370"
"New entrant CS","2021","20-29","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","EO","North Yorkshire","70","70","26180","26370"
"New entrant CS","2021","20-29","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","EO","Northumberland and Tyne and Wear","340","340","26110","25560"
"New entrant CS","2021","20-29","EO","Outer London - East and North East","270","270","30980","31060"
"New entrant CS","2021","20-29","EO","Outer London - South","190","190","30030","30650"
"New entrant CS","2021","20-29","EO","Outer London - West and North West","340","330","30270","31060"
"New entrant CS","2021","20-29","EO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","EO","Shropshire and Staffordshire","110","110","26680","27570"
"New entrant CS","2021","20-29","EO","South Yorkshire","120","120","26480","27570"
"New entrant CS","2021","20-29","EO","Southern Scotland","50","50","[c]","[c]"
"New entrant CS","2021","20-29","EO","Surrey, East and West Sussex","180","180","27860","27570"
"New entrant CS","2021","20-29","EO","Tees Valley and Durham","30","30","[c]","[c]"
"New entrant CS","2021","20-29","EO","Unknown","80","80","27390","27570"
"New entrant CS","2021","20-29","EO","West Central Scotland","170","160","25840","26160"
"New entrant CS","2021","20-29","EO","West Midlands","290","280","26240","27570"
"New entrant CS","2021","20-29","EO","West Wales and The Valleys","80","80","27160","27570"
"New entrant CS","2021","20-29","EO","West Yorkshire","410","410","26160","27570"
"New entrant CS","2021","20-29","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Inner London - East","40","40","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Inner London - West","260","260","55110","53420"
"New entrant CS","2021","20-29","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Derbyshire and Nottinghamshire","60","60","31650","31810"
"New entrant CS","2021","20-29","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","East Anglia","50","50","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","East Wales","160","160","31110","29540"
"New entrant CS","2021","20-29","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Eastern Scotland","140","140","32380","30650"
"New entrant CS","2021","20-29","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","260","250","31250","30000"
"New entrant CS","2021","20-29","SEO/HEO","Greater Manchester","190","190","31730","31810"
"New entrant CS","2021","20-29","SEO/HEO","Hampshire and Isle of Wight","130","130","31230","29540"
"New entrant CS","2021","20-29","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Inner London - East","340","330","35120","33930"
"New entrant CS","2021","20-29","SEO/HEO","Inner London - West","2650","2650","33790","33570"
"New entrant CS","2021","20-29","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Merseyside","50","50","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Northumberland and Tyne and Wear","90","90","31740","31810"
"New entrant CS","2021","20-29","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Outer London - South","110","110","34870","35050"
"New entrant CS","2021","20-29","SEO/HEO","Outer London - West and North West","70","70","33820","32330"
"New entrant CS","2021","20-29","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","South Yorkshire","60","60","31670","31000"
"New entrant CS","2021","20-29","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","Unknown","110","110","29920","28000"
"New entrant CS","2021","20-29","SEO/HEO","West Central Scotland","70","70","33550","32350"
"New entrant CS","2021","20-29","SEO/HEO","West Midlands","90","90","32570","31000"
"New entrant CS","2021","20-29","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","SEO/HEO","West Yorkshire","190","190","30620","29860"
"New entrant CS","2021","20-29","Unknown","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Essex","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","25220","26670"
"New entrant CS","2021","20-29","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Inner London - East","60","60","25300","26810"
"New entrant CS","2021","20-29","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Surrey, East and West Sussex","30","30","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","Unknown","100","100","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","West Midlands","50","40","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","Bedfordshire and Hertfordshire","70","70","23830","23460"
"New entrant CS","2021","30-39","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","110","110","24750","24590"
"New entrant CS","2021","30-39","AA/AO","Cheshire","50","50","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","Derbyshire and Nottinghamshire","100","100","20870","20600"
"New entrant CS","2021","30-39","AA/AO","Devon","150","140","21590","21010"
"New entrant CS","2021","30-39","AA/AO","Dorset and Somerset","50","50","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","East Anglia","140","140","22020","21010"
"New entrant CS","2021","30-39","AA/AO","East Wales","200","190","20680","20140"
"New entrant CS","2021","30-39","AA/AO","East Yorkshire and Northern Lincolnshire","50","50","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","Eastern Scotland","210","210","20980","20810"
"New entrant CS","2021","30-39","AA/AO","Essex","40","40","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","120","120","21350","21010"
"New entrant CS","2021","30-39","AA/AO","Greater Manchester","180","170","20600","20900"
"New entrant CS","2021","30-39","AA/AO","Hampshire and Isle of Wight","120","110","22120","20920"
"New entrant CS","2021","30-39","AA/AO","Herefordshire, Worcestershire and Warwickshire","50","50","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","Inner London - East","100","100","25250","25110"
"New entrant CS","2021","30-39","AA/AO","Inner London - West","130","120","25400","25110"
"New entrant CS","2021","30-39","AA/AO","Kent","110","110","24340","24180"
"New entrant CS","2021","30-39","AA/AO","Lancashire","190","190","21110","21010"
"New entrant CS","2021","30-39","AA/AO","Leicestershire, Rutland and Northamptonshire","100","100","21240","21010"
"New entrant CS","2021","30-39","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","Merseyside","130","130","20860","20760"
"New entrant CS","2021","30-39","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","Northern Ireland","70","60","20200","20140"
"New entrant CS","2021","30-39","AA/AO","Northumberland and Tyne and Wear","280","270","20570","21010"
"New entrant CS","2021","30-39","AA/AO","Outer London - East and North East","70","70","26230","25110"
"New entrant CS","2021","30-39","AA/AO","Outer London - South","50","50","23770","24120"
"New entrant CS","2021","30-39","AA/AO","Outer London - West and North West","60","60","25120","25110"
"New entrant CS","2021","30-39","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","Shropshire and Staffordshire","110","100","21080","21010"
"New entrant CS","2021","30-39","AA/AO","South Yorkshire","90","90","21390","21010"
"New entrant CS","2021","30-39","AA/AO","Southern Scotland","60","60","20420","20140"
"New entrant CS","2021","30-39","AA/AO","Surrey, East and West Sussex","120","110","23780","22850"
"New entrant CS","2021","30-39","AA/AO","Tees Valley and Durham","130","130","21710","21010"
"New entrant CS","2021","30-39","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","AA/AO","West Central Scotland","160","160","20790","20630"
"New entrant CS","2021","30-39","AA/AO","West Midlands","130","130","20530","20140"
"New entrant CS","2021","30-39","AA/AO","West Wales and The Valleys","130","120","20670","21010"
"New entrant CS","2021","30-39","AA/AO","West Yorkshire","150","150","20520","20140"
"New entrant CS","2021","30-39","EO","Bedfordshire and Hertfordshire","90","90","28910","29290"
"New entrant CS","2021","30-39","EO","Berkshire, Buckinghamshire and Oxfordshire","100","100","28290","27570"
"New entrant CS","2021","30-39","EO","Cheshire","90","90","28480","27570"
"New entrant CS","2021","30-39","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","EO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","EO","Derbyshire and Nottinghamshire","140","140","26910","27570"
"New entrant CS","2021","30-39","EO","Devon","70","70","26800","27570"
"New entrant CS","2021","30-39","EO","Dorset and Somerset","50","40","[c]","[c]"
"New entrant CS","2021","30-39","EO","East Anglia","110","100","26960","27570"
"New entrant CS","2021","30-39","EO","East Wales","130","130","25620","25030"
"New entrant CS","2021","30-39","EO","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","30-39","EO","Eastern Scotland","120","110","27020","27570"
"New entrant CS","2021","30-39","EO","Essex","90","90","28420","29290"
"New entrant CS","2021","30-39","EO","Gloucestershire, Wiltshire and Bath/Bristol area","220","210","26710","27570"
"New entrant CS","2021","30-39","EO","Greater Manchester","250","240","26670","27570"
"New entrant CS","2021","30-39","EO","Hampshire and Isle of Wight","150","140","26880","27570"
"New entrant CS","2021","30-39","EO","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"New entrant CS","2021","30-39","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","EO","Inner London - East","320","300","30510","31060"
"New entrant CS","2021","30-39","EO","Inner London - West","250","250","28750","28500"
"New entrant CS","2021","30-39","EO","Kent","130","130","28580","29290"
"New entrant CS","2021","30-39","EO","Lancashire","60","50","27140","27570"
"New entrant CS","2021","30-39","EO","Leicestershire, Rutland and Northamptonshire","80","80","27330","27570"
"New entrant CS","2021","30-39","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","EO","Merseyside","100","100","26420","27570"
"New entrant CS","2021","30-39","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","EO","Northumberland and Tyne and Wear","200","200","26420","25560"
"New entrant CS","2021","30-39","EO","Outer London - East and North East","140","130","31060","31060"
"New entrant CS","2021","30-39","EO","Outer London - South","100","100","30670","31060"
"New entrant CS","2021","30-39","EO","Outer London - West and North West","230","230","30490","31060"
"New entrant CS","2021","30-39","EO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","EO","Shropshire and Staffordshire","100","90","27190","27570"
"New entrant CS","2021","30-39","EO","South Yorkshire","80","80","27270","27570"
"New entrant CS","2021","30-39","EO","Southern Scotland","40","40","[c]","[c]"
"New entrant CS","2021","30-39","EO","Surrey, East and West Sussex","120","110","27890","27570"
"New entrant CS","2021","30-39","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","EO","Unknown","50","50","27550","27570"
"New entrant CS","2021","30-39","EO","West Central Scotland","120","120","26170","26160"
"New entrant CS","2021","30-39","EO","West Midlands","180","170","26650","27570"
"New entrant CS","2021","30-39","EO","West Wales and The Valleys","70","70","27240","27570"
"New entrant CS","2021","30-39","EO","West Yorkshire","220","210","26900","27570"
"New entrant CS","2021","30-39","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
