"Status","Year","Organisation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","North Yorkshire","50","50","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Surrey, East and West Sussex","110","110","28090","24370"
"New entrant CS","2022","Animal and Plant Health Agency","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","No function","West Wales and The Valleys","30","30","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Inner London - West","70","70","73580","70900"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Communications","Inner London - West","50","50","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","Greater Manchester","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","Inner London - East","120","110","44550","43890"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Finance","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","Northumberland, and Tyne and Wear","60","60","22400","21050"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Inner London - West","540","540","31100","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","Unknown","80","80","30270","28000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","West Central Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Property","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Property","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Property","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","Inner London - West","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","North Yorkshire","50","50","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","West Central Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Analysis","East Anglia","40","40","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","No function","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Communications","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Finance","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Legal","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","No function","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","No function","Merseyside","50","40","[c]","[c]"
"New entrant CS","2022","Charity Commission","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Analysis","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Analysis","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Communications","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data & Technology","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Finance","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Legal","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","No function","East Wales","70","70","22680","20100"
"New entrant CS","2022","Companies House","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Property","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Security","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Legal","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Legal","Inner London - East","30","30","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","Inner London - East","30","30","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Property","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Security","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","No function","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","No function","West Central Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Commercial","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Communications","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Finance","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","No function","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","No function","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","No function","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","No function","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","No function","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Legal","Eastern Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Legal","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Legal","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","No function","Eastern Scotland","100","100","23840","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","No function","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","No function","Southern Scotland","50","40","[c]","[c]"
