"Status","Year","Parent_department","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","AA/AO","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","EO","250","250","27790","27680"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","1840","1790","58330","55460"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","SCS","270","260","81840","74250"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","1650","1620","37970","38550"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","150","140","54410","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","230","220","37550","39340"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","AA/AO","70","70","24590","24660"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","110","110","28850","29890"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","G6/G7","380","350","56010","58370"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","760","720","39130","39730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","G6/G7","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","G6/G7","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","EO","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","EO","80","80","27200","26180"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","G6/G7","500","490","57250","53000"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","SCS","80","70","85240","75500"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","420","420","35640","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","EO","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","100","100","57650","54100"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","60","60","35850","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","EO","30","30","[c]","[c]"
"In post","2021","Department for Education","Commercial","G6/G7","100","100","54870","51800"
"In post","2021","Department for Education","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","SEO/HEO","240","230","35810","36780"
"In post","2021","Department for Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Communications","EO","80","80","27580","26000"
"In post","2021","Department for Education","Communications","G6/G7","80","80","56630","54400"
"In post","2021","Department for Education","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Communications","SEO/HEO","150","150","37540","36960"
"In post","2021","Department for Education","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Digital, Data and Technology","EO","130","120","26500","26000"
"In post","2021","Department for Education","Digital, Data and Technology","G6/G7","250","240","55040","52830"
"In post","2021","Department for Education","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Digital, Data and Technology","SEO/HEO","490","470","35600","36500"
"In post","2021","Department for Education","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Finance","EO","90","90","26030","26000"
"In post","2021","Department for Education","Finance","G6/G7","280","270","55530","53420"
"In post","2021","Department for Education","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Finance","SEO/HEO","390","380","35570","36500"
"In post","2021","Department for Education","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
