"Status","Year","Organisation","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Human Resources","70","60","37140","33650"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Operational Delivery","1170","1090","33260","33650"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Other","220","200","33860","33650"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Operational Delivery","70","70","32010","33650"
"In post","2021","Scottish Prison Service","LGBO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","LGBO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Undeclared","Operational Delivery","50","50","34200","33650"
"In post","2021","Scottish Prison Service","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","Commercial","50","50","27460","25870"
"In post","2021","Scottish Prison Service","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","Finance","50","40","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","Human Resources","30","30","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","Operational Delivery","2140","2020","30260","33650"
"In post","2021","Scottish Prison Service","Unknown","Other","430","390","30480","28280"
"In post","2021","Scottish Prison Service","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Prison Service","Unknown","Psychology","50","50","39000","33650"
"In post","2021","Scottish Public Pensions Agency","Heterosexual / straight","Unknown","150","140","30150","26160"
"In post","2021","Scottish Public Pensions Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Public Pensions Agency","Unknown","Unknown","130","120","28900","27150"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Counter Fraud","180","180","45850","40140"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Legal","40","30","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Other","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Counter Fraud","80","70","45450","40270"
"In post","2021","Serious Fraud Office","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Heterosexual / straight","Unknown","810","790","32110","27150"
"In post","2021","Social Security Scotland","LGBO","Unknown","80","80","28490","26160"
"In post","2021","Social Security Scotland","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","Unknown","210","200","30270","26160"
"In post","2021","Standards and Testing Agency","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Heterosexual / straight","Operational Delivery","70","70","42370","41690"
"In post","2021","Standards and Testing Agency","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","LGBO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Heterosexual / straight","Unknown","70","70","33150","29190"
"In post","2021","Student Awards Agency for Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","Unknown","160","150","28200","22790"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Commercial","110","110","40400","39860"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Finance","110","100","41290","39980"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Operational Delivery","130","120","32910","27610"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Project Delivery","410","400","42510","40000"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Science and Engineering","520","520","41520","40830"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Project Delivery","60","60","49440","53570"
"In post","2021","Submarine Delivery Agency","Undeclared","Science and Engineering","100","90","44550","43950"
"In post","2021","Submarine Delivery Agency","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Science and Engineering","70","70","35260","32710"
