"Status","Year","Parent_department","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chancellor's other departments","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","White","Female","30","30","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Asian","Female","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Asian","Male","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","270","260","28070","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","250","250","30690","26200"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","White","Female","400","390","34040","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","White","Male","360","360","36950","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","White","Female","140","140","37750","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","White","Male","110","110","41770","34020"
"New entrant CS","2021","Department for Education","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Asian","Male","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Female","180","170","34310","29360"
"New entrant CS","2021","Department for Education","Unknown","Male","110","110","39000","36500"
"New entrant CS","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","White","Female","220","220","34620","29360"
"New entrant CS","2021","Department for Education","White","Male","150","150","37250","33500"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Asian","Female","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Asian","Male","50","50","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","220","210","31630","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","160","160","34370","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","White","Female","600","580","31440","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","White","Male","420","420","34090","29230"
"New entrant CS","2021","Department for International Trade","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","Female","30","30","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Female","50","50","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Male","50","50","40650","32120"
"New entrant CS","2021","Department for International Trade","White","Female","80","80","36520","31800"
"New entrant CS","2021","Department for International Trade","White","Male","90","90","37530","31800"
"New entrant CS","2021","Department for Transport","Asian","Female","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport","Asian","Male","50","40","[c]","[c]"
"New entrant CS","2021","Department for Transport","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","Female","250","240","27610","21590"
"New entrant CS","2021","Department for Transport","Unknown","Male","300","300","31630","26590"
"New entrant CS","2021","Department for Transport","White","Female","310","290","30050","26240"
"New entrant CS","2021","Department for Transport","White","Male","360","350","33680","30730"
"New entrant CS","2021","Department for Work and Pensions","Asian","Female","1040","1010","28060","27570"
"New entrant CS","2021","Department for Work and Pensions","Asian","Male","970","960","27990","27570"
"New entrant CS","2021","Department for Work and Pensions","Black","Female","990","970","28820","31060"
"New entrant CS","2021","Department for Work and Pensions","Black","Male","440","440","28510","29290"
"New entrant CS","2021","Department for Work and Pensions","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Mixed","Female","440","430","27090","27570"
"New entrant CS","2021","Department for Work and Pensions","Mixed","Male","240","230","26600","27570"
"New entrant CS","2021","Department for Work and Pensions","Other ethnicity","Female","100","100","28140","29290"
"New entrant CS","2021","Department for Work and Pensions","Other ethnicity","Male","60","60","28180","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","Female","150","150","28020","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","Male","170","170","26750","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Female","1090","1050","27750","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Male","740","740","27920","27570"
"New entrant CS","2021","Department for Work and Pensions","White","Female","6240","6060","26200","27570"
"New entrant CS","2021","Department for Work and Pensions","White","Male","4450","4430","26160","27570"
"New entrant CS","2021","Department of Health and Social Care","Asian","Female","200","180","32020","28590"
"New entrant CS","2021","Department of Health and Social Care","Asian","Male","100","100","37750","32490"
"New entrant CS","2021","Department of Health and Social Care","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Black","Female","160","130","33170","31370"
"New entrant CS","2021","Department of Health and Social Care","Black","Male","60","50","36240","32640"
"New entrant CS","2021","Department of Health and Social Care","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Mixed","Female","90","80","35110","32170"
"New entrant CS","2021","Department of Health and Social Care","Mixed","Male","40","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","Female","80","60","34570","31370"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","Male","40","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Female","500","480","39200","32790"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Male","350","350","43080","32790"
"New entrant CS","2021","Department of Health and Social Care","White","Female","1200","1060","34550","31370"
"New entrant CS","2021","Department of Health and Social Care","White","Male","480","430","39610","32790"
"New entrant CS","2021","Department of Health and Social Care","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","White","Female","40","40","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","White","Male","40","40","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","White","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","White","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","Female","140","130","26580","22350"
"New entrant CS","2021","HM Land Registry","Unknown","Male","130","130","25990","22350"
"New entrant CS","2021","HM Land Registry","White","Female","230","220","25390","22350"
"New entrant CS","2021","HM Land Registry","White","Male","150","150","26740","22350"
"New entrant CS","2021","HM Revenue and Customs","Asian","Female","130","120","24850","20140"
"New entrant CS","2021","HM Revenue and Customs","Asian","Male","140","140","26350","20140"
"New entrant CS","2021","HM Revenue and Customs","Black","Female","50","50","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Black","Male","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Female","1710","1660","23730","20140"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Male","1690","1660","24640","20140"
"New entrant CS","2021","HM Revenue and Customs","White","Female","800","780","25610","20880"
"New entrant CS","2021","HM Revenue and Customs","White","Male","770","770","25760","24500"
"New entrant CS","2021","HM Treasury","Asian","Female","30","30","[c]","[c]"
"New entrant CS","2021","HM Treasury","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","White","Female","150","140","32230","28500"
"New entrant CS","2021","HM Treasury","White","Male","150","150","34390","29320"
"New entrant CS","2021","Home Office","Asian","Female","40","40","[c]","[c]"
"New entrant CS","2021","Home Office","Asian","Male","60","60","34740","28660"
"New entrant CS","2021","Home Office","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Female","660","640","31040","27370"
"New entrant CS","2021","Home Office","Unknown","Male","770","760","31870","25630"
"New entrant CS","2021","Home Office","White","Female","240","230","31140","24890"
"New entrant CS","2021","Home Office","White","Male","310","310","31910","24880"
"New entrant CS","2021","Ministry of Defence","Asian","Female","60","60","30880","27600"
"New entrant CS","2021","Ministry of Defence","Asian","Male","90","80","36440","30000"
"New entrant CS","2021","Ministry of Defence","Black","Female","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Black","Male","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Mixed","Female","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Mixed","Male","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","Male","60","60","30870","26670"
"New entrant CS","2021","Ministry of Defence","Unknown","Female","260","240","31960","26350"
"New entrant CS","2021","Ministry of Defence","Unknown","Male","530","520","28910","25540"
"New entrant CS","2021","Ministry of Defence","White","Female","1350","1280","28530","25390"
"New entrant CS","2021","Ministry of Defence","White","Male","1670","1660","31330","27540"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Female","50","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Male","50","50","36090","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","White","Female","130","120","36850","33210"
