"Status","Year","Age","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","16-19","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Debt","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Asian","50","50","[c]","[c]"
"New entrant CS","2022","16-19","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Unknown","220","210","21750","21250"
"New entrant CS","2022","16-19","No function","White","300","280","21870","21260"
"New entrant CS","2022","16-19","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","16-19","Project Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","80","80","21520","21260"
"New entrant CS","2022","16-19","Unknown","White","40","40","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Asian","100","90","29560","28310"
"New entrant CS","2022","20-29","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Analysis","Unknown","160","150","30720","29230"
"New entrant CS","2022","20-29","Analysis","White","650","650","30590","30710"
"New entrant CS","2022","20-29","Commercial","Asian","30","30","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Commercial","Unknown","100","90","31710","27270"
"New entrant CS","2022","20-29","Commercial","White","190","180","29030","26700"
"New entrant CS","2022","20-29","Communications","Asian","100","90","26710","26590"
"New entrant CS","2022","20-29","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Communications","Unknown","280","270","28490","26590"
"New entrant CS","2022","20-29","Communications","White","300","290","29350","26590"
"New entrant CS","2022","20-29","Counter Fraud","Asian","80","80","27050","26590"
"New entrant CS","2022","20-29","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Counter Fraud","Unknown","150","140","27130","26590"
"New entrant CS","2022","20-29","Counter Fraud","White","370","370","25850","26590"
"New entrant CS","2022","20-29","Debt","Asian","90","90","21500","21250"
"New entrant CS","2022","20-29","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Debt","Unknown","140","140","21400","21250"
"New entrant CS","2022","20-29","Debt","White","200","200","21600","21250"
"New entrant CS","2022","20-29","Digital, Data & Technology","Asian","100","100","30730","29270"
"New entrant CS","2022","20-29","Digital, Data & Technology","Black","40","40","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","20-29","Digital, Data & Technology","Unknown","290","280","31460","28310"
"New entrant CS","2022","20-29","Digital, Data & Technology","White","540","540","30720","29360"
"New entrant CS","2022","20-29","Finance","Asian","60","60","31320","29360"
"New entrant CS","2022","20-29","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Finance","Unknown","120","110","29340","27570"
"New entrant CS","2022","20-29","Finance","White","240","240","28640","26350"
"New entrant CS","2022","20-29","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Grants Management","Unknown","130","130","21550","21300"
"New entrant CS","2022","20-29","Grants Management","White","70","70","22220","21300"
"New entrant CS","2022","20-29","Human Resources","Asian","50","40","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Human Resources","Unknown","140","120","27760","26250"
"New entrant CS","2022","20-29","Human Resources","White","280","280","26450","25620"
"New entrant CS","2022","20-29","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Asian","80","80","27620","25480"
"New entrant CS","2022","20-29","Legal","Black","50","50","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Legal","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","20-29","Legal","White","380","380","28650","26590"
"New entrant CS","2022","20-29","No function","Asian","1500","1460","26560","26880"
"New entrant CS","2022","20-29","No function","Black","620","610","27770","27570"
"New entrant CS","2022","20-29","No function","Mixed","560","550","27110","26590"
"New entrant CS","2022","20-29","No function","Other ethnicity","130","130","27020","26810"
"New entrant CS","2022","20-29","No function","Undeclared","180","180","27920","26860"
"New entrant CS","2022","20-29","No function","Unknown","5250","5140","25500","23720"
"New entrant CS","2022","20-29","No function","White","8810","8700","25900","24090"
"New entrant CS","2022","20-29","Project Delivery","Asian","50","50","30120","28840"
"New entrant CS","2022","20-29","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Unknown","140","140","28570","26100"
"New entrant CS","2022","20-29","Project Delivery","White","430","430","28180","27000"
"New entrant CS","2022","20-29","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Unknown","160","160","26600","25000"
"New entrant CS","2022","20-29","Property","White","180","180","27570","25000"
"New entrant CS","2022","20-29","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Unknown","150","150","25680","25000"
"New entrant CS","2022","20-29","Security","White","160","160","26580","25000"
"New entrant CS","2022","20-29","Unknown","Asian","170","160","27370","27370"
"New entrant CS","2022","20-29","Unknown","Black","50","50","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Mixed","50","50","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","1860","1820","26390","24880"
"New entrant CS","2022","20-29","Unknown","White","1360","1350","26930","25860"
"New entrant CS","2022","30-39","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","30-39","Analysis","White","170","160","38540","36840"
"New entrant CS","2022","30-39","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","120","110","58030","61710"
"New entrant CS","2022","30-39","Commercial","White","130","120","34970","33000"
"New entrant CS","2022","30-39","Communications","Asian","60","60","27030","26590"
"New entrant CS","2022","30-39","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Unknown","140","130","31680","27040"
"New entrant CS","2022","30-39","Communications","White","210","200","33880","30940"
"New entrant CS","2022","30-39","Counter Fraud","Asian","50","50","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Unknown","100","90","28260","26590"
"New entrant CS","2022","30-39","Counter Fraud","White","270","260","27570","26590"
"New entrant CS","2022","30-39","Debt","Asian","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Debt","Unknown","80","70","21490","21250"
"New entrant CS","2022","30-39","Debt","White","130","120","22080","21250"
"New entrant CS","2022","30-39","Digital, Data & Technology","Asian","100","100","40980","37500"
"New entrant CS","2022","30-39","Digital, Data & Technology","Black","60","50","39560","36330"
"New entrant CS","2022","30-39","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data & Technology","Unknown","210","200","39170","36500"
"New entrant CS","2022","30-39","Digital, Data & Technology","White","460","450","38650","36740"
"New entrant CS","2022","30-39","Finance","Asian","40","30","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Unknown","100","80","35240","35310"
"New entrant CS","2022","30-39","Finance","White","150","140","35400","33080"
"New entrant CS","2022","30-39","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Grants Management","Unknown","80","80","21510","21300"
"New entrant CS","2022","30-39","Grants Management","White","40","30","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Unknown","60","50","38090","34260"
"New entrant CS","2022","30-39","Human Resources","White","210","200","34200","30590"
"New entrant CS","2022","30-39","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Asian","60","60","42590","46000"
"New entrant CS","2022","30-39","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","30-39","Legal","White","220","220","42360","43920"
"New entrant CS","2022","30-39","No function","Asian","840","800","29460","27570"
"New entrant CS","2022","30-39","No function","Black","500","480","29080","27570"
"New entrant CS","2022","30-39","No function","Mixed","270","260","30250","27570"
"New entrant CS","2022","30-39","No function","Other ethnicity","70","70","31110","30610"
"New entrant CS","2022","30-39","No function","Undeclared","160","150","31090","27980"
"New entrant CS","2022","30-39","No function","Unknown","2800","2650","27780","24800"
"New entrant CS","2022","30-39","No function","White","5240","5060","29160","26590"
"New entrant CS","2022","30-39","Project Delivery","Asian","50","50","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Unknown","90","90","34680","33900"
"New entrant CS","2022","30-39","Project Delivery","White","320","310","37320","36740"
"New entrant CS","2022","30-39","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Unknown","100","100","30660","25000"
"New entrant CS","2022","30-39","Property","White","130","120","34210","30750"
"New entrant CS","2022","30-39","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Security","Unknown","80","80","29030","25000"
"New entrant CS","2022","30-39","Security","White","110","100","29780","26350"
"New entrant CS","2022","30-39","Unknown","Asian","100","90","29390","27570"
"New entrant CS","2022","30-39","Unknown","Black","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Unknown","1140","1100","30980","27230"
"New entrant CS","2022","30-39","Unknown","White","1160","1130","31900","27570"
"New entrant CS","2022","40-49","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Analysis","White","80","80","41920","36840"
"New entrant CS","2022","40-49","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Commercial","Unknown","100","90","70650","70000"
"New entrant CS","2022","40-49","Commercial","White","80","80","37390","36500"
"New entrant CS","2022","40-49","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Communications","Unknown","70","60","32000","26590"
"New entrant CS","2022","40-49","Communications","White","90","90","38250","33080"
"New entrant CS","2022","40-49","Counter Fraud","Asian","30","30","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","40-49","Counter Fraud","White","150","150","27600","27570"
"New entrant CS","2022","40-49","Debt","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Debt","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","40-49","Debt","White","80","80","21850","21250"
