"Status","Year","Parent_department","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Chancellor's other departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","Heterosexual / straight","60","60","50560","53530"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Heterosexual / straight","470","460","36740","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","LGBO","70","70","34640","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Undeclared","50","50","37800","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Unknown","140","140","33510","30930"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","130","120","33210","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","510","500","29110","24250"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Heterosexual / straight","250","250","38920","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Heterosexual / straight","350","350","36070","32940"
"New entrant CS","2021","Department for Education","Unknown","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Unknown","270","270","35890","32940"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Heterosexual / straight","120","110","32500","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Heterosexual / straight","840","820","32810","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","LGBO","80","80","33360","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Undeclared","70","70","30280","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Unknown","60","60","26100","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","330","320","33980","30560"
"New entrant CS","2021","Department for International Trade","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","Heterosexual / straight","140","140","34860","31800"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Heterosexual / straight","50","50","37930","32120"
"New entrant CS","2021","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Unknown","140","140","32360","31800"
"New entrant CS","2021","Department for Transport","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","Heterosexual / straight","600","580","32150","30270"
"New entrant CS","2021","Department for Transport","Declared non-disabled","LGBO","70","60","30130","29970"
"New entrant CS","2021","Department for Transport","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","Unknown","190","190","37260","34710"
"New entrant CS","2021","Department for Transport","Unknown","Heterosexual / straight","70","70","35420","33830"
"New entrant CS","2021","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","Unknown","380","360","26060","21590"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","Heterosexual / straight","1560","1510","26700","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","LGBO","330","320","26590","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","Undeclared","120","120","27190","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","Heterosexual / straight","11130","10930","26750","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","LGBO","970","960","26380","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","Undeclared","510","500","27030","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","Heterosexual / straight","440","430","26570","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","LGBO","70","70","26620","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","Undeclared","140","130","27730","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Heterosexual / straight","120","110","27940","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Unknown","1760","1720","27760","27570"
"New entrant CS","2021","Department of Health and Social Care","Declared disabled","Heterosexual / straight","110","100","34020","32330"
"New entrant CS","2021","Department of Health and Social Care","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Declared non-disabled","Heterosexual / straight","1420","1250","34580","31370"
"New entrant CS","2021","Department of Health and Social Care","Declared non-disabled","LGBO","90","80","33230","28590"
"New entrant CS","2021","Department of Health and Social Care","Declared non-disabled","Undeclared","160","140","35970","32330"
"New entrant CS","2021","Department of Health and Social Care","Declared non-disabled","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","Heterosexual / straight","110","90","38960","32650"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","Undeclared","140","110","38560","32330"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Heterosexual / straight","280","270","38660","32790"
"New entrant CS","2021","Department of Health and Social Care","Unknown","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Unknown","850","830","40680","32790"
"New entrant CS","2021","ESTYN","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","Heterosexual / straight","60","60","34330","32350"
"New entrant CS","2021","Food Standards Agency","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","Heterosexual / straight","290","280","26010","22350"
"New entrant CS","2021","HM Land Registry","Unknown","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","Unknown","330","320","26320","22350"
"New entrant CS","2021","HM Revenue and Customs","Declared disabled","Heterosexual / straight","100","90","26480","24120"
"New entrant CS","2021","HM Revenue and Customs","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Declared non-disabled","Heterosexual / straight","1380","1350","25700","20880"
"New entrant CS","2021","HM Revenue and Customs","Declared non-disabled","LGBO","150","140","24750","20140"
"New entrant CS","2021","HM Revenue and Customs","Declared non-disabled","Undeclared","70","70","26590","24120"
"New entrant CS","2021","HM Revenue and Customs","Declared non-disabled","Unknown","90","90","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Unknown","3470","3390","24230","20140"
"New entrant CS","2021","HM Treasury","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Declared non-disabled","Heterosexual / straight","250","250","32970","28500"
"New entrant CS","2021","HM Treasury","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","Undeclared","50","50","38110","32320"
"New entrant CS","2021","HM Treasury","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Declared disabled","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Home Office","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Declared non-disabled","Heterosexual / straight","340","340","32020","24890"
"New entrant CS","2021","Home Office","Declared non-disabled","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Home Office","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Heterosexual / straight","240","230","33220","28650"
"New entrant CS","2021","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Unknown","1440","1420","31440","25650"
"New entrant CS","2021","Ministry of Defence","Declared disabled","Heterosexual / straight","170","160","28000","25190"
"New entrant CS","2021","Ministry of Defence","Declared disabled","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Declared non-disabled","Heterosexual / straight","2570","2500","30570","26670"
"New entrant CS","2021","Ministry of Defence","Declared non-disabled","LGBO","120","120","27830","26350"
"New entrant CS","2021","Ministry of Defence","Declared non-disabled","Undeclared","110","110","30790","27200"
"New entrant CS","2021","Ministry of Defence","Declared non-disabled","Unknown","70","70","30360","26350"
"New entrant CS","2021","Ministry of Defence","Undeclared","Heterosexual / straight","90","90","29100","26350"
"New entrant CS","2021","Ministry of Defence","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Heterosexual / straight","230","220","30710","26350"
"New entrant CS","2021","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Unknown","720","700","29950","25540"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Heterosexual / straight","230","220","37540","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Unknown","60","60","35640","33210"
"New entrant CS","2021","Ministry of Justice","Declared disabled","Heterosexual / straight","390","380","25090","22850"
"New entrant CS","2021","Ministry of Justice","Declared disabled","LGBO","100","100","23770","22850"
"New entrant CS","2021","Ministry of Justice","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Declared non-disabled","Heterosexual / straight","3980","3880","24750","22850"
"New entrant CS","2021","Ministry of Justice","Declared non-disabled","LGBO","350","340","24280","22850"
"New entrant CS","2021","Ministry of Justice","Declared non-disabled","Undeclared","160","150","26590","22920"
"New entrant CS","2021","Ministry of Justice","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Undeclared","Heterosexual / straight","120","110","25060","22850"
"New entrant CS","2021","Ministry of Justice","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Undeclared","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Heterosexual / straight","100","90","24740","22850"
"New entrant CS","2021","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Unknown","3460","3330","24470","22680"
"New entrant CS","2021","National Crime Agency","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Declared non-disabled","Heterosexual / straight","60","60","39120","36200"
"New entrant CS","2021","National Crime Agency","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Heterosexual / straight","730","730","33840","32770"
"New entrant CS","2021","National Crime Agency","Unknown","LGBO","60","50","31850","32260"
"New entrant CS","2021","National Crime Agency","Unknown","Undeclared","60","60","31830","28840"
"New entrant CS","2021","National Crime Agency","Unknown","Unknown","120","120","37650","36200"
"New entrant CS","2021","Northern Ireland Office","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
