"Status","Year","Organisation","Sexual_orientation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Heterosexual / straight","20-29","100","100","34410","32940"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Heterosexual / straight","30-39","90","90","43310","40230"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Heterosexual / straight","40-49","60","60","49760","49860"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Heterosexual / straight","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","20-29","100","100","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","30-39","90","80","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","40-49","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","20-29","60","60","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","20-29","100","100","34410","33210"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","30-39","60","60","45260","40380"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Heterosexual / straight","20-29","70","70","38540","35060"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Heterosexual / straight","30-39","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Heterosexual / straight","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Unknown","20-29","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Unknown","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","20-29","610","610","28030","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","30-39","600","580","28490","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","40-49","520","500","30520","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","50-59","390","380","31600","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","LGBO","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","LGBO","20-29","80","80","27710","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","LGBO","30-39","50","50","30730","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","LGBO","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Undeclared","20-29","50","50","28730","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Undeclared","30-39","60","60","29540","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Undeclared","40-49","50","50","29470","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Undeclared","50-59","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","20-29","110","110","28780","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","30-39","150","140","30150","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","40-49","130","120","33600","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","50-59","90","90","33130","31880"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","20-29","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","30-39","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","40-49","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","50-59","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","LGBO","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Undeclared","20-29","330","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Undeclared","30-39","230","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Undeclared","40-49","220","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Undeclared","50-59","180","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Undeclared","60-64","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","LGBO","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","LGBO","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","LGBO","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","20-29","[c]","[c]","[c]","[c]"
