"Status","Year","Sexual_orientation","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","Undeclared","160","150","35730","35480"
"Leaver Dept.","2022","Unknown","SEO/HEO","Unknown","1340","1300","34230","32000"
"Leaver Dept.","2022","Unknown","SEO/HEO","White","540","450","37250","37060"
"Leaver Dept.","2022","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Asian","1010","980","21840","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Black","590","580","23150","22850"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Mixed","370","360","22360","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Other ethnicity","90","90","22170","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Undeclared","70","70","21910","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","Unknown","60","60","21340","21010"
"New entrant CS","2021","Heterosexual / straight","AA/AO","White","9110","8920","21500","21010"
"New entrant CS","2021","Heterosexual / straight","EO","Asian","1790","1750","28730","27610"
"New entrant CS","2021","Heterosexual / straight","EO","Black","1240","1220","29320","31060"
"New entrant CS","2021","Heterosexual / straight","EO","Chinese","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","EO","Mixed","500","490","28450","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Other ethnicity","130","130","28940","29280"
"New entrant CS","2021","Heterosexual / straight","EO","Undeclared","90","90","28200","27570"
"New entrant CS","2021","Heterosexual / straight","EO","Unknown","70","60","27920","27570"
"New entrant CS","2021","Heterosexual / straight","EO","White","8560","8360","27500","27570"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Asian","220","220","57270","54700"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Black","100","100","54660","52850"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Mixed","60","60","56350","54320"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","G6/G7","White","1690","1630","56910","54700"
"New entrant CS","2021","Heterosexual / straight","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SCS","White","160","140","96330","90000"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Asian","660","650","35490","34550"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Black","410","400","35530","34550"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Mixed","220","220","35060","34020"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Other ethnicity","70","70","35620","34710"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","Unknown","50","50","34220","34330"
"New entrant CS","2021","Heterosexual / straight","SEO/HEO","White","5110","4960","35210","34020"
"New entrant CS","2021","Heterosexual / straight","Unknown","Asian","60","50","24030","22920"
"New entrant CS","2021","Heterosexual / straight","Unknown","Black","100","90","24570","23760"
"New entrant CS","2021","Heterosexual / straight","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Mixed","50","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","White","870","820","25840","22920"
"New entrant CS","2021","LGBO","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Mixed","60","60","22530","21010"
"New entrant CS","2021","LGBO","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","AA/AO","White","1000","990","21390","21010"
"New entrant CS","2021","LGBO","EO","Asian","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","EO","Black","50","50","29180","29290"
"New entrant CS","2021","LGBO","EO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","EO","Mixed","80","70","28640","27570"
"New entrant CS","2021","LGBO","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","EO","White","1180","1170","27530","27570"
"New entrant CS","2021","LGBO","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","G6/G7","White","130","120","56180","53420"
"New entrant CS","2021","LGBO","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SCS","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SEO/HEO","Mixed","50","40","[c]","[c]"
"New entrant CS","2021","LGBO","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","SEO/HEO","White","600","590","34090","33350"
"New entrant CS","2021","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","White","90","90","23190","22920"
"New entrant CS","2021","Undeclared","AA/AO","Asian","50","50","21520","21010"
"New entrant CS","2021","Undeclared","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Undeclared","160","160","21650","21010"
"New entrant CS","2021","Undeclared","AA/AO","Unknown","80","80","20840","20850"
"New entrant CS","2021","Undeclared","AA/AO","White","420","410","21200","21010"
"New entrant CS","2021","Undeclared","EO","Asian","60","50","28220","27570"
"New entrant CS","2021","Undeclared","EO","Black","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Undeclared","230","230","27810","27570"
"New entrant CS","2021","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","White","440","430","27400","27570"
"New entrant CS","2021","Undeclared","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Undeclared","70","60","59630","56650"
"New entrant CS","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","White","120","110","58830","55000"
"New entrant CS","2021","Undeclared","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Asian","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Undeclared","160","150","35400","34020"
"New entrant CS","2021","Undeclared","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","White","370","350","34670","33570"
"New entrant CS","2021","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","White","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Undeclared","50","50","18380","18200"
"New entrant CS","2021","Unknown","AA/AO","Unknown","6950","6750","21470","20600"
"New entrant CS","2021","Unknown","AA/AO","White","270","260","21770","21590"
"New entrant CS","2021","Unknown","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","3860","3790","26640","27270"
"New entrant CS","2021","Unknown","EO","White","140","140","26170","25560"
"New entrant CS","2021","Unknown","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","1160","1130","59030","56120"
"New entrant CS","2021","Unknown","G6/G7","White","60","50","55970","54090"
"New entrant CS","2021","Unknown","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","270","260","88800","74000"
"New entrant CS","2021","Unknown","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","3440","3380","33940","32790"
"New entrant CS","2021","Unknown","SEO/HEO","White","200","190","35200","33570"
"New entrant CS","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","760","700","23530","22920"
"New entrant CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","AA/AO","Asian","1440","1380","21990","21260"
"New entrant CS","2022","Heterosexual / straight","AA/AO","Black","620","600","23150","21260"
"New entrant CS","2022","Heterosexual / straight","AA/AO","Mixed","370","360","22610","21260"
"New entrant CS","2022","Heterosexual / straight","AA/AO","Other ethnicity","120","110","23320","21260"
"New entrant CS","2022","Heterosexual / straight","AA/AO","Undeclared","90","90","22060","21260"
"New entrant CS","2022","Heterosexual / straight","AA/AO","Unknown","110","100","21910","21250"
"New entrant CS","2022","Heterosexual / straight","AA/AO","White","10500","10210","21970","21260"
"New entrant CS","2022","Heterosexual / straight","EO","Asian","1570","1530","27760","27570"
"New entrant CS","2022","Heterosexual / straight","EO","Black","790","770","28280","27570"
"New entrant CS","2022","Heterosexual / straight","EO","Mixed","370","360","27440","27570"
"New entrant CS","2022","Heterosexual / straight","EO","Other ethnicity","90","90","27870","27570"
"New entrant CS","2022","Heterosexual / straight","EO","Undeclared","70","70","28120","27570"
"New entrant CS","2022","Heterosexual / straight","EO","Unknown","70","70","27240","27570"
"New entrant CS","2022","Heterosexual / straight","EO","White","6670","6510","26970","27230"
"New entrant CS","2022","Heterosexual / straight","G6/G7","Asian","270","260","56400","54030"
"New entrant CS","2022","Heterosexual / straight","G6/G7","Black","110","100","54980","53420"
"New entrant CS","2022","Heterosexual / straight","G6/G7","Mixed","80","80","54620","53240"
"New entrant CS","2022","Heterosexual / straight","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","G6/G7","White","2230","2160","56030","53480"
"New entrant CS","2022","Heterosexual / straight","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","SCS","White","170","160","95380","88390"
"New entrant CS","2022","Heterosexual / straight","SEO/HEO","Asian","1000","980","35600","34260"
"New entrant CS","2022","Heterosexual / straight","SEO/HEO","Black","510","500","36000","34850"
"New entrant CS","2022","Heterosexual / straight","SEO/HEO","Mixed","270","270","35230","34260"
"New entrant CS","2022","Heterosexual / straight","SEO/HEO","Other ethnicity","80","80","36130","36250"
"New entrant CS","2022","Heterosexual / straight","SEO/HEO","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","SEO/HEO","Unknown","100","100","35530","34170"
"New entrant CS","2022","Heterosexual / straight","SEO/HEO","White","6660","6510","35320","33570"
"New entrant CS","2022","Heterosexual / straight","Unknown","Asian","240","220","28030","24800"
"New entrant CS","2022","Heterosexual / straight","Unknown","Black","440","420","30190","27980"
"New entrant CS","2022","Heterosexual / straight","Unknown","Mixed","180","170","29400","27060"
"New entrant CS","2022","Heterosexual / straight","Unknown","Other ethnicity","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","White","4090","3820","28960","25500"
"New entrant CS","2022","LGBO","AA/AO","Asian","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","AA/AO","Mixed","60","60","22070","21260"
"New entrant CS","2022","LGBO","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","AA/AO","White","1350","1330","21880","21260"
"New entrant CS","2022","LGBO","EO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","EO","Mixed","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","EO","White","910","900","26970","27230"
"New entrant CS","2022","LGBO","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","G6/G7","White","200","200","56260","53440"
"New entrant CS","2022","LGBO","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","SEO/HEO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","SEO/HEO","Mixed","50","50","35000","34260"
"New entrant CS","2022","LGBO","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","SEO/HEO","White","880","870","34510","33080"
"New entrant CS","2022","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","White","380","370","28840","24800"
"New entrant CS","2022","Undeclared","AA/AO","Asian","60","60","21330","21250"
"New entrant CS","2022","Undeclared","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Undeclared","140","140","22030","21260"
"New entrant CS","2022","Undeclared","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","White","510","490","21830","21260"
"New entrant CS","2022","Undeclared","EO","Asian","60","50","27850","27570"
"New entrant CS","2022","Undeclared","EO","Black","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Undeclared","140","130","27470","27570"
"New entrant CS","2022","Undeclared","EO","Unknown","170","100","26440","27270"
"New entrant CS","2022","Undeclared","EO","White","370","360","26790","26950"
"New entrant CS","2022","Undeclared","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Undeclared","80","70","55690","53530"
"New entrant CS","2022","Undeclared","G6/G7","Unknown","100","50","55170","53360"
"New entrant CS","2022","Undeclared","G6/G7","White","140","140","55230","53080"
"New entrant CS","2022","Undeclared","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Asian","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Undeclared","180","170","35870","35550"
"New entrant CS","2022","Undeclared","SEO/HEO","Unknown","290","150","34700","32790"
"New entrant CS","2022","Undeclared","SEO/HEO","White","470","460","35110","33950"
"New entrant CS","2022","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Undeclared","90","90","32560","30060"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","White","170","160","29630","27030"
"New entrant CS","2022","Unknown","AA/AO","Asian","110","110","21260","21250"
"New entrant CS","2022","Unknown","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Unknown","7910","7660","22090","21260"
"New entrant CS","2022","Unknown","AA/AO","White","500","480","21220","21250"
"New entrant CS","2022","Unknown","EO","Asian","60","60","27290","26590"
"New entrant CS","2022","Unknown","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Unknown","4370","4220","26930","26740"
"New entrant CS","2022","Unknown","EO","White","260","250","26480","26590"
"New entrant CS","2022","Unknown","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Unknown","1120","1090","59380","57190"
"New entrant CS","2022","Unknown","G6/G7","White","80","70","54730","52730"
"New entrant CS","2022","Unknown","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS","Unknown","120","110","103370","90000"
"New entrant CS","2022","Unknown","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Asian","70","70","35760","33840"
"New entrant CS","2022","Unknown","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
