"Status","Year","Function_of_post","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","50","50","45970","44050"
"Leaver Dept.","2021","Finance","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Heterosexual / straight","110","110","46200","43320"
"Leaver Dept.","2021","Finance","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Unknown","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Heterosexual / straight","250","240","37480","32000"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","70","70","41510","37570"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Heterosexual / straight","100","100","42030","35330"
"Leaver Dept.","2021","Legal","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Heterosexual / straight","220","210","35100","32000"
"Leaver Dept.","2021","No function","Declared disabled","LGBO","50","50","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","No function","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Declared non-disabled","Heterosexual / straight","1660","1610","38570","32910"
"Leaver Dept.","2021","No function","Declared non-disabled","LGBO","170","170","38690","33230"
"Leaver Dept.","2021","No function","Declared non-disabled","Undeclared","120","110","40520","33730"
"Leaver Dept.","2021","No function","Declared non-disabled","Unknown","100","90","45460","39800"
"Leaver Dept.","2021","No function","Undeclared","Heterosexual / straight","100","90","34120","32000"
"Leaver Dept.","2021","No function","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Undeclared","80","80","[c]","[c]"
"Leaver Dept.","2021","No function","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Heterosexual / straight","130","130","43980","38400"
"Leaver Dept.","2021","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Unknown","1300","1280","36340","32000"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Heterosexual / straight","290","280","40860","35810"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","80","80","43340","38600"
"Leaver Dept.","2021","Property","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Heterosexual / straight","60","60","40360","33960"
"Leaver Dept.","2021","Property","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Heterosexual / straight","230","220","33760","28630"
"Leaver Dept.","2021","Unknown","Declared disabled","LGBO","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","130","110","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Heterosexual / straight","1940","1850","34700","29860"
"Leaver Dept.","2021","Unknown","Declared non-disabled","LGBO","140","140","34400","29160"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Undeclared","160","150","37020","32020"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","1160","980","30640","27570"
"Leaver Dept.","2021","Unknown","Undeclared","Heterosexual / straight","80","80","34680","30200"
"Leaver Dept.","2021","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","60","60","33780","28030"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","150","130","37690","34700"
"Leaver Dept.","2021","Unknown","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","1220","950","35820","31990"
"Leaver Dept.","2022","Analysis","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Heterosexual / straight","210","200","44030","39980"
"Leaver Dept.","2022","Analysis","Declared non-disabled","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Undeclared","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","50","50","36420","33710"
"Leaver Dept.","2022","Commercial","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Heterosexual / straight","160","150","43310","40470"
"Leaver Dept.","2022","Commercial","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Undeclared","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Heterosexual / straight","210","200","42030","37280"
"Leaver Dept.","2022","Communications","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Undeclared","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Unknown","60","60","42280","38550"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","Heterosexual / straight","80","70","32710","27570"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared non-disabled","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared non-disabled","Heterosexual / straight","350","330","42410","38000"
"Leaver Dept.","2022","Digital, Data & Technology","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared non-disabled","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Undeclared","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","100","100","41810","37940"
"Leaver Dept.","2022","Finance","Declared disabled","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared non-disabled","Heterosexual / straight","270","260","41550","37040"
"Leaver Dept.","2022","Finance","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Undeclared","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","Heterosexual / straight","60","60","41630","36330"
"Leaver Dept.","2022","Human Resources","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","Heterosexual / straight","440","420","37450","32330"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Unknown","60","60","36550","32000"
"Leaver Dept.","2022","Internal Audit","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","Heterosexual / straight","100","90","44560","33340"
"Leaver Dept.","2022","Legal","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","No function","Declared disabled","Heterosexual / straight","840","790","35150","30450"
"Leaver Dept.","2022","No function","Declared disabled","LGBO","180","170","32580","28590"
"Leaver Dept.","2022","No function","Declared disabled","Undeclared","110","100","34150","28890"
"Leaver Dept.","2022","No function","Declared disabled","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Declared non-disabled","Heterosexual / straight","7530","7120","37510","31990"
"Leaver Dept.","2022","No function","Declared non-disabled","LGBO","600","570","37990","32610"
"Leaver Dept.","2022","No function","Declared non-disabled","Undeclared","630","590","37990","32330"
"Leaver Dept.","2022","No function","Declared non-disabled","Unknown","370","340","39300","31060"
"Leaver Dept.","2022","No function","Undeclared","Heterosexual / straight","260","250","32750","27970"
"Leaver Dept.","2022","No function","Undeclared","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","Undeclared","Undeclared","200","190","37900","34020"
"Leaver Dept.","2022","No function","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Heterosexual / straight","800","680","44700","39960"
"Leaver Dept.","2022","No function","Unknown","LGBO","60","50","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Undeclared","630","250","48310","40790"
"Leaver Dept.","2022","No function","Unknown","Unknown","2460","2370","41120","33250"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Heterosexual / straight","60","60","37070","34020"
"Leaver Dept.","2022","Project Delivery","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Heterosexual / straight","400","390","40070","36250"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
