"Status","Year","Sex","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","Legal","Declared non-disabled","60","50","55160","51940"
"Leaver Dept.","2021","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Declared disabled","90","80","29190","25170"
"Leaver Dept.","2021","Female","Operational Delivery","Declared non-disabled","750","710","29070","24530"
"Leaver Dept.","2021","Female","Operational Delivery","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Delivery","Unknown","260","240","28490","23480"
"Leaver Dept.","2021","Female","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Declared non-disabled","130","120","35700","27950"
"Leaver Dept.","2021","Female","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Declared disabled","70","70","42760","37640"
"Leaver Dept.","2021","Female","Policy","Declared non-disabled","510","490","46360","41670"
"Leaver Dept.","2021","Female","Policy","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Policy","Unknown","330","320","42010","37230"
"Leaver Dept.","2021","Female","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Declared non-disabled","150","140","41290","34010"
"Leaver Dept.","2021","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Declared disabled","250","230","34210","31990"
"Leaver Dept.","2021","Female","Unknown","Declared non-disabled","1780","1620","34820","31210"
"Leaver Dept.","2021","Female","Unknown","Undeclared","130","120","37010","32910"
"Leaver Dept.","2021","Female","Unknown","Unknown","880","730","34920","32000"
"Leaver Dept.","2021","Male","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Declared non-disabled","70","70","42590","37710"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Declared non-disabled","70","70","45880","40290"
"Leaver Dept.","2021","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Declared non-disabled","70","70","38840","35210"
"Leaver Dept.","2021","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","International Trade","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Declared disabled","80","80","28080","24310"
"Leaver Dept.","2021","Male","Operational Delivery","Declared non-disabled","490","480","29690","25400"
"Leaver Dept.","2021","Male","Operational Delivery","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Delivery","Unknown","210","210","28350","24130"
"Leaver Dept.","2021","Male","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Declared non-disabled","80","80","40270","33210"
"Leaver Dept.","2021","Male","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Declared disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Declared non-disabled","370","360","45410","40360"
"Leaver Dept.","2021","Male","Policy","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Policy","Unknown","270","260","42030","37240"
"Leaver Dept.","2021","Male","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Declared non-disabled","130","130","42750","40440"
"Leaver Dept.","2021","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Declared non-disabled","60","60","36250","33010"
"Leaver Dept.","2021","Male","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Declared disabled","180","170","36280","32000"
"Leaver Dept.","2021","Male","Unknown","Declared non-disabled","1330","1230","36660","32000"
"Leaver Dept.","2021","Male","Unknown","Undeclared","130","120","34940","31990"
"Leaver Dept.","2021","Male","Unknown","Unknown","800","680","37080","32000"
"Leaver Dept.","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Declared non-disabled","130","120","38620","36550"
"Leaver Dept.","2022","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Unknown","120","30","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Declared non-disabled","130","120","40350","37300"
"Leaver Dept.","2022","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data and Technology","Declared non-disabled","190","180","42040","38160"
"Leaver Dept.","2022","Female","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data and Technology","Unknown","100","50","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Declared non-disabled","180","170","40430","36330"
"Leaver Dept.","2022","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Unknown","120","40","[c]","[c]"
"Leaver Dept.","2022","Female","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Declared non-disabled","290","280","38590","32330"
"Leaver Dept.","2022","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Unknown","90","60","37200","32000"
"Leaver Dept.","2022","Female","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Knowledge and Information Management","Declared non-disabled","130","120","44180","41840"
"Leaver Dept.","2022","Female","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Knowledge and Information Management","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medicine","Declared non-disabled","170","140","75740","84560"
"Leaver Dept.","2022","Female","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Medicine","Unknown","80","70","102720","109880"
"Leaver Dept.","2022","Female","Operational Delivery","Declared disabled","470","440","31800","27570"
"Leaver Dept.","2022","Female","Operational Delivery","Declared non-disabled","3800","3540","32000","27570"
"Leaver Dept.","2022","Female","Operational Delivery","Undeclared","200","190","30840","27570"
"Leaver Dept.","2022","Female","Operational Delivery","Unknown","970","870","35300","28310"
"Leaver Dept.","2022","Female","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Other","Declared non-disabled","330","320","29900","27570"
"Leaver Dept.","2022","Female","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Other","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","Female","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Policy","Declared disabled","100","90","43700","39200"
"Leaver Dept.","2022","Female","Policy","Declared non-disabled","710","680","45470","40490"
"Leaver Dept.","2022","Female","Policy","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Policy","Unknown","430","200","42150","38940"
"Leaver Dept.","2022","Female","Project Delivery","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Declared non-disabled","180","170","39970","37040"
"Leaver Dept.","2022","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Science and Engineering","Declared disabled","90","80","35340","34500"
"Leaver Dept.","2022","Female","Science and Engineering","Declared non-disabled","910","840","37450","34170"
"Leaver Dept.","2022","Female","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Science and Engineering","Unknown","470","420","43440","40560"
"Leaver Dept.","2022","Female","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tax","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tax","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Declared disabled","190","170","39640","34710"
"Leaver Dept.","2022","Female","Unknown","Declared non-disabled","1140","1010","44770","38650"
"Leaver Dept.","2022","Female","Unknown","Undeclared","70","60","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","990","820","37400","32000"
"Leaver Dept.","2022","Female","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Declared non-disabled","110","100","41330","37400"
"Leaver Dept.","2022","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Declared non-disabled","80","80","45340","37280"
"Leaver Dept.","2022","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data and Technology","Declared non-disabled","250","240","42590","38770"
"Leaver Dept.","2022","Male","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data and Technology","Unknown","140","100","41980","38250"
"Leaver Dept.","2022","Male","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Economics","Declared non-disabled","60","60","46470","38280"
"Leaver Dept.","2022","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Declared non-disabled","160","160","44370","40580"
