"Status","Year","Sex","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Analysis","Inner London - East","60","60","37770","36160"
"New entrant CS","2021","Male","Analysis","Inner London - West","310","310","35960","32790"
"New entrant CS","2021","Male","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Inner London - West","130","130","66700","68000"
"New entrant CS","2021","Male","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Derbyshire and Nottinghamshire","70","70","26960","25560"
"New entrant CS","2021","Male","Communications","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Greater Manchester","120","120","26980","25560"
"New entrant CS","2021","Male","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Inner London - West","120","120","40000","36660"
"New entrant CS","2021","Male","Communications","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Northumberland and Tyne and Wear","180","180","26380","25560"
"New entrant CS","2021","Male","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","West Yorkshire","50","50","29450","25560"
"New entrant CS","2021","Male","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Inner London - West","30","30","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Eastern Scotland","130","130","20420","20140"
"New entrant CS","2021","Male","Debt","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Northumberland and Tyne and Wear","150","150","20500","20140"
"New entrant CS","2021","Male","Debt","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Southern Scotland","50","40","[c]","[c]"
"New entrant CS","2021","Male","Debt","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","West Midlands","40","40","[c]","[c]"
"New entrant CS","2021","Male","Debt","West Yorkshire","40","40","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Devon","80","80","31740","27130"
"New entrant CS","2021","Male","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","East Wales","110","110","36360","36030"
"New entrant CS","2021","Male","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","38140","35900"
"New entrant CS","2021","Male","Digital, Data & Technology","Greater Manchester","30","30","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Hampshire and Isle of Wight","50","50","38530","36030"
"New entrant CS","2021","Male","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Inner London - East","140","140","49220","52850"
"New entrant CS","2021","Male","Digital, Data & Technology","Inner London - West","190","180","47600","42460"
"New entrant CS","2021","Male","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Shropshire and Staffordshire","30","30","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","West Midlands","50","50","40260","36870"
"New entrant CS","2021","Male","Digital, Data & Technology","West Wales and The Valleys","50","50","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","34630","26050"
"New entrant CS","2021","Male","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Inner London - West","100","100","42100","33570"
"New entrant CS","2021","Male","Finance","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Inner London - West","80","80","34760","31320"
"New entrant CS","2021","Male","Human Resources","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Inner London - West","170","170","40100","39750"
"New entrant CS","2021","Male","Legal","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","West Midlands","30","30","[c]","[c]"
"New entrant CS","2021","Male","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Bedfordshire and Hertfordshire","110","100","26750","27850"
"New entrant CS","2021","Male","No function","Berkshire, Buckinghamshire and Oxfordshire","190","180","27860","27850"
"New entrant CS","2021","Male","No function","Cheshire","160","160","29610","28840"
"New entrant CS","2021","Male","No function","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Cumbria","[c]","[c]","[c]","[c]"
