"Status","Year","Sexual_orientation","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","White","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Unknown","80","70","22760","20850"
"New entrant CS","2021","Undeclared","Legal","White","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Asian","60","60","35180","31810"
"New entrant CS","2021","Undeclared","No function","Black","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Undeclared","260","240","32430","28590"
"New entrant CS","2021","Undeclared","No function","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","White","560","530","31720","27700"
"New entrant CS","2021","Undeclared","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","White","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Asian","70","60","27840","27570"
"New entrant CS","2021","Undeclared","Unknown","Black","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Mixed","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","240","230","28200","27570"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","White","540","530","28300","27570"
"New entrant CS","2021","Unknown","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Unknown","300","300","35710","32540"
"New entrant CS","2021","Unknown","Analysis","White","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","340","340","63830","68000"
"New entrant CS","2021","Unknown","Commercial","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","650","650","29810","25560"
"New entrant CS","2021","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Unknown","80","80","28690","25560"
"New entrant CS","2021","Unknown","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Unknown","650","640","20420","20140"
"New entrant CS","2021","Unknown","Debt","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","640","640","39800","36040"
"New entrant CS","2021","Unknown","Digital, Data & Technology","White","80","80","34250","32060"
"New entrant CS","2021","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Unknown","230","220","33500","32790"
"New entrant CS","2021","Unknown","Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","180","170","32480","28000"
"New entrant CS","2021","Unknown","Human Resources","White","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Unknown","270","260","34160","28540"
"New entrant CS","2021","Unknown","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Unknown","7510","7280","26250","22850"
"New entrant CS","2021","Unknown","No function","White","250","240","29460","24120"
"New entrant CS","2021","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","380","380","33020","30000"
"New entrant CS","2021","Unknown","Project Delivery","White","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","200","200","27900","24500"
"New entrant CS","2021","Unknown","Property","White","50","50","26800","25140"
"New entrant CS","2021","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","310","310","27730","24620"
"New entrant CS","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4650","4520","30710","27570"
"New entrant CS","2021","Unknown","Unknown","White","100","90","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Analysis","Asian","120","110","32650","30710"
"New entrant CS","2022","Heterosexual / straight","Analysis","Black","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Analysis","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Analysis","White","710","690","34580","31000"
"New entrant CS","2022","Heterosexual / straight","Commercial","Asian","60","60","36240","34140"
"New entrant CS","2022","Heterosexual / straight","Commercial","Black","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","White","380","370","34090","31900"
"New entrant CS","2022","Heterosexual / straight","Communications","Asian","150","150","27270","26590"
"New entrant CS","2022","Heterosexual / straight","Communications","Black","60","50","28880","26590"
"New entrant CS","2022","Heterosexual / straight","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Communications","White","510","500","32740","27110"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Asian","160","160","27020","26590"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Black","60","50","27360","26590"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","White","820","800","26810","26590"
"New entrant CS","2022","Heterosexual / straight","Debt","Asian","150","140","21510","21250"
"New entrant CS","2022","Heterosexual / straight","Debt","Black","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Debt","White","410","400","21730","21250"
"New entrant CS","2022","Heterosexual / straight","Digital, Data & Technology","Asian","260","260","38820","35900"
"New entrant CS","2022","Heterosexual / straight","Digital, Data & Technology","Black","140","140","37390","34550"
"New entrant CS","2022","Heterosexual / straight","Digital, Data & Technology","Mixed","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Digital, Data & Technology","White","1280","1270","37990","35310"
"New entrant CS","2022","Heterosexual / straight","Finance","Asian","110","110","33190","31060"
"New entrant CS","2022","Heterosexual / straight","Finance","Black","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Finance","White","510","500","33330","29360"
"New entrant CS","2022","Heterosexual / straight","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Grants Management","White","140","130","21980","21300"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Asian","90","90","31090","27570"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Black","60","50","29260","27570"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Mixed","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","White","680","660","32730","28780"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","Asian","180","170","37460","38000"
"New entrant CS","2022","Heterosexual / straight","Legal","Black","80","70","32540","26950"
"New entrant CS","2022","Heterosexual / straight","Legal","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Legal","White","690","660","37250","34320"
"New entrant CS","2022","Heterosexual / straight","No function","Asian","2780","2680","28210","27570"
"New entrant CS","2022","Heterosexual / straight","No function","Black","1730","1680","29020","27570"
"New entrant CS","2022","Heterosexual / straight","No function","Mixed","870","840","28860","27570"
"New entrant CS","2022","Heterosexual / straight","No function","Other ethnicity","240","230","28990","27570"
"New entrant CS","2022","Heterosexual / straight","No function","Undeclared","190","180","27930","26810"
"New entrant CS","2022","Heterosexual / straight","No function","Unknown","220","210","30620","27570"
"New entrant CS","2022","Heterosexual / straight","No function","White","18840","18170","28240","25710"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Asian","120","120","37330","33120"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Black","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Mixed","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","White","1080","1060","36110","33000"
"New entrant CS","2022","Heterosexual / straight","Property","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Property","White","500","500","33740","30880"
"New entrant CS","2022","Heterosexual / straight","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Security","White","420","410","29400","25540"
"New entrant CS","2022","Heterosexual / straight","Unknown","Asian","270","260","28460","27230"
"New entrant CS","2022","Heterosexual / straight","Unknown","Black","100","100","32140","28650"
"New entrant CS","2022","Heterosexual / straight","Unknown","Mixed","70","70","29080","27230"
"New entrant CS","2022","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","White","3330","3230","31170","27230"
"New entrant CS","2022","LGBO","Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Analysis","White","120","120","31800","30710"
"New entrant CS","2022","LGBO","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","White","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","White","100","90","31260","28030"
"New entrant CS","2022","LGBO","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","White","80","80","26380","26590"
"New entrant CS","2022","LGBO","Debt","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Debt","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Debt","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Debt","White","60","60","21410","21250"
"New entrant CS","2022","LGBO","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data & Technology","White","170","170","35970","33000"
"New entrant CS","2022","LGBO","Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","White","60","60","33420","29000"
"New entrant CS","2022","LGBO","Grants Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Grants Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Grants Management","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
