"Status","Year","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Declared disabled","130","120","31470","28590"
"New entrant CS","2021","Public Health England","Declared non-disabled","1610","1400","34510","31370"
"New entrant CS","2021","Public Health England","Undeclared","250","210","39450","32330"
"New entrant CS","2021","Public Health England","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Declared non-disabled","60","50","23860","21050"
"New entrant CS","2021","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Unknown","70","60","23150","20850"
"New entrant CS","2021","Scottish Forestry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Declared disabled","50","50","34570","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Declared non-disabled","270","260","36060","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Unknown","460","440","38330","30650"
"New entrant CS","2021","Scottish Housing Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Unknown","280","270","22010","20810"
"New entrant CS","2021","Scottish Public Pensions Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Declared disabled","50","50","23030","20060"
"New entrant CS","2021","Social Security Scotland","Declared non-disabled","200","190","25380","20060"
"New entrant CS","2021","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Unknown","130","130","27950","23340"
"New entrant CS","2021","Standards and Testing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Declared non-disabled","150","140","38290","35700"
"New entrant CS","2021","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","50","50","33690","33000"
"New entrant CS","2021","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","80","80","46370","44080"
"New entrant CS","2021","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Unknown","130","130","27300","23320"
"New entrant CS","2021","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","80","70","30770","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","360","350","32690","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","620","590","31290","29540"
"New entrant CS","2021","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Declared non-disabled","130","130","25660","24500"
"New entrant CS","2021","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Unknown","120","120","25390","24500"
"New entrant CS","2021","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","140","140","27890","25030"
"New entrant CS","2021","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Declared disabled","50","50","25290","24370"
"New entrant CS","2022","Animal and Plant Health Agency","Declared non-disabled","340","340","26250","24920"
"New entrant CS","2022","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","Unknown","80","70","25250","24370"
"New entrant CS","2022","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared disabled","110","110","37410","34550"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","630","620","38090","32000"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","Unknown","1000","990","39170","28000"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","70","70","26520","25010"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","60","60","27720","24440"
"New entrant CS","2022","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Declared non-disabled","110","100","29270","24500"
"New entrant CS","2022","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared non-disabled","120","120","45680","36000"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Unknown","70","70","32900","30420"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Declared non-disabled","370","360","26670","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Declared disabled","90","80","32020","26970"
"New entrant CS","2022","Crown Prosecution Service","Declared non-disabled","450","440","31950","25480"
"New entrant CS","2022","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Unknown","130","130","29820","25480"
"New entrant CS","2022","Defence Equipment and Support","Declared disabled","60","50","30680","28220"
"New entrant CS","2022","Defence Equipment and Support","Declared non-disabled","550","540","31560","28000"
"New entrant CS","2022","Defence Equipment and Support","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Unknown","340","330","29370","26670"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Declared non-disabled","610","600","30140","27010"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","50","50","33710","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","460","450","38240","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","160","160","37530","33570"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","310","310","35710","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Declared non-disabled","110","100","36940","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Unknown","660","640","34450","29360"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","200","190","38390","34000"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","1140","1120","37620","35370"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","80","80","37780","35900"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","390","380","37700","33500"
"New entrant CS","2022","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Declared non-disabled","200","200","36590","31800"
"New entrant CS","2022","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","210","210","37460","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","70","70","32720","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","380","380","36570","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","130","130","34680","33210"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Declared non-disabled","390","390","42390","38970"
"New entrant CS","2022","Department for Transport (excl. agencies)","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Unknown","250","250","42420","38650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared disabled","1140","1110","25730","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Declared non-disabled","7170","7020","26260","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","390","380","26400","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","1560","1530","26410","27570"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Declared non-disabled","70","60","38090","32790"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","840","520","36940","32790"
"New entrant CS","2022","Disclosure Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Declared non-disabled","390","370","22660","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Unknown","230","200","20340","18310"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Declared non-disabled","260","260","26930","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Unknown","330","320","25910","26130"
"New entrant CS","2022","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Unknown","150","150","33940","29360"
"New entrant CS","2022","Education Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Declared non-disabled","90","90","34750","30860"
"New entrant CS","2022","Food Standards Agency","Undeclared","50","50","32190","30350"
"New entrant CS","2022","Food Standards Agency","Unknown","50","50","32490","30350"
"New entrant CS","2022","Food Standards Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Declared non-disabled","280","270","39950","43920"
"New entrant CS","2022","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Declared non-disabled","60","60","44530","42300"
"New entrant CS","2022","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Declared non-disabled","220","210","34110","31630"
"New entrant CS","2022","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Declared disabled","150","140","24140","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Declared non-disabled","860","830","24360","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Undeclared","50","50","26350","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","840","810","23980","20970"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Declared non-disabled","200","190","27330","22600"
"New entrant CS","2022","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","270","270","27150","22600"
"New entrant CS","2022","HM Prison and Probation Service","Declared disabled","1480","1400","28620","26310"
"New entrant CS","2022","HM Prison and Probation Service","Declared non-disabled","7750","7470","26780","24270"
"New entrant CS","2022","HM Prison and Probation Service","Undeclared","390","370","28970","27060"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","5570","5190","26600","24800"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Declared disabled","390","370","27140","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Declared non-disabled","4410","4320","27510","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Undeclared","180","180","27150","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","3030","2950","26340","21250"
"New entrant CS","2022","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Declared non-disabled","200","200","32510","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Declared disabled","70","60","32680","24880"
"New entrant CS","2022","Home Office","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","2450","2340","29680","24880"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Declared non-disabled","120","120","29940","24030"
"New entrant CS","2022","Intellectual Property Office","Unknown","100","90","28070","24030"
"New entrant CS","2022","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Unknown","140","130","30110","26840"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Declared non-disabled","210","210","28140","24360"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Declared disabled","130","120","30080","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Declared non-disabled","1370","1330","30370","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Undeclared","70","70","30240","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Unknown","1280","1240","30230","26350"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Declared disabled","60","60","33290","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Declared non-disabled","360","360","37450","34260"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Unknown","290","280","34280","34260"
"New entrant CS","2022","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","470","460","36920","34140"
"New entrant CS","2022","National Infrastructure Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Unknown","50","50","[c]","[c]"
