"Status","Year","Function_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared disabled","White","90","80","33510","32030"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Asian","80","80","39700","36030"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Black","50","50","34340","33260"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Declared non-disabled","White","980","960","37130","33570"
"New entrant CS","2021","Project Delivery","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","350","340","32570","29540"
"New entrant CS","2021","Project Delivery","Unknown","White","120","120","37180","36030"
"New entrant CS","2021","Property","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Declared non-disabled","White","410","400","31240","28120"
"New entrant CS","2021","Property","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","200","190","27960","24500"
"New entrant CS","2021","Property","Unknown","White","50","40","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Declared non-disabled","White","380","370","26280","23540"
"New entrant CS","2021","Security","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Unknown","290","290","27830","24620"
"New entrant CS","2021","Security","Unknown","White","60","60","28120","24220"
"New entrant CS","2021","Unknown","Declared disabled","Asian","180","180","28480","27570"
"New entrant CS","2021","Unknown","Declared disabled","Black","160","150","29430","31060"
"New entrant CS","2021","Unknown","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Mixed","110","110","27400","27570"
"New entrant CS","2021","Unknown","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Undeclared","50","50","27180","27570"
"New entrant CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","White","1720","1670","26490","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Asian","1870","1830","28340","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Black","1280","1270","28830","29290"
"New entrant CS","2021","Unknown","Declared non-disabled","Chinese","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Mixed","590","580","27590","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Other ethnicity","150","150","28220","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Undeclared","200","200","27580","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","Unknown","60","50","29790","27570"
"New entrant CS","2021","Unknown","Declared non-disabled","White","10510","10300","26720","27570"
"New entrant CS","2021","Unknown","Undeclared","Asian","80","80","27810","27570"
"New entrant CS","2021","Unknown","Undeclared","Black","50","50","28250","30170"
"New entrant CS","2021","Unknown","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Undeclared","110","110","28860","27570"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","White","440","430","26050","27570"
"New entrant CS","2021","Unknown","Unknown","Asian","100","100","35390","28650"
"New entrant CS","2021","Unknown","Unknown","Black","50","50","33520","31060"
"New entrant CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4620","4500","30730","27570"
"New entrant CS","2021","Unknown","Unknown","White","520","510","33030","27570"
"New entrant CS","2022","Analysis","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared disabled","White","90","90","30360","30710"
"New entrant CS","2022","Analysis","Declared non-disabled","Asian","90","90","32260","30710"
"New entrant CS","2022","Analysis","Declared non-disabled","Black","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Declared non-disabled","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Declared non-disabled","White","720","710","33910","30710"
"New entrant CS","2022","Analysis","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Unknown","210","170","35900","31920"
"New entrant CS","2022","Analysis","Unknown","White","130","120","34330","30710"
"New entrant CS","2022","Commercial","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared disabled","White","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Declared non-disabled","White","310","310","34230","32000"
"New entrant CS","2022","Commercial","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","390","340","57930","61710"
"New entrant CS","2022","Commercial","Unknown","White","100","90","32820","30420"
"New entrant CS","2022","Communications","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","White","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Asian","150","150","27440","26590"
"New entrant CS","2022","Communications","Declared non-disabled","Black","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","White","520","510","32180","26820"
"New entrant CS","2022","Communications","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Asian","30","30","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","530","490","29830","26590"
"New entrant CS","2022","Communications","Unknown","White","90","80","34530","32790"
"New entrant CS","2022","Counter Fraud","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","White","120","120","26840","25210"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Asian","150","150","27110","26590"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Black","50","50","27240","25850"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","White","790","780","26850","26590"
"New entrant CS","2022","Counter Fraud","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","320","310","27720","26590"
"New entrant CS","2022","Counter Fraud","Unknown","White","30","30","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","White","60","60","21420","21260"
"New entrant CS","2022","Debt","Declared non-disabled","Asian","140","130","21490","21250"
"New entrant CS","2022","Debt","Declared non-disabled","Black","30","30","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","White","410","400","21730","21250"
"New entrant CS","2022","Debt","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Unknown","280","270","21430","21250"
"New entrant CS","2022","Debt","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","White","150","150","36130","33080"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Asian","220","210","39570","37000"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Black","130","120","37660","34550"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Mixed","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Unknown","50","50","30560","29210"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","White","1180","1170","37760","33570"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","White","50","50","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Asian","60","60","38650","33840"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","630","590","37610","33500"
"New entrant CS","2022","Digital, Data & Technology","Unknown","White","200","200","37300","36500"
"New entrant CS","2022","Finance","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","White","50","40","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Asian","80","80","34570","31990"
"New entrant CS","2022","Finance","Declared non-disabled","Black","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","White","410","400","33220","29300"
"New entrant CS","2022","Finance","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Unknown","320","260","34730","32000"
"New entrant CS","2022","Finance","Unknown","White","140","130","34520","29360"
"New entrant CS","2022","Grants Management","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Unknown","330","320","21550","21300"
"New entrant CS","2022","Grants Management","Declared non-disabled","White","150","140","22020","21300"
"New entrant CS","2022","Grants Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","White","90","80","31120","28000"
"New entrant CS","2022","Human Resources","Declared non-disabled","Asian","70","70","31440","27570"
"New entrant CS","2022","Human Resources","Declared non-disabled","Black","50","50","28620","26930"
"New entrant CS","2022","Human Resources","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","White","600","580","33120","28000"
"New entrant CS","2022","Human Resources","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","White","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","260","240","33620","28310"
"New entrant CS","2022","Human Resources","Unknown","White","100","100","31360","27270"
"New entrant CS","2022","Internal Audit","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
