"Status","Year","Ethnicity","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","110","110","28860","27570"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Unknown","270","270","36000","32540"
"New entrant CS","2021","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Unknown","340","330","64030","68000"
"New entrant CS","2021","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Unknown","650","640","29670","25560"
"New entrant CS","2021","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Unknown","80","80","28660","25560"
"New entrant CS","2021","Unknown","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Unknown","650","640","20420","20140"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","630","630","39850","36500"
"New entrant CS","2021","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Unknown","220","210","33320","32790"
"New entrant CS","2021","Unknown","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Unknown","170","160","32160","27980"
"New entrant CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Unknown","340","330","32140","26550"
"New entrant CS","2021","Unknown","No function","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Declared non-disabled","80","70","33010","31770"
"New entrant CS","2021","Unknown","No function","Undeclared","130","130","39250","34710"
"New entrant CS","2021","Unknown","No function","Unknown","7420","7190","26070","22850"
"New entrant CS","2021","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","350","340","32570","29540"
"New entrant CS","2021","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","200","190","27960","24500"
"New entrant CS","2021","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","290","290","27830","24620"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","60","50","29790","27570"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4620","4500","30730","27570"
"New entrant CS","2021","White","Analysis","Declared disabled","60","50","30960","30730"
"New entrant CS","2021","White","Analysis","Declared non-disabled","470","460","34450","31980"
"New entrant CS","2021","White","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Analysis","Unknown","180","180","33360","32540"
"New entrant CS","2021","White","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Declared non-disabled","220","210","35710","33150"
"New entrant CS","2021","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Commercial","Unknown","80","80","34570","32000"
"New entrant CS","2021","White","Communications","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","White","Communications","Declared non-disabled","390","390","31100","25560"
"New entrant CS","2021","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Communications","Unknown","70","70","33560","28500"
"New entrant CS","2021","White","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Declared non-disabled","70","70","31940","26800"
"New entrant CS","2021","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","Declared non-disabled","200","200","20430","20140"
"New entrant CS","2021","White","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Declared disabled","60","60","38370","37030"
"New entrant CS","2021","White","Digital, Data & Technology","Declared non-disabled","560","560","40500","36800"
"New entrant CS","2021","White","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Digital, Data & Technology","Unknown","210","210","38170","36030"
"New entrant CS","2021","White","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Declared non-disabled","280","270","36530","32320"
"New entrant CS","2021","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Finance","Unknown","70","60","34160","29160"
"New entrant CS","2021","White","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Declared disabled","60","60","32790","27850"
"New entrant CS","2021","White","Human Resources","Declared non-disabled","400","380","32120","28000"
"New entrant CS","2021","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Human Resources","Unknown","80","80","32200","28840"
"New entrant CS","2021","White","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","White","Legal","Declared non-disabled","290","280","40570","37230"
"New entrant CS","2021","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Legal","Unknown","440","430","34800","33700"
"New entrant CS","2021","White","No function","Declared disabled","900","880","27610","24620"
"New entrant CS","2021","White","No function","Declared non-disabled","7800","7500","28700","24370"
"New entrant CS","2021","White","No function","Undeclared","380","360","32660","28720"
"New entrant CS","2021","White","No function","Unknown","1630","1590","30800","28840"
"New entrant CS","2021","White","Project Delivery","Declared disabled","90","80","33510","32030"
"New entrant CS","2021","White","Project Delivery","Declared non-disabled","980","960","37130","33570"
"New entrant CS","2021","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Project Delivery","Unknown","120","120","37180","36030"
"New entrant CS","2021","White","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Declared non-disabled","410","400","31240","28120"
"New entrant CS","2021","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Property","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","White","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Declared non-disabled","380","370","26280","23540"
"New entrant CS","2021","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Security","Unknown","60","60","28120","24220"
"New entrant CS","2021","White","Unknown","Declared disabled","1720","1670","26490","27570"
"New entrant CS","2021","White","Unknown","Declared non-disabled","10510","10300","26720","27570"
"New entrant CS","2021","White","Unknown","Undeclared","440","430","26050","27570"
"New entrant CS","2021","White","Unknown","Unknown","520","510","33030","27570"
"New entrant CS","2022","Asian","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Declared non-disabled","90","90","32260","30710"
"New entrant CS","2022","Asian","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Declared non-disabled","150","150","27440","26590"
"New entrant CS","2022","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Communications","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Declared non-disabled","150","150","27110","26590"
"New entrant CS","2022","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Declared non-disabled","140","130","21490","21250"
"New entrant CS","2022","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Declared non-disabled","220","210","39570","37000"
"New entrant CS","2022","Asian","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Digital, Data & Technology","Unknown","60","60","38650","33840"
"New entrant CS","2022","Asian","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Declared non-disabled","80","80","34570","31990"
"New entrant CS","2022","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Finance","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Human Resources","Declared non-disabled","70","70","31440","27570"
"New entrant CS","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Declared non-disabled","150","150","38000","38000"
"New entrant CS","2022","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","No function","Declared disabled","210","200","28290","27570"
"New entrant CS","2022","Asian","No function","Declared non-disabled","2510","2420","28020","27570"
"New entrant CS","2022","Asian","No function","Undeclared","120","110","28630","27570"
"New entrant CS","2022","Asian","No function","Unknown","250","240","30790","27570"
"New entrant CS","2022","Asian","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Declared non-disabled","110","110","37010","33080"
"New entrant CS","2022","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Declared non-disabled","220","210","28580","27570"
"New entrant CS","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Unknown","110","110","29860","27230"
"New entrant CS","2022","Black","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Analysis","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Counter Fraud","Declared non-disabled","50","50","27240","25850"
"New entrant CS","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Debt","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data & Technology","Declared non-disabled","130","120","37660","34550"
"New entrant CS","2022","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Declared non-disabled","50","50","28620","26930"
"New entrant CS","2022","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","Declared non-disabled","70","70","33740","26950"
"New entrant CS","2022","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","No function","Declared disabled","230","220","30290","29290"
"New entrant CS","2022","Black","No function","Declared non-disabled","1480","1440","28810","27570"
"New entrant CS","2022","Black","No function","Undeclared","70","60","31650","31060"
"New entrant CS","2022","Black","No function","Unknown","100","100","30660","28500"
"New entrant CS","2022","Black","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Declared non-disabled","90","80","29990","27570"
"New entrant CS","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Declared disabled","160","150","28710","27570"
"New entrant CS","2022","Mixed","No function","Declared non-disabled","800","770","28390","26880"
"New entrant CS","2022","Mixed","No function","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Unknown","90","90","32760","31760"
"New entrant CS","2022","Mixed","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Declared non-disabled","60","60","28240","26350"
"New entrant CS","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Declared non-disabled","230","220","29110","27570"
"New entrant CS","2022","Other ethnicity","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
