"Status","Year","Organisation","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","No function","100","100","36860","27000"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","No function","140","140","26840","23450"
"New entrant CS","2021","Office of Gas and Electricity Markets","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","West Midlands (England)","No function","40","40","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","North West (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","South West (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","South West (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","West Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","South West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","South West (England)","No function","70","60","27500","23660"
"New entrant CS","2021","Planning Inspectorate","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","East Midlands (England)","No function","70","70","34290","31370"
"New entrant CS","2021","Public Health England","East of England","No function","110","90","36320","30460"
"New entrant CS","2021","Public Health England","London","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","London","No function","850","740","38360","32330"
"New entrant CS","2021","Public Health England","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","North East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","North East (England)","No function","50","40","[c]","[c]"
"New entrant CS","2021","Public Health England","North West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","North West (England)","No function","190","160","27890","23140"
"New entrant CS","2021","Public Health England","Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","South East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","South East (England)","No function","100","80","35280","30460"
"New entrant CS","2021","Public Health England","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","South West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","South West (England)","No function","360","320","31690","28590"
"New entrant CS","2021","Public Health England","Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","West Midlands (England)","No function","120","100","30970","27780"
"New entrant CS","2021","Public Health England","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Yorkshire and The Humber","No function","80","70","34440","31370"
"New entrant CS","2021","Registers of Scotland","Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","East of England","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","South East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","South East (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Wales","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Scotland","Legal","90","80","22900","20850"
"New entrant CS","2021","Scottish Forestry","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Scotland","Unknown","790","770","37270","30650"
"New entrant CS","2021","Scottish Housing Regulator","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Scotland","No function","230","220","21530","20810"
"New entrant CS","2021","Scottish Prison Service","Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","London","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Scotland","Unknown","390","380","25920","20060"
"New entrant CS","2021","Standards and Testing Agency","London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","North West (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Yorkshire and The Humber","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","South West (England)","Project Delivery","110","110","33320","30000"
"New entrant CS","2021","Teaching Regulation Agency","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","London","No function","30","30","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Scotland","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","Commercial","50","50","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Overseas","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","South West (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","South West (England)","No function","50","50","25680","20170"
"New entrant CS","2021","UK Intellectual Property Office","Wales","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Wales","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Wales","No function","130","130","25230","23320"
"New entrant CS","2021","UK Intellectual Property Office","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","Analysis","160","160","35630","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","No function","50","50","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","London","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","Analysis","80","70","28770","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","No function","200","180","26780","24600"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","South East (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","Analysis","200","190","28890","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","Digital, Data & Technology","80","80","34140","30220"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","No function","110","100","27020","23050"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","East of England","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","London","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","London","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","North East (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","North East (England)","Property","100","90","24030","20880"
"New entrant CS","2021","Valuation Office Agency","North West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","South East (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","South West (England)","Property","60","60","22470","20880"
"New entrant CS","2021","Valuation Office Agency","Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","South West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","South West (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","South West (England)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","London","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","London","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Wales","Unknown","200","180","27640","20500"
"New entrant CS","2021","Welsh Revenue Authority","Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","South East (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","London","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","London","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","London","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","North East (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","North West (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","East of England","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","London","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","North East (England)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Animal and Plant Health Agency","North West (England)","No function","40","40","[c]","[c]"
