"Status","Year","Region_ITL3","Age","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Bedford","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","30-39","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","50-59","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedford","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","20-29","AA/AO","110","110","21200","21250"
"New entrant CS","2022","Belfast","20-29","EO","60","60","26270","26590"
"New entrant CS","2022","Belfast","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","20-29","SEO/HEO","50","50","33260","33080"
"New entrant CS","2022","Belfast","30-39","AA/AO","60","50","21250","21250"
"New entrant CS","2022","Belfast","30-39","EO","40","40","[c]","[c]"
"New entrant CS","2022","Belfast","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","30-39","SEO/HEO","60","60","34780","33080"
"New entrant CS","2022","Belfast","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","40-49","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","40-49","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Belfast","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","50-59","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Belfast","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","20-29","AA/AO","70","70","23890","25540"
"New entrant CS","2022","Berkshire","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","20-29","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Berkshire","30-39","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Berkshire","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","40-49","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","60-64","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Berkshire","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","20-29","AA/AO","90","90","27690","29020"
"New entrant CS","2022","Bexley and Greenwich","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","30-39","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","20-29","AA/AO","500","480","21350","21250"
"New entrant CS","2022","Birmingham","20-29","EO","330","330","26720","26590"
"New entrant CS","2022","Birmingham","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","20-29","SEO/HEO","160","160","32970","33080"
"New entrant CS","2022","Birmingham","20-29","Unknown","60","50","22700","23170"
"New entrant CS","2022","Birmingham","30-39","AA/AO","190","180","21280","21250"
"New entrant CS","2022","Birmingham","30-39","EO","190","190","27080","26910"
"New entrant CS","2022","Birmingham","30-39","G6/G7","40","40","[c]","[c]"
"New entrant CS","2022","Birmingham","30-39","SEO/HEO","150","150","34690","33080"
"New entrant CS","2022","Birmingham","30-39","Unknown","60","50","24460","24090"
"New entrant CS","2022","Birmingham","40-49","AA/AO","100","90","21260","21250"
"New entrant CS","2022","Birmingham","40-49","EO","100","90","27060","27570"
"New entrant CS","2022","Birmingham","40-49","G6/G7","50","50","56230","50210"
"New entrant CS","2022","Birmingham","40-49","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","40-49","SEO/HEO","100","90","35940","35970"
"New entrant CS","2022","Birmingham","40-49","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Birmingham","50-59","AA/AO","60","50","21280","21250"
"New entrant CS","2022","Birmingham","50-59","EO","60","60","26950","26590"
"New entrant CS","2022","Birmingham","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","50-59","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","50-59","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Birmingham","50-59","Unknown","80","70","30770","28200"
"New entrant CS","2022","Birmingham","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","60-64","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","60-64","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","65+","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","20-29","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","20-29","AA/AO","160","150","21260","21260"
"New entrant CS","2022","Blackpool","20-29","EO","90","90","27520","27570"
"New entrant CS","2022","Blackpool","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","30-39","AA/AO","90","90","21260","21260"
"New entrant CS","2022","Blackpool","30-39","EO","50","50","27570","27570"
"New entrant CS","2022","Blackpool","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","40-49","AA/AO","50","50","21240","21260"
"New entrant CS","2022","Blackpool","40-49","EO","30","30","[c]","[c]"
"New entrant CS","2022","Blackpool","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","50-59","AA/AO","50","50","21260","21260"
"New entrant CS","2022","Blackpool","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","65+","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackpool","65+","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","20-29","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","30-39","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bournemouth, Christchurch and Poole","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","20-29","AA/AO","230","220","21230","21250"
"New entrant CS","2022","Bradford","20-29","EO","30","30","[c]","[c]"
"New entrant CS","2022","Bradford","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","30-39","AA/AO","90","80","21260","21250"
"New entrant CS","2022","Bradford","30-39","EO","40","30","[c]","[c]"
"New entrant CS","2022","Bradford","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","40-49","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Bradford","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bradford","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","20-29","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","30-39","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Breckland and South Norfolk","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","20-29","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","20-29","EO","30","30","[c]","[c]"
"New entrant CS","2022","Brent","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brent","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","20-29","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","30-39","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","30-39","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","40-49","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","65+","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bridgend and Neath Port Talbot","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","20-29","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","20-29","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","30-39","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","30-39","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","60-64","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","60-64","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","65+","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Brighton and Hove","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","16-19","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","16-19","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","16-19","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","20-29","AA/AO","170","160","21150","21260"
"New entrant CS","2022","Bristol, City of","20-29","EO","100","100","25270","25000"
"New entrant CS","2022","Bristol, City of","20-29","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","20-29","SEO/HEO","160","160","32140","31240"
"New entrant CS","2022","Bristol, City of","20-29","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Bristol, City of","30-39","AA/AO","60","60","21390","21260"
"New entrant CS","2022","Bristol, City of","30-39","EO","30","30","[c]","[c]"
"New entrant CS","2022","Bristol, City of","30-39","G6/G7","60","50","50290","49700"
"New entrant CS","2022","Bristol, City of","30-39","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","30-39","SEO/HEO","140","140","34120","33080"
"New entrant CS","2022","Bristol, City of","30-39","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Bristol, City of","40-49","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","40-49","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","40-49","G6/G7","50","50","53510","49860"
"New entrant CS","2022","Bristol, City of","40-49","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","40-49","SEO/HEO","50","50","34690","33360"
"New entrant CS","2022","Bristol, City of","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","50-59","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","50-59","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","50-59","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","50-59","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bristol, City of","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
