"Status","Year","Parent_department","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Revenue and Customs","Property","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Durham CC","70","70","22180","20880"
"New entrant CS","2021","HM Revenue and Customs","Property","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Plymouth","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Property","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Security","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Unknown","320","310","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Analysis","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Analysis","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Commercial","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Commercial","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Communications","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Counter Fraud","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Debt","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data & Technology","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data & Technology","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Finance","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Finance","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Internal Audit","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","No function","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","No function","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","No function","Westminster","310","310","32600","28500"
"New entrant CS","2021","HM Treasury","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Property","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Belfast","50","50","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Croydon","320","320","40850","35050"
"New entrant CS","2021","Home Office","Unknown","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","East Kent","180","180","24310","24880"
"New entrant CS","2021","Home Office","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Glasgow City","40","30","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Greater Manchester South West","80","80","40070","35630"
"New entrant CS","2021","Home Office","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Harrow and Hillingdon","100","100","28320","28650"
"New entrant CS","2021","Home Office","Unknown","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Leeds","60","60","26290","24880"
"New entrant CS","2021","Home Office","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Liverpool","90","90","26400","22770"
"New entrant CS","2021","Home Office","Unknown","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Manchester","70","70","24560","24880"
"New entrant CS","2021","Home Office","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","North and North East Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Portsmouth","40","40","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Sefton","80","80","23470","21430"
"New entrant CS","2021","Home Office","Unknown","Sheffield","160","150","27160","21430"
"New entrant CS","2021","Home Office","Unknown","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Thurrock","40","40","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","West Sussex (North East)","40","40","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Westminster","450","440","41020","35070"
"New entrant CS","2021","Ministry of Defence","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Analysis","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Commercial","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Communications","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Digital, Data & Technology","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","80","80","31280","25000"
"New entrant CS","2021","Ministry of Defence","Finance","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Finance","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","70","60","29960","21000"
"New entrant CS","2021","Ministry of Defence","Human Resources","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Greater Manchester South East","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Human Resources","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Internal Audit","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","Somerset","50","50","25680","20170"
"New entrant CS","2021","Ministry of Defence","No function","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","No function","West Kent","[c]","[c]","[c]","[c]"
