"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","UK Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Operational Delivery","80","70","29480","24950"
"Leaver Dept.","2022","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","150","140","25640","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Operational Delivery","400","390","24480","24370"
"New entrant CS","2021","Animal and Plant Health Agency","Science and Engineering","60","50","27530","24370"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","1710","1690","39790","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Companies House","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Commercial","60","50","31800","30000"
"New entrant CS","2021","Crown Commercial Service","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Operational Delivery","60","50","33840","27770"
"New entrant CS","2021","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Operational Delivery","110","110","22090","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Legal","350","330","44830","48080"
"New entrant CS","2021","Crown Prosecution Service","Operational Delivery","350","350","21520","20120"
"New entrant CS","2021","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Digital, Data and Technology","50","50","41650","45000"
"New entrant CS","2021","Defence Equipment and Support","Finance","60","60","26910","24000"
"New entrant CS","2021","Defence Equipment and Support","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Other","190","180","27860","23230"
"New entrant CS","2021","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Project Delivery","120","110","36490","34000"
"New entrant CS","2021","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Science and Engineering","190","190","30690","28770"
"New entrant CS","2021","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Science and Engineering","150","150","29200","26480"
"New entrant CS","2021","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","40","40","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","80","80","37300","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","530","520","38140","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Policy","250","250","37600","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","70","70","41440","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Communications","70","70","29870","28500"
"New entrant CS","2021","Department for Education (excl. agencies)","Digital, Data and Technology","70","70","39450","36500"
"New entrant CS","2021","Department for Education (excl. agencies)","Finance","40","40","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Policy","270","270","36480","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Property","50","50","44430","49860"
"New entrant CS","2021","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","140","140","39630","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","50","50","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","590","580","36460","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","50","40","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Economics","50","50","30150","31800"
"New entrant CS","2021","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","International Trade","140","140","33280","31800"
"New entrant CS","2021","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","40","40","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Economics","50","50","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Other","70","70","34380","29970"
"New entrant CS","2021","Department for Transport (excl. agencies)","Policy","140","140","35250","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Project Delivery","70","70","37620","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Statistics","30","30","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","60","60","37910","31070"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","16980","16660","26790","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Commercial","80","70","45600","40650"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Communications","50","50","40450","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Finance","110","110","35340","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Human Resources","50","50","30060","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","70","60","51160","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Policy","600","590","39320","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Digital, Data and Technology","50","50","33410","26130"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Operational Delivery","240","210","20000","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","190","190","25560","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
