"Status","Year","Disability","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Scottish Government (excl. agencies)","70","70","34770","31540"
"New entrant CS","2022","Declared non-disabled","LGBO","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Social Security Scotland","60","60","27130","27230"
"New entrant CS","2022","Declared non-disabled","LGBO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","UK Health Security Agency","100","90","31880","28590"
"New entrant CS","2022","Declared non-disabled","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","UK Statistics Authority","50","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","36690","32990"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Work and Pensions (excl. agencies)","290","280","25900","27570"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Courts and Tribunals Service","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Prison and Probation Service","260","250","27700","24800"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Revenue and Customs (excl. agencies)","150","150","27990","26590"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Met Office","50","50","28740","24380"
"New entrant CS","2022","Declared non-disabled","Undeclared","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Scottish Government (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Health Security Agency","130","120","33490","28590"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Centre for Environment, Fisheries and Aquaculture Science","50","50","27100","25460"
"New entrant CS","2022","Declared non-disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Defence Science and Technology Laboratory","370","370","29090","26030"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Land Registry","50","50","26690","22600"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","370","360","27490","26590"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Rural Payments Agency","350","330","21900","21300"
"New entrant CS","2022","Declared non-disabled","Unknown","Scottish Courts and Tribunals Service","120","110","22390","22000"
"New entrant CS","2022","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","260","250","26140","27570"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Food Standards Agency","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","HM Courts and Tribunals Service","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","HM Prison and Probation Service","260","240","28590","27060"
"New entrant CS","2022","Undeclared","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","90","90","26810","26590"
"New entrant CS","2022","Undeclared","Heterosexual / straight","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","HM Prison and Probation Service","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
